question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
663171,reversing a string,reverse a string `some_string`,some_string[::(-1)],267,0,8,0,0,42,0
674509,"How do I iterate over a Python dictionary, ordered by values?","iterate over a python dictionary, ordered by values","sorted(list(dictionary.items()), key=lambda x: x[1])",271,0,1,9,0,42,0
903853,How do you extract a column from a multi-dimensional array?,extract first column from a multi-dimensional array `a`,[row[0] for row in a],360,0,6,19,0,42,0
1024847,Add key to a dictionary,"Add key ""mynewkey"" to dictionary `d` with value ""mynewvalue""",d['mynewkey'] = 'mynewvalue',401,1,1,8,0,42,0
1547733,How to sort this list in Python?,Sort a list of dictionary `l` based on key `time` in descending order,"l = sorted(l, key=lambda a: a['time'], reverse=True)",472,3,1,55,0,42,0
2317134,How do I use a regular expression to match a name?,match regex '[a-zA-Z][\\w-]*$' on string '!A_B',"re.match('[a-zA-Z][\\w-]*$', '!A_B')",586,6,0,52,0,42,0
3777301,How to call a shell script from python code?,call a shell script `./test.sh` using subprocess,subprocess.call(['./test.sh']),813,12,9,35,1,42,0
3895874,"Regex to match 'lol' to 'lolllll' and 'omg' to 'omggg', etc",Write a regex statement to match 'lol' to 'lolllll'.,"re.sub('l+', 'l', 'lollll')",835,12,0,24,0,42,0
3939361,Remove specific characters from a string,"Remove characters ""!@#$"" from a string `line`","line.translate(None, '!@#$')",848,13,8,0,0,42,0
3939361,Remove specific characters from a string,"Remove string ""1"" from string `string`","string.replace('1', '')",849,13,8,0,0,42,0
3984539,Python: use regular expression to remove the white space from all lines,replace white spaces in string '  a\n b\n c\nd  e' with empty string '',"re.sub('(?m)^[^\\S\\n]+', '', '  a\n b\n c\nd  e')",861,13,8,0,0,42,0
3996904,Generate random integers between 0 and 9,Generate a random integer between 0 and 9,"randint(0, 9)",864,13,5,39,0,42,0
5858916,Find array item in a string,check if any of the items in  `search` appear in `string`,any(x in string for x in search),1100,19,0,5,0,42,0
