question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
113655,Is there a function in python to split a word into a list?,split string `Word to Split` into a list of characters,list('Word to Split'),68,0,8,0,0,40,0
275018,remove (chomp) a newline,remove newline in string 'Windows EOL\r\n' on the right side,'Windows EOL\r\n'.rstrip('\r\n'),121,0,8,0,0,40,0
674764,string find,find the index of sub string 's' in string `str` starting from index 16,"str.find('s', 16)",280,0,0,14,0,40,0
761804,Trimming a string,"Trimming a string ""  Hello\n"" by space",'  Hello\n'.strip(' '),314,0,8,0,0,40,0
899103,Writing a list to a file with Python,writing items in list `thelist` to file `thefile`,"for item in thelist:
    pass",351,0,9,43,1,40,0
974678,How to create single Python dict from a list of dicts by summing values with common keys?,create a flat dictionary by summing values associated with similar keys in each dictionary of list `dictlist`,"dict((key, sum(d[key] for d in dictList)) for key in dictList[0])",390,1,1,16,0,40,0
977491,Comparing two .txt files using difflib in Python,compare contents  at filehandles `file1` and `file2` using difflib,"difflib.SequenceMatcher(None, file1.read(), file2.read())",391,1,9,30,1,40,0
2397687,What's the easiest way to convert a list of hex byte strings to a list of hex integers?,"convert a list of hex byte strings `['BB', 'A7', 'F6', '9E']` to a list of hex integers","[int(x, 16) for x in ['BB', 'A7', 'F6', '9E']]",596,6,5,54,0,40,0
3227624,Cross-platform addressing of the config file,get file '~/foo.ini',config_file = os.path.expanduser('~/foo.ini'),720,9,9,43,1,40,0
3437059,string contains substring,"check if string ""substring"" is in string",string.find('substring'),766,10,0,4,0,40,0
3494906,How do I merge a list of dicts into a single dict?,merge a list of dictionaries in list `L` into a single dict,"{k: v for d in L for k, v in list(d.items())}",777,11,1,0,0,40,0
5183533,How to make List from Numpy Matrix in Python,Convert array `a` into a list,numpy.array(a).reshape(-1).tolist(),1043,18,6,43,0,40,0
5285181,IO Error while storing data in pickle,open a file `/home/user/test/wsservice/data.pkl` in binary write mode,"output = open('/home/user/test/wsservice/data.pkl', 'wb')",1054,18,9,23,1,40,0
5801945,Non-consuming regular expression split in Python,"Split a string `text` with comma, question mark or exclamation by non-consuming regex using look-behind","re.split('(?<=[\\.\\?!]) ', text)",1091,19,0,43,0,40,0
6018916,Find max length of each column in a list of lists,Get the value with the maximum length in each column in array `foo`,[max(len(str(x)) for x in line) for line in zip(*foo)],1118,19,6,41,0,40,0
7934620,python: dots in the name of variable in a format string,python: dots in the name of variable in a format string,"""""""Name: {0[person.name]}"""""".format({'person.name': 'Joe'})",1268,23,8,0,0,40,0
9402255,Drawing a huge graph with networkX and matplotlib,save current figure to file 'graph.png' with resolution of 1000 dpi,"plt.savefig('graph.png', dpi=1000)",1412,27,9,56,1,40,0
9573244,Most elegant way to check if the string is empty,check if string `some_string` is empty,"if (not some_string):
    pass",1429,27,0,56,0,40,0
11351874,Converting a dict into a list,Convert a dictionary `dict` into a list with key and values as list items.,[y for x in list(dict.items()) for y in x],1568,31,1,54,0,40,0
12309976,convert list into string with spaces in python,convert a list `my_list` into string with values separated by spaces,""""""" """""".join(my_list)",1636,33,8,0,0,40,0
12772057,how to format date in ISO using python?,Format a date object `str_data` into iso fomrat,"datetime.datetime.strptime(str_date, '%m/%d/%Y').date().isoformat()",1671,34,2,63,0,40,0
14859458,How to check if all values in the columns of a numpy matrix are the same?,check if all values in the columns of a numpy matrix `a` are same,"np.all(a == a[(0), :], axis=0)",1869,39,6,56,0,40,0
14971373,Python: how to get the final output of multiple system commands?,capture final output of a chain of system commands `ps -ef | grep something | wc -l`,"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)",1881,39,9,50,1,40,0
15650538,Sub matrix of a list of lists (without numpy),"Create sub matrix of a list of lists `[[2, 3, 4], [2, 3, 4], [2, 3, 4]]` (without numpy)","[[2, 3, 4], [2, 3, 4], [2, 3, 4]]",1937,40,6,4,0,40,0
15863066,Python regular expression match whole word,Python regular expression match whole word,"re.search('\\bis\\b', your_string)",1952,41,0,1,0,40,0
15940280,How to get UTC time in Python?,get current utc time,datetime.utcnow(),1956,41,2,26,0,40,0
16296643,Convert tuple to list and back,Convert tuple `level1` to list,"level1 = map(list, level1)",1981,42,7,22,1,40,0
17618981,How to sort pandas data frame using values from several columns?,sort pandas data frame `df` using values from columns `c1` and `c2` in ascending order,"df.sort(['c1', 'c2'], ascending=[True, True])",2072,44,3,26,0,40,0
18312447,How can I split a string into tokens?,split string 'x+13.5*10x-4e1' into tokens,"print([i for i in re.split('([\\d.]+|\\W+)', 'x+13.5*10x-4e1') if i])",2120,45,5,14,0,40,0
19334374,Python - converting a string of numbers into a list of int,"Convert a string of numbers `example_string` separated by `,` into a list of integers","map(int, example_string.split(','))",2192,47,5,6,0,40,0
19602931,http file downloading and saving,"download file from http url ""http://randomsite.com/file.gz"" and save as ""file.gz""","urllib.request.urlretrieve('http://randomsite.com/file.gz', 'file.gz')",2210,47,9,17,1,40,0
20585920,How to add multiple values to a dictionary key in python?,"for a dictionary `a`, set default value for key `somekey` as list and append value `bob`  in that key","a.setdefault('somekey', []).append('bob')",2272,49,1,64,0,40,0
20970279,"how to do a left,right and mid of a string in a pandas dataframe",get the middle two characters of a string 'state' in a pandas dataframe `df`,df['state'].apply(lambda x: x[len(x) / 2 - 1:len(x) / 2 + 1]),2290,50,3,27,0,40,0
23748995,Pandas DataFrame to list,pandas dataframe `df` column 'a' to list,df['a'].values.tolist(),2386,52,3,53,0,40,0
26894227,sum of squares in a list in one line?,sum of squares values in a list `l`,sum(i * i for i in l),2452,54,7,45,1,40,0
29035168,How to use a dot in Python format strings?,Print a dictionary `{'user': {'name': 'Markus'}}` with string formatting,"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",2507,55,1,6,0,40,0
34410358,Splitting a string based on a certain set of words,"Split string 'sad_pandas_and_happy_cats_for_people' based on string 'and', 'or' or 'for'","re.split('_(?:for|or|and)_', 'sad_pandas_and_happy_cats_for_people')",2664,59,8,0,0,40,0
35269374,get count of values associated with key in dict python,get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,sum(d['success'] for d in s),2691,60,1,37,0,40,0
