question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
82831,check whether a file exists,check whether a file `fname` exists,os.path.isfile(fname),48,0,9,44,1,1,0
123198,copy a file,"copy file ""/dir/file.ext"" to ""/new/dir/newname.ext""","shutil.copy2('/dir/file.ext', '/new/dir/newname.ext')",73,0,9,15,1,1,0
379906,Parse String to Float or Int,Parse String `s` to Float or Int,"try:
    return int(s)
except ValueError:
    return float(s)",173,0,5,11,0,1,0
674764,string find,find the index of sub string 's' in string `str` starting from index 11,"str.find('s', 11)",285,0,0,14,0,1,0
674764,string find,find the index of sub string 'g' in string `str`,str.find('g'),286,0,0,14,0,1,0
674764,string find,find the index of sub string 'Aloha' in `x`,x.find('Aloha'),287,0,0,14,0,1,0
1303243,find out if a Python object is a string,check if object `obj` is a string,"isinstance(obj, str)",441,2,0,22,0,1,0
1547733,How to sort this list in Python?,reverse sort list of dicts `l` by value for key `time`,"l = sorted(l, key=itemgetter('time'), reverse=True)",471,3,1,51,0,1,0
2430539,How do I get all the keys that are stored in the Cassandra column family with pycassa?,get a list of all keys in Cassandra database `cf` with pycassa,list(cf.get_range().get_keys()),606,6,1,0,0,1,0
2545397,Converting a string into a list in Python,Get a list of integers `lst` from a file `filename.txt`,"lst = map(int, open('filename.txt').readlines())",614,7,9,37,1,1,0
2597932,"how to change [1,2,3,4] to '1234' using python","join list of numbers `[1,2,3,4] ` to string of numbers.",""""""""""""".join([1, 2, 3, 4])",624,7,7,21,1,1,0
3097866,Access an arbitrary element in a dictionary in Python,Retrieve an arbitrary value from dictionary `dict`,next(iter(dict.values())),703,9,1,29,0,1,0
3430372,How to get full path of current file's directory in Python?,get full path of current directory,os.path.dirname(os.path.abspath(__file__)),761,10,9,32,1,1,0
3844801,check if all elements in a list are identical,check if all elements in list `myList` are identical,all(x == myList[0] for x in myList),822,12,7,42,1,1,0
3862010,Is there a generator version of `string.split()` in Python?,split string `string` on whitespaces using a generator,"return (x.group(0) for x in re.finditer(""[A-Za-z']+"", string))",826,12,8,0,0,1,0
4628618,Replace first occurence of string,replace only first occurence of string `TEST` from a string `longlongTESTstringTEST`,"'longlongTESTstringTEST'.replace('TEST', '?', 1)",956,15,0,52,0,1,0
6797984,convert string to lowercase,convert utf-8 string `s` to lowercase,s.decode('utf-8').lower(),1179,21,8,0,0,1,0
7271385,How do I combine two lists into a dictionary in Python?,"combine two lists `[1, 2, 3, 4]` and `['a', 'b', 'c', 'd']` into a dictionary","dict(zip([1, 2, 3, 4], ['a', 'b', 'c', 'd']))",1213,22,1,30,0,1,0
7286879,splitting unicode string into words,"split unicode string ""раз два три"" into words",'\u0440\u0430\u0437 \u0434\u0432\u0430 \u0442\u0440\u0438'.split(),1220,22,8,62,0,1,0
7429118,how to get all the values from a numpy array excluding a certain index?,get all the values from a numpy array `a` excluding index 3,a[np.arange(len(a)) != 3],1236,22,6,44,0,1,0
8270092,remove all whitespace in a string,remove all whitespaces in a string `sentence`,sentence = ''.join(sentence.split()),1310,24,8,0,0,1,0
10973614,Convert JSON array to Python list,Convert JSON array `array` to Python object,data = json.loads(array),1535,30,6,30,0,1,0
11277432,How to remove a key from a python dictionary?,remove a key 'key' from a dictionary `my_dict`,"my_dict.pop('key', None)",1557,31,1,0,0,1,0
11300383,How to find the count of a word in a string?,find the count of a word 'Hello' in a string `input_string`,input_string.count('Hello'),1559,31,0,44,0,1,0
11932729,How to sort a Python dictionary by value?,sort a python dictionary `a_dict` by element `1` of the value,"sorted(list(a_dict.items()), key=lambda item: item[1][1])",1619,32,1,10,0,1,0
12492137,Python sum of ASCII values of all characters in a string,python sum of ascii values of all characters in a string `string`,"sum(map(ord, string))",1652,33,8,0,0,1,0
12985456,Replace all non-alphanumeric characters in a string,Replace all non-alphanumeric characters in a string,"re.sub('[^0-9a-zA-Z]+', '*', 'h^&ell`.,|o w]{+orld')",1688,34,8,0,0,1,0
13384841,swap values in a tuple/list inside a list in python?,swap values in a tuple/list inside a list `mylist`,"map(lambda t: (t[1], t[0]), mylist)",1736,35,7,52,1,1,0
13438574,Sorting JSON data by keys value,sort list `results` by keys value 'year',"sorted(results, key=itemgetter('year'))",1745,36,1,8,0,1,0
16566069,Url decode UTF-8 in Python,decode a urllib escaped url string `url` with `utf8`,url = urllib.parse.unquote(url).decode('utf8'),1993,42,8,0,0,1,0
20774910,How can I convert a unicode string into string literals in Python 2.7?,convert unicode string `s` into string literals,print(s.encode('unicode_escape')),2279,49,8,0,0,1,0
21800169,Python Pandas: Get index of rows which column matches certain value,get index of rows in dataframe `df` which column 'BoolCol' matches value True,df[df['BoolCol']].index.tolist(),2320,50,3,35,0,1,0
23887881,How to repeat Pandas data frame?,Get a repeated pandas data frame object `x` by `5` times,pd.concat([x] * 5),2393,52,3,34,0,1,0
28416408,Scikit-learn: How to run KMeans on a one-dimensional array?,Fit Kmeans function to a one-dimensional array `x` by reshaping it to be a multidimensional array of single values,"km.fit(x.reshape(-1, 1))",2488,55,6,55,0,1,0
29760130,What is the proper way to print a nested list with the highest value in Python,get the list with the highest sum value in list `x`,"print(max(x, key=sum))",2528,56,7,50,1,1,0
30062429,Python How to get every first element in 2 Dimensional List,get value of first index of each element in list `a`,[x[0] for x in a],2542,56,7,23,1,1,0
31385363,how to export a table dataframe in pyspark to csv?,Write DataFrame `df` to csv file 'mycsv.csv',df.write.csv('mycsv.csv'),2581,57,3,3,0,1,0
31818050,round number to nearest integer,round number `h` to nearest integer,h = int(round(h)),2600,57,5,13,0,1,0
39353758,pandas pivot table of sales,pivot dataframe `df` so that values for `upc` become column headings and values for `saleid` become the index,"df.pivot_table(index='saleid', columns='upc', aggfunc='size', fill_value=0)",2759,62,3,44,0,1,0
