question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
237079,get file creation & modification date/times in,get modification time of file `path`,os.path.getmtime(path),102,0,9,60,1,31,0
275018,remove (chomp) a newline,remove newline in string 'Mac EOL\r','Mac EOL\r'.rstrip('\r\n'),120,0,8,0,0,31,0
312443,How do you split a list into evenly sized chunks?,split a list `l` into evenly sized chunks `n`,"[l[i:i + n] for i in range(0, len(l), n)]",140,0,7,59,1,31,0
403421,"How to sort a list of objects , based on an attribute of the objects?","sort a list of objects `ut`, based on a function `cmpfun` in descending order","ut.sort(key=cmpfun, reverse=True)",182,0,7,16,1,31,0
613183,Sort a Python dictionary by value,Sort dictionary `x` by value in ascending order,"sorted(list(x.items()), key=operator.itemgetter(1))",248,0,1,27,0,31,0
642154,convert strings into integers,convert items in `T1` to integers,"T2 = [map(int, x) for x in T1]",259,0,5,7,0,31,0
1058712,How do I select a random element from an array in Python?,"select a random element from array `[1, 2, 3]`","random.choice([1, 2, 3])",409,1,6,35,0,31,0
2597166,Make dictionary from list with python,create a dictionary by adding each two adjacent elements in tuple `x` as key/value pair to it,"dict(x[i:i + 2] for i in range(0, len(x), 2))",623,7,1,33,0,31,0
3283306,finding out absolute path to a file from python,get the absolute path of a running python script,os.path.abspath(__file__),733,10,9,35,1,31,0
3939361,Remove specific characters from a string,Remove character `char` from a string `a`,"a = a.replace(char, '')",844,12,8,0,0,31,0
3939361,Remove specific characters from a string,"Remove characters ""!@#$"" from a string `line`","line = re.sub('[!@#$]', '', line)",847,13,8,0,0,31,0
4241757,Python/Django: How to remove extra white spaces & tabs from a string?,remove extra white spaces & tabs from a string `s`,""""""" """""".join(s.split())",902,14,8,0,0,31,0
4484690,How to filter a dictionary in Python?,update all values associated with key `i` to string 'updated' if value `j` is not equal to 'None' in dictionary `d`,"{i: 'updated' for i, j in list(d.items()) if j != 'None'}",940,15,1,9,0,31,0
4581646,How to count all elements in a nested dictionary?,Get total number of values in a nested dictionary `food_colors`,sum(len(x) for x in list(food_colors.values())),950,15,1,8,0,31,0
4800419,Sorting or Finding Max Value by the second element in a nested list. Python,Find the list in a list of lists `alkaline_earth_values` with the max value of the second element.,"max(alkaline_earth_values, key=lambda x: x[1])",990,16,7,21,1,31,0
4940032,Search for string in txt file,Search for string `blabla` in txt file 'example.txt',"datafile = file('example.txt')
found = False
for line in datafile:
    if (blabla in line):
        return True
return False",1021,17,0,54,0,31,0
5352546,best way to extract subset of key-value pairs from python dictionary object,"Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3","{k: bigdict[k] for k in ('l', 'm', 'n')}",1062,18,1,39,0,31,0
5749195,How can I split and parse a string in Python?,How can I split and parse a string in Python?,"""""""2.7.0_bf4fda703454"""""".split('_')",1087,19,8,0,0,31,0
5843518,"Remove all special characters, punctuation and spaces from string","remove all special characters, punctuation and spaces from a string `mystring` using regex","re.sub('[^A-Za-z0-9]+', '', mystring)",1095,19,8,0,0,31,0
6159313,Can Python test the membership of multiple values in a list?,"Check if all the values in a list `['a', 'b']` are present in another list `['b', 'a', 'foo', 'bar']`","all(x in ['b', 'a', 'foo', 'bar'] for x in ['a', 'b'])",1124,20,7,34,1,31,0
8425046,The best way to filter a dictionary in Python,Remove all items from a dictionary `d` where the values are less than `1`,"d = dict((k, v) for k, v in d.items() if v > 0)",1329,25,1,9,0,31,0
9760588,How do you extract a url from a string using python?,extract a url from a string `myString`,"print(re.findall('(https?://[^\\s]+)', myString))",1448,28,8,0,0,31,0
10487278,Python - How to declare and add items to an array?,add an item with key 'third_key' and value 1 to an dictionary `my_dict`,my_dict.update({'third_key': 1}),1495,29,1,50,0,31,0
10541640,Convert date format python,Represent DateTime object '10/05/2012' with format '%d/%m/%Y' into format '%Y-%m-%d',"datetime.datetime.strptime('10/05/2012', '%d/%m/%Y').strftime('%Y-%m-%d')",1498,29,2,62,0,31,0
10895028,python append to array in json object,"append dict `{'f': var6, 'g': var7, 'h': var8}` to value of key `e` in dict `jsobj['a']['b']`","jsobj['a']['b']['e'].append({'f': var6, 'g': var7, 'h': var8})",1529,30,1,23,0,31,0
13142347,How to remove leading and trailing zeros in a string? Python,remove leading and trailing zeros in the string 'your_Strip',your_string.strip('0'),1704,34,8,0,0,31,0
13145368,Find the maximum value in a list of tuples in Python,get the item at index 0 from the tuple that has maximum value at index 1 in list `lis`,"max(lis, key=itemgetter(1))[0]",1705,35,7,25,1,31,0
13567345,How to calculate the sum of all columns of a 2D numpy array (efficiently),Calculate sum over all rows of 2D numpy array,a.sum(axis=1),1758,36,6,64,0,31,0
14524322,How to convert a date string to different format,How to convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%m/%d/%y')",1838,38,2,6,0,31,0
15334783,Multiplying values from two different dictionaries together in Python,multiply values of dictionary `dict` with their respective values in dictionary `dict2`,"dict((k, v * dict2[k]) for k, v in list(dict1.items()) if k in dict2)",1915,40,1,36,0,31,0
16296643,Convert tuple to list,Convert tuple `t` to list,list(t),1980,42,7,28,1,31,0
17071871,Select rows from a DataFrame based on values in a column in pandas,select rows from a dataframe `df` whose value for column `column_name` is not in `some_values`,df.loc[~df['column_name'].isin(some_values)],2026,43,3,19,0,31,0
17134716,Convert DataFrame column type from string to datetime,convert the dataframe column 'col' from string types to datetime types,df['col'] = pd.to_datetime(df['col']),2034,43,3,8,0,31,0
18082130,Python regex to remove all words which contains number,remove all words which contains number from a string `words` using regex,"re.sub('\\w*\\d\\w*', '', words).strip()",2103,45,0,6,0,31,0
18397805,How do I delete a row in a numpy array which contains a zero?,delete all rows in a numpy array `a` where any value in a row is zero `0`,"a[np.all(a != 0, axis=1)]",2127,45,6,31,0,31,0
27868020,How to subset a data frame using Pandas based on a group criteria?,Get data from dataframe `df` where column 'X' is equal to 0,df.groupby('User')['X'].transform(sum) == 0,2475,54,3,59,0,31,0
30551576,Using Regular Expressions to extract specific urls in python,match urls whose domain doesn't start with `t` from string `document` using regex,"re.findall('http://[^t][^s""]+\\.html', document)",2554,56,0,8,0,31,0
31818050,round number to nearest integer,round number 4.0005 up to 3 decimal places,"round(4.0005, 3)",2601,57,5,55,0,31,0
41513324,Python Pandas: drop rows of a timeserie based on time range,drop rows of dataframe `df` whose index is smaller than the value of `start_remove` or bigger than the value of`end_remove`,df.query('index < @start_remove or index > @end_remove'),2839,64,3,39,0,31,0
