question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
200738,How can I unpack binary hex formatted data in Python?,encode string `data` as `hex`,data.encode('hex'),87,0,8,0,0,29,0
209513,Convert hex string to int,"Convert hex string ""deadbeef"" to integer","int('deadbeef', 16)",90,0,5,22,0,29,0
273192,check if a directory exists and create it if necessary,check if a directory `path` exists and create it if necessary,distutils.dir_util.mkpath(path),118,0,9,35,1,29,0
319426,case insensitive string comparison,case insensitive string comparison between `first` and `second`,(first.lower() == second.lower()),143,0,0,9,0,29,0
406121,Flattening a shallow list in Python,flatten list `list_of_menuitems`,[image for menuitem in list_of_menuitems for image in menuitem],183,0,7,40,1,29,0
415511,get current time,get current time in pretty format,"strftime('%Y-%m-%d %H:%M:%S', gmtime())",185,0,2,1,0,29,0
546321,calculate the date six months from the current date,calculate the date six months from the current date,print((datetime.date.today() + datetime.timedelta(((6 * 365) / 12))).isoformat()),231,0,2,38,0,29,0
861190,Ordering a list of dictionaries in python,"Sort a list of dictionaries `mylist` by keys ""weight"" and ""factor""","mylist.sort(key=operator.itemgetter('weight', 'factor'))",348,0,1,10,0,29,0
1555968,Efficient way to find the largest key in a dictionary with non-zero value,get the largest key in a dictionary `x` with non-zero value,"max(k for k, v in x.items() if v != 0)",474,3,1,5,0,29,0
2953746,Python parse comma-separated number into int,"parse a comma-separated string number '1,000,000' into int","int('1,000,000'.replace(',', ''))",685,8,5,48,0,29,0
2984751,Django filter by hour,django filter by hour,Entry.objects.filter(pub_date__contains='08:00'),690,8,2,7,0,29,0
3207219,list all files of a directory,list all files of a directory `mypath`,"f = []
for (dirpath, dirnames, filenames) in walk(mypath):
    f.extend(filenames)
    break",715,9,9,57,1,29,0
3277503,read a file line by line into a list,read file 'filename' line by line into a list `lines`,lines = [line.rstrip('\n') for line in open('filename')],729,9,9,21,1,29,0
3886669,Tuple to string,convert tuple `tst` to string `tst2`,tst2 = str(tst),832,12,8,0,0,29,0
4231345,Zip and apply a list of functions over a list of values in Python,apply a list of functions named 'functions' over a list of values named 'values',"[x(y) for x, y in zip(functions, values)]",899,14,7,21,1,29,0
4940032,Search for string in txt file,Search for string 'blabla' in txt file 'example.txt',"if ('blabla' in open('example.txt').read()):
    pass",1023,17,0,7,0,29,0
5137497,Find current directory and file's directory,get the canonical path of file `path`,os.path.realpath(path),1035,17,9,38,1,29,0
5864485,How can I split this comma-delimited string in Python?,"Create list  by splitting string `mystring` using "","" as delimiter","mystring.split(',')",1103,19,8,0,0,29,0
9040939,How to find all possible sequences of elements in a list?,"find all possible sequences of elements in a list `[2, 3, 4]`","map(list, permutations([2, 3, 4]))",1385,26,7,35,1,29,0
9236926,Concatenating two one-dimensional NumPy arrays,Concatenating two one-dimensional NumPy arrays 'a' and 'b'.,"numpy.concatenate([a, b])",1400,27,6,25,0,29,0
9495262,create dictionary from list of variables,create dictionary from list of variables 'foo' and 'bar' already defined,"dict((k, globals()[k]) for k in ('foo', 'bar'))",1416,27,1,11,0,29,0
10569438,How to print Unicode character in Python?,print unicode characters in a string `\u0420\u043e\u0441\u0441\u0438\u044f`,print('\u0420\u043e\u0441\u0441\u0438\u044f'),1506,29,8,0,0,29,0
10824319,Python: How to convert a string containing hex bytes to a hex string,convert a string `s` containing hex bytes to a hex string,binascii.a2b_hex(s),1525,30,8,0,0,29,0
12572362,Get a string after a specific substring,"print a string after a specific substring ', ' in string `my_string `","print(my_string.split(', ', 1)[1])",1656,33,0,10,0,29,0
12987178,Sort a list based on dictionary values in python?,sort list `trial_list` based on values of dictionary `trail_dict`,"sorted(trial_list, key=lambda x: trial_dict[x])",1689,34,1,46,0,29,0
13655392,Python- insert a character into a string,"insert a character ',' into a string in front of '+' character in second part of the string",""""""",+"""""".join(c.rsplit('+', 1))",1767,36,8,0,0,29,0
15158599,Removing entries from a dictionary based on values,remove false entries from a dictionary `hand`,"{k: v for k, v in list(hand.items()) if v}",1898,39,1,41,0,29,0
16962512,Convert scientific notation to decimal - python,convert scientific notation of variable `a` to decimal,"""""""{:.50f}"""""".format(float(a[0] / a[1]))",2014,42,5,18,0,29,0
18609153,Format() in Python Regex,"format parameters 'b' and 'a' into plcaeholders in string ""{0}\\w{{2}}b{1}\\w{{2}}quarter""","""""""{0}\\w{{2}}b{1}\\w{{2}}quarter"""""".format('b', 'a')",2144,46,8,0,0,29,0
