question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
82831,check whether a file exists,"check whether a file ""/does/not/exist"" exists",print(os.path.isfile('/does/not/exist')),51,0,9,30,1,13,0
234512,Splitting strings in python,split a string 's' by space while ignoring spaces within square braces and quotes.,"re.findall('\\[[^\\]]*\\]|""[^""]*""|\\S+', s)",100,0,8,0,0,13,0
517355,String formatting in Python,Display `1 2 3` as a list of string,"print('[{0}, {1}, {2}]'.format(1, 2, 3))",221,0,5,37,0,13,0
727507,How can I convert Unicode to uppercase to print it?,print unicode string `ex\xe1mple` in uppercase,print('ex\xe1mple'.upper()),297,0,8,0,0,13,0
764235,Dictionary to lowercase in Python,"Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase","dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",322,0,1,45,0,13,0
818949,How to convert strings numbers to integers in a list?,create list `changed_list ` containing elements of list `original_list` whilst converting strings containing digits to integers,changed_list = [(int(f) if f.isdigit() else f) for f in original_list],335,0,5,4,0,13,0
1038824,remove a substring from the end of a string,"remove a substring "".com"" from the end of string `url`","if url.endswith('.com'):
    url = url[:(-4)]",407,1,8,0,0,13,0
2231663,Slicing a list into a list of sub-lists,"get a list of tuples of every three consecutive items in list `[1, 2, 3, 4, 5, 6, 7, 8, 9]`","list(zip(*((iter([1, 2, 3, 4, 5, 6, 7, 8, 9]),) * 3)))",576,6,7,15,1,13,0
3166619,python regex: match a string with only one instance of a character,match regex pattern '\\$[0-9]+[^\\$]*$' on string '$1 off delicious $5 ham.',"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')",711,9,0,1,0,13,0
3944876,Casting an int to a string in Python,cast an int `i` to a string and concat to string 'ME','ME' + str(i),854,13,8,0,0,13,0
4175686,python: Is this a wrong way to remove an element from a dict?,remove key 'ele' from dictionary `d`,del d['ele'],895,14,1,30,0,13,0
4879641,Python: How to use a list comprehension here?,create a list containing all values associated with key 'baz' in dictionaries of list `foos` using list comprehension,[y['baz'] for x in foos for y in x['bar']],1003,17,1,24,0,13,0
5280178,How do I load a file into the python console?,load a file `file.py` into the python console,"exec(compile(open('file.py').read(), 'file.py', 'exec'))",1053,18,9,61,1,13,0
5844672,Delete an element from a dictionary,"Delete an element ""hello"" from a dictionary `lol`",lol.pop('hello'),1096,19,1,8,0,13,0
5844672,Delete an element from a dictionary,Delete an element with key `key` dictionary `r`,del r[key],1097,19,1,9,0,13,0
7571635,check if a value exist in a list,check if 7 is in `a`,(7 in a),1243,23,0,5,0,13,0
8247792,Python - How to cut a string in Python?,cut a string using delimiter '&',s[:s.rfind('&')],1308,24,8,0,0,13,0
9304408,How to add an integer to each element in a list?,Add 1 to each integer value in list `my_list`,new_list = [(x + 1) for x in my_list],1403,27,7,14,1,13,0
9339630,Unescaping escaped characters in a string using Python 3.2,encode string `s` to utf-8 code,s.encode('utf8'),1408,27,8,0,0,13,0
9621388,(Django) how to get month name?,get month name from a datetime object `today`,today.strftime('%B'),1435,28,2,17,0,13,0
10408927,How to get all sub-elements of an element tree with Python ElementTree?,get all sub-elements of an element tree `a` excluding the root element,[elem.tag for elem in a.iter() if elem is not a],1489,29,7,56,1,13,0
10565598,Numpy: How to check if array contains certain numbers?,numpy:  check if array 'a' contains all the numbers in array 'b'.,numpy.array([(x in a) for x in b]),1504,29,6,5,0,13,0
10974932,python split string based on regular expression,split string `str1` on one or more spaces with a regular expression,"re.split(' +', str1)",1537,30,8,0,0,13,0
11399384,Extract all keys from a list of dictionaries,extract all keys from a list of dictionaries `LoD`,[i for s in [list(d.keys()) for d in LoD] for i in s],1573,31,1,5,0,13,0
12211944,How to match beginning of string or character in Python,Get all the matches from a string `abcd` if it begins with a character `a`,"re.findall('[^a]', 'abcd')",1629,33,0,33,0,13,0
13128565,String splitting in Python,split string `s` by letter 's',s.split('s'),1703,34,8,0,0,13,0
13254241,Removing key values pairs from a list of dictionaries,Removing key values pairs from a list of dictionaries,"[dict((k, v) for k, v in d.items() if k != 'mykey1') for d in mylist]",1720,35,1,39,0,13,0
13496087,Python: How to generate a 12-digit random number?,generate a 12-digit random number,"random.randint(100000000000, 999999999999)",1751,36,5,59,0,13,0
20461165,How to convert pandas index in a dataframe to a column?,convert pandas index in a dataframe to columns,"df.reset_index(level=['tick', 'obs'])",2264,49,3,37,0,13,0
20950650,How to sort Counter by value? - python,reverse sort Counter `x` by values,"sorted(x, key=x.get, reverse=True)",2288,49,7,20,1,13,0
29558007,How can I generate a list of consecutive numbers?,generate a list of consecutive integers from 0 to 8,list(range(9)),2524,56,5,53,0,13,0
30190459,How to gracefully fallback to `NaN` value while reading integers from a CSV with Pandas?,read CSV file 'my.csv' into a dataframe `df` with datatype of float for column 'my_column' considering character 'n/a' as NaN value,"df = pd.read_csv('my.csv', dtype={'my_column': np.float64}, na_values=['n/a'])",2545,56,3,43,0,13,0
34750084,Regex and Octal Characters,Find octal characters matches from a string `str` using regex,"print(re.findall(""'\\\\[0-7]{1,3}'"", str))",2675,59,0,39,0,13,0
35005907,re.split with spaces in python,split string `s` based on white spaces,"re.findall('\\s+|\\S+', s)",2680,60,8,0,0,13,0
35253971,"How to check if all values of a dictionary are 0, in Python?",check if all values of a dictionary `your_dict` are zero `0`,all(value == 0 for value in list(your_dict.values())),2689,60,1,10,0,13,0
35414625,pandas: how to run a pivot with a multi-index?,"Convert dataframe `df` to a pivot table using column 'year', 'month', and 'item' as indexes","df.set_index(['year', 'month', 'item']).unstack(level=-1)",2692,60,3,0,0,13,0
39719140,Pyhon - Best way to find the 1d center of mass in a binary numpy array,calculate the mean of the nonzero values' indices of dataframe `df`,np.flatnonzero(x).mean(),2773,62,3,9,0,13,0
40055835,Removing elements from an array that are in another array,remove elements from an array `A` that are in array `B`,"A[np.all(np.any(A - B[:, (None)], axis=2), axis=0)]",2782,62,6,26,0,13,0
42260840,Python - Remove dictionary from list if key is equal to value,remove dictionary from list `a` if the value associated with its key 'link' is in list `b`,a = [x for x in a if x['link'] not in b],2865,64,1,8,0,13,0
