question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
89228,Calling an external command,"Calling an external command ""ls -l""","call(['ls', '-l'])",56,0,9,50,1,17,0
89228,Calling an external command,"Calling an external command ""ls -l""",from subprocess import call,57,0,9,26,1,17,0
275018,remove (chomp) a newline,remove newline in string 'Unix EOL\n' on the right side,'Unix EOL\n'.rstrip('\r\n'),122,0,8,0,0,17,0
373459,split string on a number of different characters,"split string 'a b.c' on space "" "" and dot character "".""","re.split('[ .]', 'a b.c')",171,0,8,0,0,17,0
583557,What is the best way to print a table with delimiters in Python,print a 2 dimensional list `tab` as a table with delimiters,print('\n'.join('\t'.join(str(col) for col in row) for row in tab)),238,0,7,39,1,17,0
1197600,Matching blank lines with regular expressions,match blank lines in `s` with regular expressions,"re.split('\n\\s*\n', s)",429,2,0,21,0,17,0
1207457,Convert a Unicode string to a string,Convert a Unicode string `title` to a 'ascii' string,"unicodedata.normalize('NFKD', title).encode('ascii', 'ignore')",430,2,8,0,0,17,0
1720421,concatenate lists,iterate items in lists `listone` and `listtwo`,"for item in itertools.chain(listone, listtwo):
    pass",493,3,7,43,1,17,0
1800187,replace values in an array,replace NaN values in array `a` with zeros,"b = np.where(np.isnan(a), 0, a)",506,4,6,34,0,17,0
2168123,Converting a String to List in Python,"split string ""0,1,2"" based on delimiter ','","""""""0,1,2"""""".split(',')",564,5,8,0,0,17,0
2806611,What's the best way to aggregate the boolean values of a Python dictionary?,check if all boolean values in a python dictionary `dict` are true,all(dict.values()),669,8,1,5,0,17,0
2918362,writing string to a file on a new line everytime?,writing string 'text to write\n' to file `f`,f.write('text to write\n'),682,8,9,43,1,17,0
3296499,Case insensitive dictionary search with Python,convert keys in dictionary `thedict` into case insensitive,theset = set(k.lower() for k in thedict),744,10,1,3,0,17,0
3457673,"Elegant way to create a dictionary of pairs, from a list of tuples?",create a dictionary of pairs from a list of tuples `myListOfTuples`,dict(x[1:] for x in reversed(myListOfTuples)),767,10,1,22,0,17,0
3595685,start python script as background process from within a python script,Open a background process 'background-process' with arguments 'arguments',"subprocess.Popen(['background-process', 'arguments'])",794,11,9,35,1,17,0
4284648,Converting lists of tuples to strings Python,convert elements of each tuple in list `l` into a string  separated by character `@`,""""""" """""".join([('%d@%d' % t) for t in l])",907,14,7,52,1,17,0
4690094,Sorting dictionary keys based on their values,sort keys of dictionary 'd' based on their values,"sorted(d, key=lambda k: d[k][1])",971,16,1,24,0,17,0
5137497,Find current directory,Find name of current directory,dir_path = os.path.dirname(os.path.realpath(__file__)),1036,17,9,35,1,17,0
5137497,Find current directory,Find the full path of current directory,full_path = os.path.realpath(__file__),1037,17,9,44,1,17,0
6429638,How to split a string into integers in Python?,split a string `s` into integers,l = (int(x) for x in s.split()),1148,20,5,18,0,17,0
6996603,Delete a file or folder,recursively remove folder `name`,os.removedirs(name),1190,21,9,47,1,17,0
8386675,Extracting specific columns in numpy array,extracting column `1` and `9` from array `data`,"data[:, ([1, 9])]",1326,25,6,62,0,17,0
8546245,Python concat string with list,join a list of strings `list` using a space ' ',""""""" """""".join(list)",1337,25,7,61,1,17,0
10487278,Python - How to declare and add items to an array?,declare an array,my_list = [],1496,29,6,5,0,17,0
13490292,Format number using LaTeX notation in Python,format number 1000000000.0 using latex notation,print('\\num{{{0:.2g}}}'.format(1000000000.0)),1749,36,5,12,0,17,0
13496087,Python: How to generate a 12-digit random number?,generate a random 12-digit number,"int(''.join(str(random.randint(0, 9)) for _ in range(12)))",1750,36,5,18,0,17,0
15819980,Calculate mean across dimension in a 2D array,calculate mean across dimension in a 2d array `a`,"np.mean(a, axis=1)",1945,41,6,11,0,17,0
16883447,"How to read a ""C source, ISO-8859 text""",read file 'myfile' using encoding 'iso-8859-1',"codecs.open('myfile', 'r', 'iso-8859-1').read()",2012,42,9,17,1,17,0
18137341,applying functions to groups in pandas dataframe,apply function `log2` to the grouped values by 'type' in dataframe `df`,df.groupby('type').apply(lambda x: np.mean(np.log2(x['v']))),2108,45,3,15,0,17,0
18453566,Python dictionary: Get list of values for list of keys,get list of values from dictionary 'mydict' w.r.t. list of keys 'mykeys',[mydict[x] for x in mykeys],2130,45,1,14,0,17,0
18695605,python pandas dataframe to dictionary,convert pandas DataFrame `df` to a dictionary using `id` field as the key,df.set_index('id').to_dict(),2155,46,3,7,0,17,0
19555472,Change a string of integers separated by spaces to a list of int,change a string of integers `x` separated by spaces to a list of int,"x = map(int, x.split())",2203,47,5,17,0,17,0
22625616,listing files from a directory using glob python,List all the files that matches the pattern `hello*.txt`,glob.glob('hello*.txt'),2357,51,9,62,1,17,0
23855976,Middle point of each pair of an numpy.array,get an array of the mean of each two consecutive values in numpy array `x`,x[:-1] + (x[1:] - x[:-1]) / 2,2390,52,6,4,0,17,0
35178812,Counting unique index values in Pandas groupby,count unique index values in column 'A' in pandas dataframe `ex`,ex.groupby(level='A').agg(lambda x: x.index.get_level_values(1).nunique()),2688,60,3,30,0,17,0
36381230,How to find row of 2d array in 3d numpy array,"find rows of 2d array in 3d numpy array 'arr' if the row has value '[[0, 3], [3, 0]]'","np.argwhere(np.all(arr == [[0, 3], [3, 0]], axis=(1, 2)))",2709,60,6,15,0,17,0
40144769,How to select the last column of dataframe,select the last column of dataframe `df`,df[df.columns[-1]],2787,62,3,12,0,17,0
41256648,Select multiple ranges of columns in Pandas DataFrame,"select multiple ranges of columns 1-10, 15, 17, and 50-100 in pandas dataframe `df`","df.iloc[:, (np.r_[1:10, (15), (17), 50:100])]",2833,63,3,51,0,17,0
41923858,Mapping a string into a list of pairs,Get a list of pairs from a string `word` using lambda function,"list(map(lambda x, y: x + y, word[:-1], word[1:]))",2853,64,0,22,0,17,0
