question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
1476,express binary literals,convert binary string '0b0010101010' to integer,"int('0b0010101010', 2)",2,0,5,49,0,49,0
273192,check if a directory exists and create it if necessary,check if directory `directory ` exists and create it if necessary,"if (not os.path.exists(directory)):
    os.makedirs(directory)",116,0,9,29,1,49,0
455612,Limiting floats to two decimal points,limit float 13.949999999999999 to two decimal points,float('{0:.2f}'.format(13.95)),206,0,5,41,0,49,0
638360,Python - How to calculate equal parts of two dictionaries?,get set intersection between dictionaries `d1` and `d2`,"dict((x, set(y) & set(d1.get(x, ()))) for x, y in d2.items())",256,0,1,38,0,49,0
973473,Getting a list of all subdirectories in the current directory,get a list of all subdirectories in the directory `directory`,[x[0] for x in os.walk(directory)],389,1,9,28,1,49,0
1024847,Add key to a dictionary,Add key 'a' to dictionary `data` with value 1,data.update(a=1),402,1,1,15,0,49,0
1348026,How do I create a file in python without overwriting an existing file,create file 'x' if file 'x' does not exist,"fd = os.open('x', os.O_WRONLY | os.O_CREAT | os.O_EXCL)",445,2,9,30,1,49,0
2094176,split a string in python,split a string `a` with new line character,a.split('\n')[:-1],550,5,8,0,0,49,0
2759067,Rename Files,Rename file from `src` to `dst`,"os.rename(src, dst)",651,7,9,64,1,49,0
2763750,How to replace only part of the match with python re.sub,insert `_suff` before the file extension in `long.file.name.jpg` or replace `_a` with `suff` if it precedes the extension.,"re.sub('(\\_a)?\\.([^\\.]*)$', '_suff.\\2', 'long.file.name.jpg')",654,8,9,47,1,49,0
3151146,Replace the single quote (') character from a string,"replace single quote character in string ""didn't"" with empty string ''","""""""didn't"""""".replace(""'"", '')",707,9,8,0,0,49,0
3220284,How to Customize the time format for Python logging?,customize the time format in python logging,formatter = logging.Formatter('%(asctime)s;%(levelname)s;%(message)s'),718,9,2,4,0,49,0
3476732,How to loop backwards in python?,iterate backwards from 10 to 0,"range(10, 0, -1)",773,11,5,55,0,49,0
3608411,Python: How can I find all files with a particular extension?,find all files with extension '.c' in directory `folder`,results += [each for each in os.listdir(folder) if each.endswith('.c')],795,11,9,21,1,49,0
4642501,How to sort dictionaries by keys in Python,How to sort dictionaries by keys in Python,sorted(d.items()),960,15,1,11,0,49,0
5577501,How to tell if string starts with a number?,check if string `string` starts with a number,string[0].isdigit(),1078,18,0,7,0,49,0
7271482,python getting a list of value from list of dict,python getting a list of value from list of dict,[d['value'] for d in l if 'value' in d],1215,22,1,11,0,49,0
8270092,remove all whitespace in a string,remove all whitespace in a string `sentence`,"sentence.replace(' ', '')",1314,24,8,0,0,49,0
9210525,convert hex to decimal,convert hex string `s` to decimal,"i = int(s, 16)",1394,27,5,10,0,49,0
9849192,sorting values of python dict using sorted builtin function,reverse sort items in dictionary `mydict` by value,"sorted(iter(mydict.items()), key=itemgetter(1), reverse=True)",1453,28,1,7,0,49,0
9889635,Regular expression to return all characters between two special characters,find all substrings in `mystring` beginning and ending with square brackets,"re.findall('\\[(.*?)\\]', mystring)",1456,28,0,22,0,49,0
10973614,Convert JSON array to Python list,Convert JSON array `array` to Python object,data = json.loads(array),1536,30,6,13,0,49,0
11391969,How to group pandas DataFrame entries by date in a non-unique column,group dataframe `data` entries by year value of the date in column 'date',data.groupby(data['date'].map(lambda x: x.year)),1572,31,3,57,0,49,0
11399384,Extract all keys from a list of dictionaries,create a set containing all keys' names from dictionary `LoD`,{k for d in LoD for k in list(d.keys())},1574,31,1,8,0,49,0
12376863,Adding calculated column(s) to a dataframe in pandas,use operations like max/min within a row to a dataframe 'd' in pandas,"d.apply(lambda row: min([row['A'], row['B']]) - row['C'], axis=1)",1645,33,3,3,0,49,0
19555472,Change a string of integers separated by spaces to a list of int,convert a string of integers `x` separated by spaces to a list of integers,x = [int(i) for i in x.split()],2204,47,5,6,0,49,0
19738169,Convert column of date objects in Pandas DataFrame to strings,convert column of date objects 'DateObj' in pandas dataframe `df` to strings in new column 'DateStr',df['DateStr'] = df['DateObj'].dt.strftime('%d%m%Y'),2219,48,2,15,0,49,0
20375561,Joining pandas dataframes by column names,Join pandas data frame `frame_1` and `frame_2` with left join by `county_ID` and right join by `countyid`,"pd.merge(frame_1, frame_2, left_on='county_ID', right_on='countyid')",2257,49,3,29,0,49,0
21618351,Format time string in Python 3.3,format current date to pattern '{%Y-%m-%d %H:%M:%S}',time.strftime('{%Y-%m-%d %H:%M:%S}'),2312,50,2,2,0,49,0
21986194,How to pass dictionary items as function arguments in python?,pass dictionary items `data` as keyword arguments in function `my_function`,my_function(**data),2337,51,1,52,0,49,0
28253102,Python 3: Multiply a vector by a matrix without NumPy,"Get the dot product of matrix `[1,0,0,1,0,0]` and matrix `[[0,1],[1,1],[1,0],[1,0],[1,1],[0,1]]`","np.dot([1, 0, 0, 1, 0, 0], [[0, 1], [1, 1], [1, 0], [1, 0], [1, 1], [0, 1]])",2487,55,6,38,0,49,0
