question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
53513,check if a list is empty,check if list `a` is empty,"if (not a):
    pass",37,0,7,26,1,15,0
172439,How do I split a multi-line string into multiple lines?,split a multi-line string `inputString` into separate strings,inputString.split('\n'),77,0,8,0,0,15,0
273192,check if a directory exists and create it if necessary,check if a directory `path` exists and create it if necessary,"try:
    os.makedirs(path)
except OSError:
    if (not os.path.isdir(path)):
        raise",117,0,9,27,1,15,0
364519,iterate over a dictionary in sorted order,iterate over a dictionary `dict` in sorted order,return sorted(dict.items()),157,0,1,39,0,15,0
533398,"In python 2.4, how can I execute external commands with csh instead of bash?",execute external commands/script `your_own_script` with csh instead of bash,os.system('tcsh your_own_script'),229,0,9,58,1,15,0
674519,How can I convert a Python dictionary to a list of tuples?,convert a python dictionary `d` to a list of tuples,"[(v, k) for k, v in list(d.items())]",275,0,1,41,0,15,0
761804,Trimming a string,"Trimming a string ""Bob has a cat""",'Bob has a cat'.strip(),311,0,8,0,0,15,0
826284,How do I convert a string 2 bytes long to an integer in python,unpack first and second bytes of byte string `pS` into integer,"struct.unpack('h', pS[0:2])",336,0,5,53,0,15,0
899103,Writing a list to a file with Python,serialize `itemlist` to file `outfile`,"pickle.dump(itemlist, outfile)",354,0,9,22,1,15,0
1038824,remove a substring from the end of a string,remove a substring `suffix` from the end of string `text`,"if (not text.endswith(suffix)):
    return text
return text[:(len(text) - len(suffix))]",405,1,8,0,0,15,0
1532810,How to read lines from a file into a multidimensional array (or an array of lists) in python,read lines from a csv file `./urls-eu.csv` into a list of lists `arr`,"arr = [line.split(',') for line in open('./urls-eu.csv')]",468,3,9,47,1,15,0
1679798,How to open a file with the standard application?,"open a file ""$file"" under Unix","os.system('start ""$file""')",485,3,9,61,1,15,0
2527892,Parsing a tweet to extract hashtags into an array in Python,pars a string 'http://example.org/#comments' to extract hashtags into an array,"re.findall('#(\\w+)', 'http://example.org/#comments')",610,6,0,11,0,15,0
3160752,Removing backslashes from a string in Python,replace backslashes in string `result` with empty string '',"result = result.replace('\\', '')",710,9,8,0,0,15,0
3276180,Extracting date from a string in Python,extract date from a string 'monkey 2010-07-32 love banana',"dparser.parse('monkey 2010-07-32 love banana', fuzzy=True)",725,9,2,36,0,15,0
3940128,reverse a list,reverse a list `array`,reversed(array),853,13,7,55,1,15,0
4008546,How to pad with n characters in Python,pad 'dog' up to a length of 5 characters with 'x',"""""""{s:{c}^{n}}"""""".format(s='dog', n=5, c='x')",869,13,8,0,0,15,0
4789021,"In Django, how do I check if a user is in a certain group?","check if a user `user` is in a group from list of groups `['group1', 'group2']`","return user.groups.filter(name__in=['group1', 'group2']).exists()",988,16,7,39,1,15,0
4843173,How to check if type of a variable is string?,check if type of a variable `s` is string,"isinstance(s, str)",1000,16,0,15,0,15,0
5106228,getting every possible combination in a list,getting every possible combination of two elements in a list,"list(itertools.combinations([1, 2, 3, 4, 5, 6], 2))",1032,17,7,43,1,15,0
5137497,Find current directory and file's directory,find the current directory,os.path.realpath(__file__),1041,17,9,17,1,15,0
6480441,2D array of objects in Python,create a 2D array of `Node` objects with dimensions `cols` columns and `rows` rows,nodes = [[Node() for j in range(cols)] for i in range(rows)],1151,20,6,5,0,15,0
7900882,extract item from list of dictionaries,extract dictionary `d` from list `a` where the value associated with the key 'name' of dictionary `d` is equal to 'pluto',[d for d in a if d['name'] == 'pluto'],1266,23,1,51,0,15,0
8270092,remove all whitespace in a string,remove all whitespace in a string `sentence`,"pattern = re.compile('\\s+')
sentence = re.sub(pattern, '', sentence)",1313,24,8,0,0,15,0
8936030,Using BeautifulSoup to search html for string,searche in HTML string for elements that have text 'Python',soup.body.findAll(text='Python'),1374,26,0,60,0,15,0
12666897,Removing an item from list matching a substring - Python,Remove all strings from a list a strings `sents` where the values starts with `@$\t` or `#`,[x for x in sents if not x.startswith('@$\t') and not x.startswith('#')],1663,33,8,0,0,15,0
13209288,Python split string based on regex,split string `input` based on occurrences of regex pattern '[ ](?=[A-Z]+\\b)',"re.split('[ ](?=[A-Z]+\\b)', input)",1713,35,0,46,0,15,0
13557937,How to convert decimal to binary list in python,convert decimal integer 8 to a list of its binary values as elements,[int(x) for x in list('{0:0b}'.format(8))],1757,36,5,32,0,15,0
14591855,pandas HDFStore - how to reopen?,create dataframe `df` with content of hdf store file '/home/.../data.h5' with key of 'firstSet',"df1 = pd.read_hdf('/home/.../data.h5', 'firstSet')",1843,38,3,33,0,15,0
15325182,How to filter rows in pandas by regex,filter rows in pandas starting with alphabet 'f' using regular expression.,df.b.str.contains('^f'),1914,40,3,31,0,15,0
