question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
72899,How do I sort a list of dictionaries by values of the dictionary in Python?,sort a list of dictionaries `l` by values in key `name` in descending order,"newlist = sorted(l, key=itemgetter('name'), reverse=True)",40,0,1,40,0,37,0
89228,Calling an external command,"Calling an external command ""echo Hello World""",print(os.popen('echo Hello World').read()),60,0,9,11,1,37,0
367155,Splitting a string into words and punctuation,split a unicode string `text` into a list of words and punctuation characters with a regex,"re.findall('\\w+|[^\\w\\s]', text, re.UNICODE)",168,0,8,0,0,37,0
455612,Limiting floats to two decimal points,print float `a` with two decimal points,print(('%.2f' % a)),204,0,5,4,0,37,0
466345,Converting string into datetime,"parse string ""Aug 28 1999 12:00AM"" into datetime",parser.parse('Aug 28 1999 12:00AM'),209,0,2,44,0,37,0
627435,remove an element from a list by index,remove the element in list `a` at index `index`,a.pop(index),251,0,7,34,1,37,0
761804,Trimming a string,trim string `myString `,myString.strip(),319,0,8,0,0,37,0
931092,Reverse a string,Reverse a string `a_string`,"def reversed_string(a_string):
    return a_string[::(-1)]",368,0,8,0,0,37,0
1747817,Create a dictionary with list comprehension,Create a dictionary `d` from list `iterable`,"d = dict(((key, value) for (key, value) in iterable))",498,4,1,4,0,37,0
3059301,Manipulating binary data in Python,Return the decimal value for each hex character in data `data`,print(' '.join([str(ord(a)) for a in data])),696,9,5,32,0,37,0
3809265,numpy matrix multiplication,scalar multiply matrix `a` by `b`,(a.T * b).T,818,12,6,47,0,37,0
4020539,Process escape sequences in a string,decode escape sequences in string `myString`,myString.decode('string_escape'),870,13,8,0,0,37,0
4830535,Python: How do I format a date in Jinja2?,Jinja parse datetime object `car.date_of_manufacture` to use format pattern `datetime`,{{car.date_of_manufacture | datetime}},995,16,2,11,0,37,0
4928274,Iterate through PyMongo Cursor as key-value pair,get a dictionary `records` of key-value pairs in PyMongo cursor `cursor`,"records = dict((record['_id'], record) for record in cursor)",1018,17,1,6,0,37,0
5137497,Find current directory,Find current directory,cwd = os.getcwd(),1038,17,9,42,1,37,0
