question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
22676,download a file over HTTP,download a file `url` over HTTP and save to `file_name`,"u = urllib.request.urlopen(url)
f = open(file_name, 'wb')
meta = u.info()
file_size = int(meta.getheaders('Content-Length')[0])
print(('Downloading: %s Bytes: %s' % (file_name, file_size)))
file_size_dl = 0
block_sz = 8192
while True:
    buffer = u.read(block_sz)
    if (not buffer):
        break
    file_size_dl += len(buffer)
    f.write(buffer)
    status = ('%10d  [%3.2f%%]' % (file_size_dl, ((file_size_dl * 100.0) / file_size)))
    status = (status + (chr(8) * (len(status) + 1)))
    print(status, end=' ')
f.close()",18,0,9,53,1,43,0
209513,Convert hex string to int,Convert hex string `hexString` to int,"int(hexString, 16)",93,0,5,35,0,43,0
319426,case insensitive string comparison,case insensitive string comparison between `string1` and `string2`,"if (string1.lower() == string2.lower()):
    pass",145,0,0,16,0,43,0
493386,print in Python without newline or space,"print ""."" without newline",sys.stdout.write('.'),210,0,8,0,0,43,0
663171,substring a string,get a new string with the 3rd to the second-to-last characters of string `x`,x[2:(-2)],265,0,8,0,0,43,0
748491,How do I create a datetime in Python from milliseconds?,convert `ms` milliseconds to a datetime object,datetime.datetime.fromtimestamp(ms / 1000.0),308,0,2,6,0,43,0
798854,All combinations of a list of lists,create a list containing all cartesian products of elements in list `a`,list(itertools.product(*a)),329,0,7,46,1,43,0
861190,Ordering a list of dictionaries in python,ordering a list of dictionaries `mylist` by elements 'weight' and 'factor',"mylist.sort(key=lambda d: (d['weight'], d['factor']))",347,0,1,19,0,43,0
940822,"Regular expression syntax for ""match nothing""?",create a regular expression object with a pattern that will match nothing,re.compile('a^'),376,0,0,7,0,43,0
1185524,trim whitespace (including tabs),trim whitespace (including tabs) in `s` on the left side,s = s.lstrip(),422,2,8,0,0,43,0
1602934,Check if a given key already exists in a dictionary,Check if key 'key1' in `dict`,('key1' in dict),478,3,1,6,0,43,0
2150739,ISO Time (ISO 8601) in Python,get current datetime in ISO format,datetime.datetime.now().isoformat(),557,5,2,9,0,43,0
2424412,What is the easiest way to convert list with str into list with int?,convert list of strings `str_list` into list of integers,[int(i) for i in str_list],604,6,5,58,0,43,0
