question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
1854,What OS am I running on,get os version,"import platform
platform.release()",7,0,4,61,1,11,1
179369,How do I abort the execution of a Python script?,abort the execution of a python script,sys.exit(),82,0,4,14,1,11,1
276052,get current CPU and RAM usage,print cpu and memory usage,"print((psutil.cpu_percent()))
print((psutil.virtual_memory()))",130,0,4,32,1,11,1
402504,determine the variable type,get the type of `i`,type(i),178,0,4,49,1,11,1
498106,How do I compile a Visual Studio project from the command-line?,compile Visual Studio project `project.sln` from the command line through python,os.system('msbuild project.sln /p:Configuration=Debug'),211,0,4,21,1,11,1
610883,know if an object has an attribute,check if object `a` has property 'property',"if hasattr(a, 'property'):
    pass",245,0,4,56,1,11,1
748028,How to get output of exe in python script?,How to get output of exe in python script?,"output = subprocess.Popen(['mycmd', 'myarg'], stdout=PIPE).communicate()[0]",307,0,4,18,1,11,1
775296,Python MySQL Parameterized Queries,MySQL execute query 'SELECT * FROM foo WHERE bar = %s AND baz = %s' with parameters `param1` and `param2`,"c.execute('SELECT * FROM foo WHERE bar = %s AND baz = %s', (param1, param2))",326,0,4,48,1,11,1
983354,How do I make python to wait for a pressed key,prompt string 'Press Enter to continue...' to the console,input('Press Enter to continue...'),392,1,4,49,1,11,1
1064335,"In Python 2.5, how do I kill a subprocess?",kill a process with id `process.pid`,"os.kill(process.pid, signal.SIGKILL)",411,1,4,61,1,11,1
1391026,Google App Engine - Request class query_string,Retrieve parameter 'var_name' from a GET request.,self.request.get('var_name'),450,2,4,50,1,11,1
1946181,How can I control the keyboard and mouse with Python?,control the keyboard and mouse with dogtail in linux,"dogtail.rawinput.click(100, 100)",524,4,4,34,1,11,1
1962795,How to get alpha value of a PNG image with PIL?,get alpha value `alpha` of a png image `img`,alpha = img.split()[-1],531,4,4,53,1,11,1
2849286,"Python, Matplotlib, subplot: How to set the axis range?","set the y axis range to `0, 1000` in subplot using pylab","pylab.ylim([0, 1000])",674,8,4,36,1,11,1
3464359,Is it possible to wrap the text of xticks in matplotlib in python?,rotate the xtick labels of matplotlib plot `ax` by `45` degrees to make long labels readable,"ax.set_xticklabels(labels, rotation=45)",769,11,4,30,1,11,1
3899980,How to change the font size on a matplotlib plot,change the font size on plot `matplotlib` to 22,matplotlib.rcParams.update({'font.size': 22}),837,12,4,61,1,11,1
4302027,how to open a url in python,webbrowser open url 'http://example.com',webbrowser.open('http://example.com'),915,14,4,32,1,11,1
4524723,Take screenshot in Python on Mac OS X,take screenshot 'screen.png' on mac os x,os.system('screencapture screen.png'),944,15,4,51,1,11,1
4906977,Access environment variables,get all environment variables,os.environ,1010,17,4,38,1,11,1
5826427,Can a python script execute a function inside a bash script?,Can a python script execute a function inside a bash script?,"subprocess.Popen(['bash', '-c', '. foo.sh; go'])",1092,19,4,14,1,11,1
6886493,Get all object attributes,Get all object attributes of object `obj`,print((obj.__dict__)),1184,21,4,36,1,11,1
8139797,How do I extract table data in pairs using BeautifulSoup?,extract table data from table `rows` using beautifulsoup,[[td.findNext(text=True) for td in tr.findAll('td')] for tr in rows],1284,24,4,46,1,11,1
8905864,URL encoding in python,URL encoding in python,urllib.parse.quote_plus('a b'),1368,26,4,35,1,11,1
8938449,How to extract data from matplotlib plot,Get data from matplotlib plot,gca().get_lines()[n].get_xydata(),1376,26,4,17,1,11,1
9035479,Python - Access object attributes as in a dictionary,Get attribute `my_str` of object `my_object`,"getattr(my_object, my_str)",1383,26,4,41,1,11,1
11924135,How to use Beautiful Soup to find a tag with changing id?,BeautifulSoup find a tag whose id ends with string 'para',soup.findAll(id=re.compile('para$')),1617,32,4,59,1,11,1
14406214,Moving x-axis to the top of a plot in matplotlib,move x-axis to the top of a plot `ax`,ax.xaxis.tick_top(),1830,38,4,23,1,11,1
14695134,How to insert strings with quotes and newlines into sqlite db with Python?,insert data from a string `testfield` to sqlite db `c`,"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))",1850,38,4,14,1,11,1
15839491,How to clear Tkinter Canvas?,clear Tkinter Canvas `canvas`,canvas.delete('all'),1946,41,4,30,1,11,1
17972020,How to execute raw SQL in SQLAlchemy-flask app,execute raw sql queue '<sql here>' in database `db` in sqlalchemy-flask app,result = db.engine.execute('<sql here>'),2096,45,4,26,1,11,1
19410585,Add headers in a Flask app with unicode_literals,"add header 'WWWAuthenticate' in a flask app with value 'Basic realm=""test""'","response.headers['WWW-Authenticate'] = 'Basic realm=""test""'",2196,47,4,41,1,11,1
19601086,Click a href button with selenium and python?,click a href button 'Send' with selenium,driver.find_element_by_partial_link_text('Send').click(),2207,47,4,11,1,11,1
19939084,how to plot arbitrary markers on a pandas data series?,plot point marker '.' on series `ts`,ts.plot(marker='.'),2232,48,4,63,1,11,1
28780956,how to get the context of a search in BeautifulSoup?,get the context of a search by keyword 'My keywords' in beautifulsoup `soup`,k = soup.find(text=re.compile('My keywords')).parent.text,2502,55,4,20,1,11,1
30241279,Flask - How to make an app externally visible through a router?,run app `app` on host '192.168.0.58' and port 9000 in Flask,"app.run(host='192.168.0.58', port=9000, debug=False)",2546,56,4,40,1,11,1
32722143,Flask application traceback doesn't show up in server log,run flask application `app` in debug mode.,app.run(debug=True),2628,58,4,59,1,11,1
33127636,PUT Request to REST API using Python,Execute a put request to the url `url`,"response = requests.put(url, data=json.dumps(data), headers=headers)",2643,59,4,59,1,11,1
34902378,Where do I get a SECRET_KEY for Flask?,Initialize `SECRET_KEY` in flask config with `Your_secret_string `,app.config['SECRET_KEY'] = 'Your_secret_string',2677,59,4,50,1,11,1
41071947,How to remove the space between subplots in matplotlib.pyplot?,remove the space between subplots in matplotlib.pyplot,"fig.subplots_adjust(wspace=0, hspace=0)",2824,63,4,49,1,11,1
