question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
42950,Get Last Day of the Month,Get Last Day of the month `month` in year `year`,"calendar.monthrange(year, month)[1]",28,0,2,42,0
73663,Terminating a Python script,terminate the program,quit(),46,0,4,42,1
227459,"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",get the ASCII value of a character 'a' as an int,ord('a'),98,0,5,42,0
510348,make a time delay,"delay for ""5"" seconds",time.sleep(5),217,0,4,42,1
521502,How to get the concrete class name as a string?,How to get the concrete class name as a string?,instance.__class__.__name__,227,0,4,42,1
574236,How to determine number of files on a drive with Python?,determine number of files on a drive with python,os.statvfs('/').f_files - os.statvfs('/').f_ffree,234,0,9,42,1
739993,get a list of locally installed Python modules,get a list of locally installed Python modules,help('modules'),300,0,4,42,1
952914,Making a flat list out of list of lists,make a flat list from list of lists `list2d`,list(itertools.chain(*list2d)),381,1,7,42,1
2338531,Python sorting - A list of objects,sort list `L` based on the value of variable 'resultType' for each object in list `L`,"sorted(L, key=operator.itemgetter('resultType'))",590,6,7,42,1
2972212,Creating an empty list,Creating an empty list `l`,l = [],689,8,7,42,1
3487377,How can I check a Python unicode string to see that it *actually* is proper Unicode?,check if string `foo` is UTF-8 encoded,foo.decode('utf8').encode('utf8'),775,11,0,42,0
3844801,check if all elements in a list are identical,check if all elements in list `myList` are identical,all(x == myList[0] for x in myList),822,12,7,42,1
3964681,Find all files in directory with extension .txt,"Find all files in directory ""/mydir"" with extension "".txt""","for (root, dirs, files) in os.walk('/mydir'):
    for file in files:
        if file.endswith('.txt'):
            pass",860,13,9,42,1
4921038,Deleting row with Flask-SQLAlchemy,flask-sqlalchemy delete row `page`,db.session.delete(page),1017,17,4,42,1
5137497,Find current directory,Find current directory,cwd = os.getcwd(),1038,17,9,42,1
6159313,Can Python test the membership of multiple values in a list?,"test if either of strings `a` or `b` are members of the set of strings, `['b', 'a', 'foo', 'bar']`","set(['a', 'b']).issubset(['b', 'a', 'foo', 'bar'])",1123,20,0,42,0
6420361,How can I reload objects in my namespace in ipython,reload a module `module`,"import imp
imp.reload(module)",1147,20,4,42,1
8409095,matplotlib: Set markers for individual points on a line,"set circle markers on plot for individual points  defined in list   `[1,2,3,4,5,6,7,8,9,10]` created by range(10)","plt.plot(list(range(10)), linestyle='--', marker='o', color='b')",1328,25,7,42,1
8735312,How to change folder names in python?,"Rename a folder `Joe Blow` to `Blow, Joe`","os.rename('Joe Blow', 'Blow, Joe')",1357,26,9,42,1
9554544,"Python, running command line tools in parallel",run command 'command -flags arguments &' on command line tools as separate processes,"subprocess.call('command -flags arguments &', shell=True)",1424,27,9,42,1
10406130,Check if something is not in a list,"Check if tuple (2, 3) is not in a list [(2, 7), (7, 3), ""hi""]","((2, 3) not in [(2, 7), (7, 3), 'hi'])",1487,29,7,42,1
11801309,loop over files,loop over files in directory '.',"for fn in os.listdir('.'):
    if os.path.isfile(fn):
        pass",1605,32,9,42,1
12496531,Sort NumPy float array column by column,sort numpy float array `A` column by column,"A = np.array(sorted(A, key=tuple))",1653,33,6,42,0
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","for i in range(256):
    for j in range(256):
        ip = ('192.168.%d.%d' % (i, j))
        print(ip)",1732,35,4,42,1
14162026,How to get the values from a NumPy array using multiple indices,"get the first row, second column; second row, first column, and first row third column values of numpy array `arr`","arr[[0, 1, 1], [1, 0, 2]]",1808,37,6,42,0
14182339,Matching multiple regex patterns with the alternation operator?,"get whatever is between parentheses as a single match, and any char outside as an individual match in string '(zyx)bc'","re.findall('\\(.+?\\)|\\w', '(zyx)bc')",1812,37,0,42,0
16193578,How do I perform secondary sorting in python?,Sort lis `list5` in ascending order based on the degrees value of its elements,"sorted(list5, lambda x: (degree(x), x))",1975,41,7,42,1
17734779,how do I sort a python list of dictionaries given a list of ids with the desired order?,sort list `users` using values associated with key 'id' according to elements in list `order`,users.sort(key=lambda x: order.index(x['id'])),2081,44,7,42,1
17856928,How to terminate process from Python using pid?,terminate process `p`,p.terminate(),2088,44,4,42,1
19153328,How to dynamically assign values to class properties in Python?,assign value in `group` dynamically to class property `attr`,"setattr(self, attr, group)",2183,47,4,42,1
19794051,Regex for removing data in parenthesis,Remove word characters in parenthesis from string `item` with a regex,"item = re.sub(' ?\\(\\w+\\)', '', item)",2225,48,0,42,0
20347766,Pythonically add header to a csv file,add field names as headers in csv constructor `writer`,writer.writeheader(),2256,49,4,42,1
21212706,Python Convert String Literal to Float,split string `s` into float values and write sum to `total`,"total = sum(float(item) for item in s.split(','))",2301,50,5,42,0
22412258,Get the first element of each tuple in a list in Python,get the first element of each tuple in a list `rows`,[x[0] for x in rows],2354,51,7,42,1
24659239,How to change QPushButton text and background color,set text color as `red` and background color as `#A3C1DA` in qpushbutton,setStyleSheet('QPushButton {background-color: #A3C1DA; color: red;}'),2408,53,4,42,1
24722212,Python cant find module in the same folder,add a path `/path/to/2014_07_13_test` to system path,sys.path.append('/path/to/2014_07_13_test'),2409,53,9,42,1
31267493,Remove list of indices from a list in Python,remove elements from list `centroids` the indexes of which are in array `index`,"[element for i, element in enumerate(centroids) if i not in index]",2578,57,6,42,0
31818050,round number to nearest integer,round number 1.005 up to 2 decimal places,"round(1.005, 2)",2606,58,5,42,0
40744328,How to order a list of lists by the first value,order a list of lists `l1` by the first value,l1.sort(key=lambda x: int(x[0])),2813,63,7,42,1
