question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
1476,express binary literals,convert binary string '01010101111' to integer,"int('01010101111', 2)",4,0,5,51,0
1854,What OS am I running on,get the name of the OS,print(os.name),8,0,4,51,1
19339,inverse of zip,unzip list `original` and return a generator,"result = ((a for (a, b) in original), (b for (a, b) in original))",13,0,7,51,1
1222677,List Comprehensions in Python : efficient selection in a list,create a list containing elements from list `list` that are predicate to function `f`,[f(x) for x in list],433,2,7,51,1
1269217,Calling a base class's classmethod in Python,Call a base class's class method `do` from derived class `Derived`,"super(Derived, cls).do(a)",437,2,4,51,1
1358977,How to make several plots on a single page using matplotlib?,"Return a subplot axes positioned by the grid definition `1,1,1` using matpotlib","fig.add_subplot(1, 1, 1)",446,2,4,51,1
1450393,read from stdin,read line by line from stdin,"for line in sys.stdin:
    pass",460,3,9,51,1
1514553,declare an array,declare an array with element 'i',intarray = array('i'),466,3,6,51,0
1547733,How to sort this list in Python?,reverse sort list of dicts `l` by value for key `time`,"l = sorted(l, key=itemgetter('time'), reverse=True)",471,3,1,51,0
1555968,Efficient way to find the largest key in a dictionary with non-zero value,find the key associated with the largest value in dictionary `x` whilst key is non-zero value,"max(k for k, v in x.items() if v != 0)",475,3,1,51,0
2497027,read a binary file (python),read a binary file 'test/test.pdf',"f = open('test/test.pdf', 'rb')",607,6,9,51,1
3294889,Iterating over dictionaries using for loops,Iterating over a dictionary `d` using for loops,"for (key, value) in list(d.items()):
    pass",741,10,1,51,0
3847472,get index of character in python list,"get index of character 'b' in list '['a', 'b']'","['a', 'b'].index('b')",824,12,7,51,1
4524723,Take screenshot in Python on Mac OS X,take screenshot 'screen.png' on mac os x,os.system('screencapture screen.png'),944,15,4,51,1
4627981,Creating a dictionary from a string,"Create a dictionary from string `e` separated by `-` and `,`","dict((k, int(v)) for k, v in (e.split(' - ') for e in s.split(',')))",955,15,1,51,0
4906977,Access environment variables,get value of the environment variable 'KEY_THAT_MIGHT_EXIST',print(os.environ.get('KEY_THAT_MIGHT_EXIST')),1011,17,4,51,1
5352546,best way to extract subset of key-value pairs from python dictionary object,"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`","dict((k, bigdict[k]) for k in ('l', 'm', 'n'))",1061,18,1,51,0
5404068,How to read keyboard-input?,read keyboard-input,input('Enter your input:'),1066,18,4,51,1
6086047,Get output of python script from within python script,get output of script `proc`,print(proc.communicate()[0]),1120,20,4,51,1
7852855,How to convert a Python datetime object to seconds,"convert datetime object `(1970, 1, 1)` to seconds","(t - datetime.datetime(1970, 1, 1)).total_seconds()",1263,23,2,51,0
7900882,extract item from list of dictionaries,extract dictionary `d` from list `a` where the value associated with the key 'name' of dictionary `d` is equal to 'pluto',[d for d in a if d['name'] == 'pluto'],1266,23,1,51,0
9573244,check if the string is empty,check if the string `myString` is empty,"if (not myString):
    pass",1430,27,0,51,0
12096252,use a list of values to select rows from a pandas dataframe,"use a list of values `[3,6]` to select rows from a pandas dataframe `df`'s column 'A'","df[df['A'].isin([3, 6])]",1624,32,3,51,0
12829889,Find Max in Nested Dictionary,Find a max value of the key `count` in a nested dictionary `d`,"max(d, key=lambda x: d[x]['count'])",1678,34,1,51,0
14858916,True for all characters of a string,check characters of string `string` are true predication of function `predicate`,all(predicate(x) for x in string),1868,39,0,51,0
17138464,Subscripting text in matplotlib labels,subscript text 'H20' with '2' as subscripted in matplotlib labels for arrays 'x' and 'y'.,"plt.plot(x, y, label='$H_2O$')",2036,43,4,51,1
17474211,How to sort python list of strings of numbers,sort list `a` in ascending order based on its elements' float values,"a = sorted(a, key=lambda x: float(x))",2062,44,7,51,1
18229082,Python pickle/unpickle a list to/from a file,python pickle/unpickle a list to/from a file 'afile',"pickle.load(open('afile', 'rb'))",2115,45,9,51,1
19300174,Python: Assign each element of a List to a separate Variable,"destruct elements of list `[1, 2, 3]` to variables `a`, `b` and `c`","a, b, c = [1, 2, 3]",2188,47,7,51,1
20837786,Changing the referrer URL in python requests,request URL `url` using http header `{'referer': my_referer}`,"requests.get(url, headers={'referer': my_referer})",2284,49,4,51,1
24189150,Pandas writing dataframe to other postgresql schema,write records in dataframe `df` to table 'test' in schema 'a_schema',"df.to_sql('test', engine, schema='a_schema')",2401,52,3,51,0
29218750,What is the best way to remove a dictionary item by value in python?,remove items from dictionary `myDict` if the item's value `val` is equal to 42,"myDict = {key: val for key, val in list(myDict.items()) if val != 42}",2509,55,1,51,0
30994370,How can I add a comment to a YAML file in Python,Write a comment `# Data for Class A\n` to a file object `f`,f.write('# Data for Class A\n'),2570,57,9,51,1
31029560,Plotting categorical data with pandas and matplotlib,plot categorical data in series `df` with kind `bar` using pandas and matplotlib,df.groupby('colour').size().plot(kind='bar'),2572,57,3,51,0
34155829,How to efficiently convert Matlab engine arrays to numpy ndarray?,convert matlab engine array `x` to a numpy ndarray,np.array(x._data).reshape(x.size[::-1]).T,2657,59,6,51,0
34197047,sorting list of list in python,sorting the lists in list of lists `data`,[sorted(item) for item in data],2659,59,7,51,1
37004138,How to eliminate all strings from a list,eliminate all strings from list `lst`,"[element for element in lst if isinstance(element, int)]",2720,61,7,51,1
39600161,Regular expression matching all but a string,regular expression matching all but 'aa' and 'bb' for string `string`,"re.findall('-(?!aa-|bb-)([^-]+)', string)",2767,62,0,51,0
41256648,Select multiple ranges of columns in Pandas DataFrame,"select multiple ranges of columns 1-10, 15, 17, and 50-100 in pandas dataframe `df`","df.iloc[:, (np.r_[1:10, (15), (17), 50:100])]",2833,63,3,51,0
