question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
42950,Get Last Day of the Month,Get Last Day of the second month in year 2012,"monthrange(2012, 2)",31,0,2,45,0
247770,Retrieving python module path,get the path of module `a_module`,print(a_module.__file__),109,0,9,45,1
627435,remove an element from a list by index,remove the element in list `a` at index `index`,del a[index],252,0,7,45,1
647515,How can I know python's path under windows?,get the path of Python executable under windows,os.path.dirname(sys.executable),261,0,9,45,1
764235,Dictionary to lowercase in Python,"Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase","dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",322,0,1,45,0
843277,check if a variable exists,check if object `obj` has attribute 'attr_name',"hasattr(obj, 'attr_name')",341,0,4,45,1
1299855,upload file with Python Mechanize,upload file with Python Mechanize,"br.form.add_file(open(filename), 'text/plain', filename)",439,2,9,45,1
2011048,how to check the character count of a file in python,Get the characters count in a file `filepath`,os.stat(filepath).st_size,533,4,9,45,1
2354166,How do you modify sys.path in Google App Engine (Python)?,modify sys.path for python module `subdir`,"sys.path.append(os.path.join(os.path.dirname(__file__), 'subdir'))",592,6,9,45,1
2769061,How to erase the file contents of text file in Python?,erase the contents of a file `filename`,"open('filename', 'w').close()",656,8,9,45,1
3431825,Generating an MD5 checksum of a file,Generate MD5 checksum of file in the path `full_path` in hashlib,"print(hashlib.md5(open(full_path, 'rb').read()).hexdigest())",762,10,9,45,1
3518778,read csv into record array in numpy,read csv file 'my_file.csv' into numpy array,"my_data = genfromtxt('my_file.csv', delimiter=',')",784,11,6,45,0
3559559,How to delete a character from a string using python?,How to delete a character from a string using python?,"newstr = oldstr.replace('M', '')",791,11,8,45,0
3718657,How to properly determine current script directory in Python?,get current script directory,os.path.dirname(os.path.abspath(__file__)),801,11,9,45,1
3777301,How to call a shell script from python code?,call a shell script `notepad` using subprocess,subprocess.call(['notepad']),812,12,9,45,1
4126227,Appending tuples to lists,append a tuple of elements from list `a` with indexes '[0][0] [0][2]' to list `b`,"b.append((a[0][0], a[0][2]))",881,13,7,45,1
4433017,Shortest way to convert these bytes to int in python?,convert bytes string `s`  to an unsigned integer,"struct.unpack('>q', s)[0]",930,15,5,45,0
4810537,how to clear the screen in python,clear the terminal screen in Linux,os.system('clear'),993,16,4,45,1
8122079,Python: How to check a string for substrings from a list?,check if any element of list `substring_list` are in string `string`,any(substring in string for substring in substring_list),1282,24,0,45,0
8171751,How do I convert tuple of tuples to list in one line (pythonic)?,"convert tuple of tuples `(('aa',), ('bb',), ('cc',))` to tuple","from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',)))",1286,24,7,45,1
12655007,Python: elegant way of creating a list of tuples?,"zip list `a`, `b`, `c` into a list of tuples","[(x + tuple(y)) for x, y in zip(zip(a, b), c)]",1662,33,7,45,1
13223737,how to read a file in other directory in python,open file '5_1.txt' in directory `direct`,"x_file = open(os.path.join(direct, '5_1.txt'), 'r')",1714,35,9,45,1
13303100,how to access the class variable by string in Python?,access the class variable `a_string` from a class object `test`,"getattr(test, a_string)",1728,35,4,45,1
14182339,Matching multiple regex patterns with the alternation operator?,match multiple regex patterns with the alternation operator `|` in a string `(zyx)bc`,"re.findall('\\(.*?\\)|\\w', '(zyx)bc')",1813,37,0,45,0
16374540,Efficient way to convert a list to dictionary,"Convert a list `['A:1', 'B:2', 'C:3', 'D:4']` to dictionary","dict(map(lambda s: s.split(':'), ['A:1', 'B:2', 'C:3', 'D:4']))",1985,42,1,45,0
16387069,Open images,Open image 'picture.jpg',"img = Image.open('picture.jpg')
img.show()",1986,42,9,45,1
16734590,How to get every element in a list of list of lists?,convert nested list 'Cards' into a flat list,[a for c in Cards for b in c for a in b],1998,42,7,45,1
