question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
89228,Calling an external command,"Calling an external command ""echo Hello World""","print(subprocess.Popen('echo Hello World', shell=True, stdout=subprocess.PIPE).stdout.read())",62,0,9,28,1
237079,get file creation & modification date/times in,get creation time of file `file`,time.ctime(os.path.getctime(file)),104,0,9,28,1
237079,get file creation & modification date/times in,get modified time of file `file`,time.ctime(os.path.getmtime(file)),107,0,9,28,1
930397,Getting the last element of a list,get the last element in list `astr`,astr[(-1)],363,0,7,28,1
973473,Getting a list of all subdirectories in the current directory,get a list of all subdirectories in the directory `directory`,[x[0] for x in os.walk(directory)],389,1,9,28,1
1094717,Convert a string to integer with decimal in Python,Convert a string to integer with decimal in Python,int(s.split('.')[0]),417,1,5,28,0
1810743,How to set the current working directory in Python?,set the current working directory to path `path`,os.chdir(path),510,4,9,28,1
2052390,manually throw/raise an exception,manually throw/raise a `ValueError` exception with the message 'A very specific bad thing happened',raise ValueError('A very specific bad thing happened'),540,5,4,28,1
2052390,Manually raising (throwing) an exception,"throw a ValueError with message 'represents a hidden bug, do not catch this'","raise ValueError('represents a hidden bug, do not catch this')",546,5,4,28,1
2428092,Creating a JSON response using Django and Python,create a json response `response_data`,"return HttpResponse(json.dumps(response_data), content_type='application/json')",605,6,4,28,1
2612802,copy a list,copy list `old_list` as `new_list`,new_list = old_list[:],635,7,7,28,1
3061761,Numpy array dimensions,get the dimensions of array `a`,N.shape(a),699,9,6,28,0
3294889,Iterating over dictionaries using for loops,Iterating key and items over dictionary `d`,"for (letter, number) in list(d.items()):
    pass",736,10,1,28,0
3887469,python: how to convert currency to decimal?,convert currency string `dollars` to decimal `cents_int`,cents_int = int(round(float(dollars.strip('$')) * 100)),833,12,5,28,0
4789021,"In Django, how do I check if a user is in a certain group?","in django, check if a user is in a group 'Member'",return user.groups.filter(name='Member').exists(),987,16,4,28,1
7243750,Download file from web in Python 3,download the file from url `url` and save it under file `file_name`,"urllib.request.urlretrieve(url, file_name)",1206,22,9,28,1
9001509,sort a dictionary by key,sort dictionary `d` by key,od = collections.OrderedDict(sorted(d.items())),1380,26,1,28,0
10258584,How to get text for a root element using lxml?,Get all texts and tags from a tag `strong` from etree tag `some_tag` using lxml,print(etree.tostring(some_tag.find('strong'))),1477,29,4,28,1
10484261,Find dictionary items whose key matches a substring,create a list of values from the dictionary `programs` that have a key with a case insensitive match to 'new york',"[value for key, value in list(programs.items()) if 'new york' in key.lower()]",1493,29,1,28,0
12579061,Python Selenium: Find object attributes using xpath,"get the text of multiple elements found by xpath ""//*[@type='submit']/@value""","browser.find_elements_by_xpath(""//*[@type='submit']/@value"").text",1658,33,4,28,1
12842997,How to copy a file using python?,copy file `srcfile` to directory `dstdir`,"shutil.copy(srcfile, dstdir)",1679,34,9,28,1
13237941,sorting list of nested dictionaries in python,reverse list `yourdata`,"sorted(yourdata, reverse=True)",1716,35,7,28,1
13598363,How to dynamically select template directory to be used in flask?,Flask set folder 'wherever' as the default template folder,"Flask(__name__, template_folder='wherever')",1760,36,9,28,1
14961562,How do I convert a string of hexadecimal values to a list of integers?,unpack hexadecimal string `s` to a list of integer values,"struct.unpack('11B', s)",1880,39,5,28,0
15474933,List comprehension with if statement,get items from list `a` that don't appear in list `b`,[y for y in a if y not in b],1930,40,7,28,1
16296643,Convert tuple to list,Convert tuple `t` to list,list(t),1980,42,7,28,1
17071871,Select rows from a DataFrame based on values in a column in pandas,select rows of dataframe `df` whose value for column `A` is `foo`,print(df.loc[df['A'] == 'foo']),2024,43,3,28,0
17608210,sorting a list in python,Sort a list of strings 'words' such that items starting with 's' come first.,"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)",2071,44,7,28,1
18695605,python pandas dataframe to dictionary,"convert pandas dataframe `df` with fields 'id', 'value' to dictionary",df.set_index('id')['value'].to_dict(),2154,46,3,28,0
19069701,Python requests library how to pass Authorization header with single token,request URI '<MY_URI>' and pass authorization token 'TOK:<MY_TOKEN>' to the header,"r = requests.get('<MY_URI>', headers={'Authorization': 'TOK:<MY_TOKEN>'})",2178,47,4,28,1
