question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
1476,express binary literals,convert 21 to binary string,bin(21),1,0,5,55,0
22676,download a file over HTTP,download a file `url` over HTTP,r = requests.get(url),20,0,9,55,1
73663,Terminating a Python script,"Terminating a Python script with error message ""some error message""",sys.exit('some error message'),45,0,4,55,1
439115,random Decimal in python,generate random Decimal,decimal.Decimal(random.randrange(10000)) / 100,196,0,5,55,0
730764,do a try-except without handling the exception,call `doSomething()` in a try-except without handling the exception,"try:
    doSomething()
except:
    pass",298,0,4,55,1
1547733,How to sort this list in Python?,Sort a list of dictionary `l` based on key `time` in descending order,"l = sorted(l, key=lambda a: a['time'], reverse=True)",472,3,1,55,0
1712227,get the size of a list,function to get the size of object,len(),490,3,4,55,1
2759323,How can I list the contents of a directory in Python?,list the contents of a directory '/home/username/www/',os.listdir('/home/username/www/'),653,8,9,55,1
2805231,"How can I do DNS lookups in Python, including referring to /etc/hosts?",fetch address information for host 'google.com' ion port 80,"print(socket.getaddrinfo('google.com', 80))",668,8,4,55,1
2813829,How do I coalesce a sequence of identical characters into just one?,coalesce non-word-characters in string `a`,"print(re.sub('(\\W)\\1+', '\\1', a))",671,8,8,55,0
2850966,How can I lookup an attribute in any scope by name?,lookup an attribute in any scope by name 'range',"getattr(__builtins__, 'range')",675,8,4,55,1
3476732,How to loop backwards in python?,iterate backwards from 10 to 0,"range(10, 0, -1)",773,11,5,55,0
3940128,reverse a list,reverse a list `array`,reversed(array),853,13,7,55,1
4810537,how to clear the screen in python,clear terminal screen on windows,os.system('cls'),992,16,4,55,1
4934806,How can I find script's directory with Python?,print script's directory,print(os.path.dirname(os.path.realpath(__file__))),1020,17,9,55,1
5826427,Can a python script execute a function inside a bash script?,call a function `otherfunc` inside a bash script `test.sh` using subprocess,subprocess.call('test.sh otherfunc'),1093,19,9,55,1
7142227,How do I sort a zipped list in Python?,sort a zipped list `zipped` using lambda function,"sorted(zipped, key=lambda x: x[1])",1201,22,7,55,1
