question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
120656,Directory listing,list all files in directory `path`,os.listdir(path),70,0,9,13,1
354038,check if a string is a number,function to check if a string is a number,isdigit(),150,0,0,13,0
402504,determine the variable type,determine the type of variable `v`,type(v),177,0,4,13,1
432842,get the logical xor of two variables,get logical xor of `a` and `b`,(bool(a) ^ bool(b)),189,0,0,13,0
438684,How to convert a list of longs into a comma separated string in python,convert list `list_of_ints` into a comma separated string,""""""","""""".join([str(i) for i in list_of_ints])",195,0,7,13,1
674764,string find,find the index of sub string 'cc' in string 'sdfasdf','sdfasdf'.index('cc'),284,0,0,13,0
1082413,Sort a list of strings based on regular expression match or something similar,sort a list of strings `strings` based on regex match,"strings.sort(key=lambda str: re.sub('.*%', '', str))",412,1,0,13,0
2052390,Manually raising (throwing) an exception,"throw an exception ""I know Python!""",raise Exception('I know Python!'),543,5,4,13,1
2793324,delete a list element by value,remove item `c` in list `a`,a.remove(c),665,8,7,13,1
3294889,Iterating over dictionaries using for loops,Iterating over a dictionary `d` using for loops,"for (key, value) in d.items():
    pass",743,10,1,13,0
3437059,string contains substring,"check if ""blah"" is in string `somestring`","if ('blah' not in somestring):
    pass",765,10,0,13,0
4302027,how to open a url in python,webbrowser open url `url`,webbrowser.open_new(url),916,14,4,13,1
4476373,Simple URL GET/POST function,request http url `url`,r = requests.get(url),935,15,4,13,1
4490961,Numpy: Multiplying a matrix with a 3d tensor -- Suggestion,Multiply a matrix `P` with a 3d tensor `T` in scipy,"scipy.tensordot(P, T, axes=[1, 1]).swapaxes(0, 1)",941,15,6,13,0
6294179,How to find all occurrences of an element in a list?,How to find all occurrences of an element in a list?,"indices = [i for i, x in enumerate(my_list) if x == 'whatever']",1134,20,7,13,1
6532881,How to make a copy of a 2D array in Python?,make a row-by-row copy `y` of array `x`,y = [row[:] for row in x],1156,20,6,13,0
7271385,How do I combine two lists into a dictionary in Python?,"combine two lists `[1, 2, 3, 4]` and `['a', 'b', 'c', 'd']` into a dictionary","dict(zip([1, 2, 3, 4], ['a', 'b', 'c', 'd']))",1214,22,1,13,0
7657457,Finding key from value in Python dictionary:,Find all keys from a dictionary `d` whose values are `desired_value`,"[k for k, v in d.items() if v == desired_value]",1248,23,1,13,0
8440117,How do I print a Celsius symbol with matplotlib?,print a celsius symbol on x axis of a plot `ax`,ax.set_xlabel('Temperature (\u2103)'),1332,25,4,13,1
10020591,How to resample a dataframe with different functions applied to each column?,"Resample dataframe `frame` to resolution of 1 hour `1H` for timeseries index, summing values in the column `radiation` averaging those in column `tamb`","frame.resample('1H').agg({'radiation': np.sum, 'tamb': np.mean})",1463,28,3,13,0
10973614,Convert JSON array to Python list,Convert JSON array `array` to Python object,data = json.loads(array),1536,30,6,13,0
11236006,Identify duplicate values in a list in Python,identify duplicate values in list `mylist`,"[k for k, v in list(Counter(mylist).items()) if v > 1]",1554,31,7,13,1
11619169,How do I convert a datetime.date object into datetime.datetime in python?,convert Date object `dateobject` into a DateTime object,"datetime.datetime.combine(dateobject, datetime.time())",1589,32,2,13,0
12557612,Calling a parent class constructor from a child class in python,call parent class `Instructor` of child class constructor,"super(Instructor, self).__init__(name, year)",1655,33,4,13,1
12681945,Reversing bits of Python integer,revers correlating bits of integer `n`,"int('{:08b}'.format(n)[::-1], 2)",1664,33,5,13,0
13902805,List of all unique characters in a string?,get list of all unique characters in a string 'aaabcabccd',list(set('aaabcabccd')),1787,37,0,13,0
17352321,Python splitting string by parentheses,"find all occurrences of the pattern '\\[[^\\]]*\\]|\\([^\\)]*\\)|""[^""]*""|\\S+' within `strs`","re.findall('\\[[^\\]]*\\]|\\([^\\)]*\\)|""[^""]*""|\\S+', strs)",2053,43,0,13,0
18071222,Working with set_index in Pandas DataFrame,"set columns `['race_date', 'track_code', 'race_number']` as indexes in dataframe `rdata`","rdata.set_index(['race_date', 'track_code', 'race_number'])",2100,45,3,13,0
18170459,How to check if a dictionary is in another dictionary in python,check if dictionary `L[0].f.items()` is in dictionary `a3.f.items()`,set(L[0].f.items()).issubset(set(a3.f.items())),2111,45,1,13,0
18979111,Sending post data from angularjs to django as JSON and not as raw content,decode json string `request.body` to python dict,json.loads(request.body),2171,46,4,13,1
22128218,Pandas how to apply multiple functions to dataframe,apply functions `mean` and `std` to each column in dataframe `df`,"df.groupby(lambda idx: 0).agg(['mean', 'std'])",2340,51,3,13,0
25040875,Get a list of values from a list of dictionaries in python,"get a list of values for key ""key"" from a list of dictionaries in `l`",[d['key'] for d in l],2416,53,1,13,0
28199524,Best way to count the number of rows with missing values in a pandas DataFrame,count the number of rows with missing values in a pandas dataframe `df`,"sum(df.apply(lambda x: sum(x.isnull().values), axis=1) > 0)",2484,54,3,13,0
29311354,How to set the timezone in Django?,Set time zone `Europe/Istanbul` in Django,TIME_ZONE = 'Europe/Istanbul',2511,55,2,13,0
31465002,Python regex findall alternation behavior,"find all digits in string '6,7)' and put them to a list","re.findall('\\d|\\d,\\d\\)', '6,7)')",2584,57,5,13,0
31818050,round number to nearest integer,round number `h` to nearest integer,h = int(round(h)),2600,57,5,13,0
33680914,Grouping dataframes in pandas?,Return values for column `C` after group by on column `A` and `B` in dataframe `df`,"df.groupby(['A', 'B'])['C'].unique()",2648,59,3,13,0
40582103,using regular expression to split string in python,use regular expression '((\\d)(?:[()]*\\2*[()]*)*)' to split string `s`,"[i[0] for i in re.findall('((\\d)(?:[()]*\\2*[()]*)*)', s)]",2806,63,0,13,0
41648246,Efficient computation of the least-squares algorithm in NumPy,solve for the least squares' solution of matrices `a` and `b`,"np.linalg.solve(np.dot(a.T, a), np.dot(a.T, b))",2843,64,6,13,0
