question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
82831,check whether a file exists,"check whether a file ""/etc"" exists",print(os.path.isfile('/etc')),53,0,9,33,1
209513,Convert hex string to int,Convert hex string `s` to integer,"int(s, 16)",89,0,5,33,0
364621,get item's position in a list,get the position of item `element` in list `testlist`,"try:
    print(testlist.index(element))
except ValueError:
    pass",167,0,7,33,1
402504,determine the variable type,determine the type of variable `v`,type(v),175,0,4,33,1
899103,Writing a list to a file with Python,writing items in list `thelist` to file `thefile`,"for item in thelist:
    thefile.write(('%s\n' % item))",352,0,9,33,1
1405602,How to adjust the quality of a resized image in Python Imaging Library?,"resized image `image` to width, height of `(x, y)` with filter of `ANTIALIAS`","image = image.resize((x, y), Image.ANTIALIAS)",456,2,4,33,1
1712227,get the size of a list,get the size of list `items`,len(items),487,3,7,33,1
2597166,Make dictionary from list with python,create a dictionary by adding each two adjacent elements in tuple `x` as key/value pair to it,"dict(x[i:i + 2] for i in range(0, len(x), 2))",623,7,1,33,0
2917372,How to search a list of tuples in Python,get the indices of tuples in list of tuples `L` where the first value is 53,"[i for i, v in enumerate(L) if v[0] == 53]",681,8,7,33,1
4706499,append to a file,"append line ""cool beans..."" to file ""foo""","with open('foo', 'a') as f:
    f.write('cool beans...')",978,16,9,33,1
4906977,Access environment variables,print all environment variables,print(os.environ),1008,17,4,33,1
4906977,Access environment variables,get value of the environment variable 'HOME' with default value '/home/username/',"print(os.environ.get('HOME', '/home/username/'))",1013,17,4,33,1
7253907,Python - how to convert int to string represent a 32bit Hex number,convert 3652458 to string represent a 32bit hex number,"""""""0x{0:08X}"""""".format(3652458)",1209,22,5,33,0
7372592,Python: How can I execute a jar file through a python script,execute a jar file 'Blender.jar' using subprocess,"subprocess.call(['java', '-jar', 'Blender.jar'])",1233,22,9,33,1
8215686,Python - Bulk Select then Insert from one DB to another,"Insert records in bulk from ""table1"" of ""master"" DB to ""table1"" of  sqlite3 `cursor` object",cursor.execute('INSERT OR REPLACE INTO master.table1 SELECT * FROM table1'),1300,24,4,33,1
9733638,Post JSON using Python Requests,Execute a post request to url `http://httpbin.org/post` with json data `{'test': 'cheers'}`,"requests.post('http://httpbin.org/post', json={'test': 'cheers'})",1441,28,4,33,1
10406130,Check if something is not in a list,"Check if 3 is not in a list [2, 3, 4]","(3 not in [2, 3, 4])",1485,29,7,33,1
11414596,"dropping a row in pandas with dates indexes, python",return dataframe `df` with last row dropped,df.ix[:-1],1578,31,3,33,0
