question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
663171,substring a string,select a substring of `s` beginning at `beginning` of length `LENGTH`,s = s[beginning:(beginning + LENGTH)],268,0,0,8,0
674519,How can I convert a Python dictionary to a list of tuples?,convert dictionary of pairs `d` to a list of tuples,"[(v, k) for k, v in d.items()]",277,0,1,8,0
902761,Saving a Numpy array as an image,save a numpy array `image_array` as an image 'outfile.jpg',"scipy.misc.imsave('outfile.jpg', image_array)",358,0,6,8,0
1024847,Add key to a dictionary,"Add key ""mynewkey"" to dictionary `d` with value ""mynewvalue""",d['mynewkey'] = 'mynewvalue',401,1,1,8,0
3518778,read csv into record array in numpy,read csv file 'myfile.csv' into array,"df = pd.read_csv('myfile.csv', sep=',', header=None)",782,11,6,8,0
3519125,Converting a hex-string representation to actual bytes in Python,convert a hex-string representation to actual bytes,"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')",786,11,5,8,0
4131123,Finding the most frequent character in a string,print letter that appears most frequently in string `s`,print(collections.Counter(s).most_common(1)[0]),883,13,0,8,0
4301069,Any way to properly pretty-print ordered dictionaries in Python?,pretty-print ordered dictionary `o`,pprint(dict(list(o.items()))),914,14,1,8,0
4365964,numpy: efficiently reading a large array,Construct an array with data type float32 `a` from data in binary file 'filename',"a = numpy.fromfile('filename', dtype=numpy.float32)",926,15,6,8,0
4581646,How to count all elements in a nested dictionary?,Get total number of values in a nested dictionary `food_colors`,sum(len(x) for x in list(food_colors.values())),950,15,1,8,0
5075247,Regular expression to remove line breaks,remove line breaks from string `textblock` using regex,"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)",1031,17,0,8,0
5306756,how to show Percentage in python,display the float `1/3*100` as a percentage,print('{0:.0f}%'.format(1.0 / 3 * 100)),1057,18,5,8,0
5844672,Delete an element from a dictionary,"Delete an element ""hello"" from a dictionary `lol`",lol.pop('hello'),1096,19,1,8,0
6633523,How can I convert a string with dot and comma into a float number in Python,convert a string `my_string` with dot and comma into a float number `my_float`,"my_float = float(my_string.replace(',', ''))",1165,21,5,8,0
8425046,The best way to filter a dictionary in Python,Filter dictionary `d` to have items with value greater than 0,"d = {k: v for k, v in list(d.items()) if v > 0}",1330,25,1,8,0
8777753,Converting datetime.date to UTC timestamp in Python,convert datetime.date `dt` to utc timestamp,"timestamp = (dt - datetime(1970, 1, 1)).total_seconds()",1362,26,2,8,0
9001509,sort a dictionary by key,sort a dictionary `d` by key,"OrderedDict(sorted(list(d.items()), key=(lambda t: t[0])))",1381,26,1,8,0
9427163,Remove duplicate dict in list in Python,remove duplicate dict in list `l`,[dict(t) for t in set([tuple(d.items()) for d in l])],1413,27,1,8,0
11399384,Extract all keys from a list of dictionaries,create a set containing all keys' names from dictionary `LoD`,{k for d in LoD for k in list(d.keys())},1574,31,1,8,0
13438574,Sorting JSON data by keys value,sort list `results` by keys value 'year',"sorted(results, key=itemgetter('year'))",1745,36,1,8,0
13842088,Set value for particular cell in pandas DataFrame,set the value of cell `['x']['C']` equal to 10 in dataframe `df`,df['x']['C'] = 10,1783,37,3,8,0
15455388,Dict of dicts of dicts to DataFrame,Create a pandas dataframe of values from a dictionary `d` which contains dictionaries of dictionaries,"pd.concat(map(pd.DataFrame, iter(d.values())), keys=list(d.keys())).stack().unstack(0)",1926,40,1,8,0
17134716,Convert DataFrame column type from string to datetime,convert the dataframe column 'col' from string types to datetime types,df['col'] = pd.to_datetime(df['col']),2034,43,3,8,0
17141558,How to sort a dataFrame in python pandas by two or more columns?,sort dataframe `df` based on column 'a' in ascending and column 'b' in descending,"df.sort_values(['a', 'b'], ascending=[True, False])",2040,43,3,8,0
17888152,Parse string to int when string contains a number + extra characters,parse string `s` to int when string contains a number,int(''.join(c for c in s if c.isdigit())),2089,44,0,8,0
17895835,format strings and named arguments in Python,print two numbers `10` and `20` using string formatting,"""""""{0} {1}"""""".format(10, 20)",2090,44,5,8,0
20778951,Regex for location matching - Python,"find all occurrences of regex pattern '(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)' in string `x`","re.findall('(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)', x)",2280,49,0,8,0
21104592,JSON to pandas DataFrame,read json `elevations` to pandas dataframe `df`,pd.read_json(elevations),2295,50,3,8,0
21787496,converting epoch time with milliseconds to datetime,convert epoch time represented as milliseconds `s` to string using format '%Y-%m-%d %H:%M:%S.%f',datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f'),2318,50,2,8,0
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"np.array((a, b))",2330,51,6,8,0
25698710,Replace all occurrences of a string in a pandas dataframe (Python),replace all occurences of newlines `\n` with `<br>` in dataframe `df`,"df.replace({'\n': '<br>'}, regex=True)",2428,53,3,8,0
30551576,Using Regular Expressions to extract specific urls in python,match urls whose domain doesn't start with `t` from string `document` using regex,"re.findall('http://[^t][^s""]+\\.html', document)",2554,56,0,8,0
32490629,Getting today's date in YYYY-MM-DD in Python?,Getting today's date in YYYY-MM-DD,datetime.datetime.today().strftime('%Y-%m-%d'),2624,58,2,8,0
33711985,Flattening a list of NumPy arrays?,concatenate a list of numpy arrays `input_list` together into a flattened list of values,np.concatenate(input_list).ravel().tolist(),2649,59,6,8,0
33824334,How to convert this list into a dictionary,"convert list `lst` of key, value pairs into a dictionary","dict([(e[0], int(e[1])) for e in lst])",2652,59,1,8,0
41386443,Create Pandas DataFrame from txt file with specific pattern,create pandas data frame `df` from txt file `filename.txt` with column `Region Name` and separator `;`,"df = pd.read_csv('filename.txt', sep=';', names=['Region Name'])",2835,63,3,8,0
41513324,Python Pandas: drop rows of a timeserie based on time range,Drop the rows in pandas timeseries `df` from the row containing index `start_remove` to the row containing index `end_remove`,df.loc[(df.index < start_remove) | (df.index > end_remove)],2838,64,3,8,0
42260840,Python - Remove dictionary from list if key is equal to value,remove dictionary from list `a` if the value associated with its key 'link' is in list `b`,a = [x for x in a if x['link'] not in b],2865,64,1,8,0
42353686,How to use map to lowercase strings in a dictionary?,lowercase string values with key 'content' in a list of dictionaries `messages`,[{'content': x['content'].lower()} for x in messages],2867,64,1,8,0
