question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
176918,Finding the index of an item given a list containing it in Python,"finding the index of an item 'foo' given a list `['foo', 'bar', 'baz']` containing it","[i for i, j in enumerate(['foo', 'bar', 'baz']) if j == 'foo']",79,0,7,37,1
237079,get file creation & modification date/times in,get the creation time of file `file`,print(('created: %s' % time.ctime(os.path.getctime(file)))),106,0,9,37,1
300445,How to unquote a urlencoded unicode string in python?,unquote a urlencoded unicode string '%0a',urllib.parse.unquote('%0a'),133,0,8,37,0
402504,determine the variable type,determine the type of variable `v`,type(v),179,0,4,37,1
517355,String formatting in Python,Display `1 2 3` as a list of string,"print('[{0}, {1}, {2}]'.format(1, 2, 3))",221,0,5,37,0
518021,Getting the length of an array,Getting the length of array `l`,len(l),223,0,6,37,0
598398,Searching a list of objects in Python,"get elements from list `myList`, that have a field `n` value 30",[x for x in myList if x.n == 30],242,0,7,37,1
674764,string find,find the index of sub string 'a' in string `str`,str.find('a'),278,0,0,37,0
1303243,find out if a Python object is a string,check if object `o` is a string,"isinstance(o, str)",440,2,0,37,0
2186656,How can I remove all instances of an element from a list in Python?,"remove all instances of [1, 1] from list `a`","a[:] = [x for x in a if x != [1, 1]]",567,5,7,37,1
2545397,Converting a string into a list in Python,Get a list of integers `lst` from a file `filename.txt`,"lst = map(int, open('filename.txt').readlines())",614,7,9,37,1
2764586,Get current URL in Python,get current requested url,self.request.url,655,8,4,37,1
3207219,list all files of a directory,"list all "".txt"" files of a directory ""/home/adam/""",print(glob.glob('/home/adam/*.txt')),714,9,9,37,1
3460161,Remove adjacent duplicate elements from a list,"remove adjacent duplicate elements from a list `[1, 2, 2, 3, 2, 2, 4]`","[k for k, g in itertools.groupby([1, 2, 2, 3, 2, 2, 4])]",768,10,7,37,1
4048964,printing tab-separated values of a list,print elements of list `list` seperated by tabs `\t`,"print('\t'.join(map(str, list)))",872,13,7,37,1
4695143,Regex. Match words that contain special characters or 'http://',replace each occurrence of the pattern '(http://\\S+|\\S*[^\\w\\s]\\S*)' within `a` with '',"re.sub('(http://\\S+|\\S*[^\\w\\s]\\S*)', '', a)",973,16,0,37,0
7284952,Django redirect to root from a view,django redirect to view 'Home.views.index',redirect('Home.views.index'),1218,22,4,37,1
7670226,python/numpy: how to get 2D array column length?,get second array column length of array `a`,a.shape[1],1251,23,6,37,0
8092877,Split a list of tuples into sub-lists of the same tuple field,split a list of tuples `data` into sub-lists of the same tuple field using itertools,"[list(group) for key, group in itertools.groupby(data, operator.itemgetter(1))]",1280,24,7,37,1
8194156,How to subtract two lists in python,subtract elements of list `List1` from elements of list `List2`,"[(x1 - x2) for x1, x2 in zip(List1, List2)]",1294,24,7,37,1
8970524,Python regex search AND split,search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(ddd)',"re.split('(ddd)', 'aaa bbb ccc ddd eee fff', 1)",1377,26,0,37,0
9759820,How to get a list of variables in specific Python module?,get a list of variables from module 'adfix.py' in current module.,print([item for item in dir(adfix) if not item.startswith('__')]),1447,28,4,37,1
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than 5,len([1 for i in j if (i > 5)]),1499,29,7,37,1
