question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
42950,Get Last Day of the Month,Get Last Day of the second month in 2002,"calendar.monthrange(2008, 2)",27,0,2,41,0
73663,Terminating a Python script,terminate the program,sys.exit(),44,0,4,41,1
163542,pass a string into subprocess.Popen,set the stdin of the process 'grep f' to be b'one\ntwo\nthree\nfour\nfive\nsix\n',"p = Popen(['grep', 'f'], stdout=PIPE, stdin=PIPE, stderr=STDOUT)
grep_stdout = p.communicate(input='one\ntwo\nthree\nfour\nfive\nsix\n')[0]",76,0,9,41,1
403421,"How to sort a list of objects , based on an attribute of the objects?",reverse list `ut` based on the `count` attribute of each object,"ut.sort(key=lambda x: x.count, reverse=True)",181,0,7,41,1
455612,Limiting floats to two decimal points,limit float 13.949999999999999 to two decimal points,float('{0:.2f}'.format(13.95)),206,0,5,41,0
533398,"In python 2.4, how can I execute external commands with csh instead of bash?",execute command 'echo $0' in Z shell,"os.system(""zsh -c 'echo $0'"")",228,0,9,41,1
674519,How can I convert a Python dictionary to a list of tuples?,convert a python dictionary `d` to a list of tuples,"[(v, k) for k, v in list(d.items())]",275,0,1,41,0
1388818,How can I compare two lists in python and return matches,How can I compare two lists in python and return matches,"[i for i, j in zip(a, b) if i == j]",449,2,7,41,1
1400608,empty a list,empty a list `lst`,del lst1[:],453,2,7,41,1
1807026,Initialize a list of objects in Python,initialize a list `lst` of 100 objects Object(),lst = [Object() for _ in range(100)],508,4,7,41,1
1949318,Checking if a website is up,"Check the status code of url ""http://www.stackoverflow.com""",urllib.request.urlopen('http://www.stackoverflow.com').getcode(),527,4,4,41,1
2151517,Create Union of All Values Contained in Multiple Lists,get the union of values in list of lists `result_list`,return list(set(itertools.chain(*result_list))),558,5,7,41,1
2793324,delete a list element by value,delete the element 6 from list `a`,a.remove(6),660,8,7,41,1
3471999,How do I merge two lists into a single list?,merge two lists `a` and `b` into a single list,"[j for i in zip(a, b) for j in i]",771,11,7,41,1
4289331,Python: Extract numbers from a string,Python: Extract numbers from a string,"[int(s) for s in re.findall('\\b\\d+\\b', ""he33llo 42 I'm a 32 string 30"")]",910,14,5,41,0
5201191,Method to sort a list of lists?,sort list of lists `L` by the second item in each list,L.sort(key=operator.itemgetter(1)),1045,18,7,41,1
5212870,Sorting a Python list by two criteria,Sorting a Python list by two criteria,"sorted(list, key=lambda x: (x[0], -x[1]))",1046,18,7,41,1
5384570,What's the shortest way to count the number of items in a generator/iterator?,count the number of items in a generator/iterator `it`,sum(1 for i in it),1064,18,7,41,1
6018916,Find max length of each column in a list of lists,Get the value with the maximum length in each column in array `foo`,[max(len(str(x)) for x in line) for line in zip(*foo)],1118,19,6,41,0
6612769,"Is there a more elegant way for unpacking keys and values of a dictionary into two lists, without losing consistence?",unpack keys and values of a dictionary `d` into two lists,"keys, values = zip(*list(d.items()))",1162,21,1,41,0
7349646,Sorting a dictionary of tuples in Python,Sort a list of tuples `b` by third item in the tuple,b.sort(key=lambda x: x[1][2]),1225,22,7,41,1
9035479,Python - Access object attributes as in a dictionary,Get attribute `my_str` of object `my_object`,"getattr(my_object, my_str)",1383,26,4,41,1
9224385,"In dictionary, converting the value from string to integer",convert values in dictionary `d` into integers,"{k: int(v) for k, v in d.items()}",1399,27,1,41,0
