question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
82831,check whether a file exists,"check whether a file ""/etc/password.txt"" exists",print(os.path.isfile('/etc/password.txt')),52,0,9,22,1
209513,Convert hex string to int,"Convert hex string ""deadbeef"" to integer","int('deadbeef', 16)",90,0,5,22,0
899103,Writing a list to a file with Python,serialize `itemlist` to file `outfile`,"pickle.dump(itemlist, outfile)",354,0,9,22,1
931092,Reverse a string,Reverse list `s`,s[::(-1)],373,0,7,22,1
1303243,find out if a Python object is a string,check if object `obj` is a string,"isinstance(obj, str)",441,2,0,22,0
1874194,Pythonic way to get the largest item in a list,get the tuple in list `a_list` that has the largest item in the second index,"max_item = max(a_list, key=operator.itemgetter(1))",516,4,7,22,1
2261011,How can I resize the root window in Tkinter?,How can I resize the root window in Tkinter?,root.geometry('500x500'),581,6,4,22,1
3308102,How to extract the n-th elements from a list of tuples in python?,extract the 2nd elements from a list of tuples,[x[1] for x in elements],745,10,7,22,1
3320406,How to check if a path is absolute path or relative path in cross platform way with Python?,check if path `my_path` is an absolute path,os.path.isabs(my_path),746,10,9,22,1
3457673,"Elegant way to create a dictionary of pairs, from a list of tuples?",create a dictionary of pairs from a list of tuples `myListOfTuples`,dict(x[1:] for x in reversed(myListOfTuples)),767,10,1,22,0
3590165,Joining a list that has Integer values with Python,print a list of integers `list_of_ints` using string formatting,"print(', '.join(str(x) for x in list_of_ints))",793,11,5,22,0
3804727,"python, subprocess: reading output from subprocess",flush output of python print,sys.stdout.flush(),816,12,4,22,1
3805958,How to delete a record in Django models?,How to delete a record in Django models?,SomeModel.objects.filter(id=id).delete(),817,12,4,22,1
3895424,what is a quick way to delete all elements from a list that do not satisfy a constraint?,delete all elements from a list `x` if a function `fn` taking value as parameter returns `0`,[x for x in lst if fn(x) != 0],834,12,7,22,1
4108561,How to exclude a character from a regex group?,How to exclude a character from a regex group?,re.compile('[^a-zA-Z0-9-]+'),876,13,0,22,0
4659524,how to sort by length of string followed by alphabetical order?,sort list `the_list` by the length of string followed by alphabetical order,"the_list.sort(key=lambda item: (-len(item), item))",964,16,7,22,1
4843158,Check if a Python list item contains a string inside another string,get a list of items from the list `some_list` that contain string 'abc',matching = [s for s in some_list if 'abc' in s],998,16,7,22,1
6407780,How to extract data from JSON Object in Python?,extract data field 'bar' from json object,"json.loads('{""foo"": 42, ""bar"": ""baz""}')['bar']",1143,20,4,22,1
6900955,python convert list to dictionary,"build a dictionary containing the conversion of each list in list `[['two', 2], ['one', 1]]` to a key/value pair as its items","dict([['two', 2], ['one', 1]])",1186,21,1,22,0
8009176,Function to close the window in Tkinter,close the window in tkinter,self.root.destroy(),1276,24,4,22,1
8247792,Python - How to cut a string in Python?,get all characters in string 'foobar' up to the fourth index,"""""""foobar""""""[:4]",1307,24,0,22,0
8704952,How to convert a tuple to a string in Python?,convert a list of tuples `queryresult` to a string from the first indexes.,emaillist = '\n'.join([item[0] for item in queryresult]),1354,26,7,22,1
9889635,Regular expression to return all characters between two special characters,find all substrings in `mystring` beginning and ending with square brackets,"re.findall('\\[(.*?)\\]', mystring)",1456,28,0,22,0
10487278,Python - How to declare and add items to an array?,Insert item `12` to a list `my_list`,my_list.append(12),1494,29,7,22,1
11709079,Parsing HTML,Parsing webpage 'http://www.google.com/' using BeautifulSoup,"page = urllib.request.urlopen('http://www.google.com/')
soup = BeautifulSoup(page)",1598,32,4,22,1
14932247,variable number of digit in format string,"variable number of digits `digits` in variable `value` in format string ""{0:.{1}%}""","""""""{0:.{1}%}"""""".format(value, digits)",1876,39,5,22,0
16296643,Convert tuple to list and back,Convert tuple `level1` to list,"level1 = map(list, level1)",1981,42,7,22,1
19035186,How to select element with Selenium Python xpath,How to select element with Selenium Python xpath,"driver.find_element_by_xpath(""//div[@id='a']//a[@class='click']"")",2176,47,4,22,1
19973489,Pandas remove column by index,"remove column by index `[:, 0:2]` in dataframe `df`","df = df.ix[:, 0:2]",2236,48,3,22,0
20205455,How to correctly parse UTF-8 encoded HTML to Unicode strings with BeautifulSoup?,parse UTF-8 encoded HTML response `response` to BeautifulSoup object,soup = BeautifulSoup(response.read().decode('utf-8')),2251,49,4,22,1
27436748,Python: reduce (list of strings) -> string,"reduce the first element of list of strings `data` to a string, separated by '.'",print('.'.join([item[0] for item in data])),2461,54,7,22,1
29394552,Move radial tick labels on a polar plot in matplotlib,place the radial ticks in plot `ax` at 135 degrees,ax.set_rlabel_position(135),2518,55,4,22,1
30843103,How to get the index of an integer from a list if the list contains a boolean?,get the index of an integer `1` from a list `lst` if the list also contains boolean items,"next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)",2568,57,7,22,1
31957364,Numpy elementwise product of 3d array,elementwise product of 3d arrays `A` and `B`,"np.einsum('ijk,ikl->ijl', A, B)",2611,58,6,22,0
35427814,Get the number of all keys in a dictionary of dictionaries in Python,get the number of all keys in the nested dictionary `dict_list`,len(dict_test) + sum(len(v) for v in dict_test.values()),2695,60,1,22,0
38704545,How to binarize the values in a pandas DataFrame?,binarize the values in columns of list `order` in a pandas data frame,"pd.concat([df, pd.get_dummies(df, '', '').astype(int)], axis=1)[order]",2747,61,3,22,0
39870642,Matplotlib - How to plot a high resolution graph?,Save matplotlib graph to image file `filename.png` at a resolution of `300 dpi`,"plt.savefig('filename.png', dpi=300)",2778,62,9,22,1
40852575,Slicing a multidimensional list,Get only first element in each of the innermost of the multidimensional list `listD`,[[[x[0]] for x in listD[i]] for i in range(len(listD))],2817,63,7,22,1
41923858,Mapping a string into a list of pairs,Get a list of pairs from a string `word` using lambda function,"list(map(lambda x, y: x + y, word[:-1], word[1:]))",2853,64,0,22,0
