question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
1476,express binary literals,convert binary string '0b0010101010' to integer,"int('0b0010101010', 2)",2,0,5,49,0
89228,Calling an external command,"Calling an external command ""some_command with args""",os.system('some_command with args'),58,0,9,49,1
402504,determine the variable type,get the type of `i`,type(i),178,0,4,49,1
510348,make a time delay,make a 0.1 seconds time delay,sleep(0.1),218,0,4,49,1
969285,How do I translate a ISO 8601 datetime string into a Python datetime object?,,"datetime.datetime.strptime('2007-03-04T21:08:12', '%Y-%m-%dT%H:%M:%S')",387,1,4,49,1
983354,How do I make python to wait for a pressed key,prompt string 'Press Enter to continue...' to the console,input('Press Enter to continue...'),392,1,4,49,1
1406145,How do I get rid of Python Tkinter root window?,How do I get rid of Python Tkinter root window?,root.destroy(),457,3,4,49,1
2054416,Getting the first elements per row in an array in Python?,Create a tuple `t` containing first element of each tuple in tuple `s`,t = tuple(x[0] for x in s),547,5,7,49,1
2655956,filtering elements from list of lists in Python?,create a list containing elements of list `a` if the sum of the element is greater than 10,[item for item in a if sum(item) > 10],642,7,7,49,1
2674391,Python - Locating the position of a regex match in a string?,Get the position of a regex match for word `is` in a string `String`,"re.search('\\bis\\b', String).start()",644,7,0,49,0
3061761,Numpy array dimensions,get the dimensions of numpy array `a`,a.shape,698,9,6,49,0
3220755,how to find the target file's full(absolute path) of the symbolic link or soft link in python,get canonical path of the filename `path`,os.path.realpath(path),719,9,9,49,1
3428769,Finding the largest delta between two integers in a list in python,Finding the largest delta between two integers in a list in python,"max(abs(x - y) for x, y in zip(values[1:], values[:-1]))",760,10,7,49,1
3523048,Add another tuple to a tuple,Add a tuple with value `another_choice` to a tuple `my_choices`,"final_choices = ((another_choice,) + my_choices)",788,11,7,49,1
4411811,Python: define multiple variables of same type?,create list `levels` containing 3 empty dictionaries,"levels = [{}, {}, {}]",929,15,1,49,0
5503925,How do I use a dictionary to update fields in Django models?,update fields in Django model `Book` with arguments in dictionary `d` where primary key is equal to `pk`,Book.objects.filter(pk=pk).update(**d),1072,18,1,49,0
6667201,How to define two-dimensional array in python,"create a list `matrix` containing 5 lists, each of 5 items  all set to 0",matrix = [([0] * 5) for i in range(5)],1168,21,7,49,1
7974442,lambda in python,make a function `f` that calculates the sum of two integer variables `x` and `y`,"f = lambda x, y: x + y",1273,23,4,49,1
8459231,Sort tuples based on second parameter,sort a list of tuples `my_list` by second parameter in the tuple,my_list.sort(key=lambda x: x[1]),1333,25,7,49,1
9497290,How would I sum a multi-dimensional array in the most succinct python?,"sum all elements of two-dimensions list `[[1, 2, 3, 4], [2, 4, 5, 6]]]`","sum([sum(x) for x in [[1, 2, 3, 4], [2, 4, 5, 6]]])",1417,27,6,49,0
9507819,Can I have a non-greedy regex with dotall?,match regex pattern 'a*?bc*?' on string 'aabcc' with DOTALL enabled,"re.findall('a*?bc*?', 'aabcc', re.DOTALL)",1419,27,0,49,0
10408927,How to get all sub-elements of an element tree with Python ElementTree?,get all sub-elements of an element `a` in an elementtree,[elem.tag for elem in a.iter()],1490,29,7,49,1
10805589,Converting JSON date string to python datetime,convert JSON string '2012-05-29T19:30:03.283Z' into a DateTime object using format '%Y-%m-%dT%H:%M:%S.%fZ',"datetime.datetime.strptime('2012-05-29T19:30:03.283Z', '%Y-%m-%dT%H:%M:%S.%fZ')",1523,30,2,49,0
10822635,Get the number of rows in table using SQLAlchemy,SQLAlchemy count the number of rows in table `Congress`,rows = session.query(Congress).count(),1524,30,4,49,1
12324456,How to keep a list of lists sorted as it is created,keep a list `dataList` of lists sorted as it is created by second element,dataList.sort(key=lambda x: x[1]),1639,33,7,49,1
19445682,How do I increase the timeout for imaplib requests?,handle the `urlfetch_errors ` exception for imaplib request to url `url`,"urlfetch.fetch(url, deadline=10 * 60)",2198,47,4,49,1
19643099,Sorting a list of tuples with multiple conditions,sort list `list_` based on first element of each tuple and by the length of the second element of each tuple,"list_.sort(key=lambda x: [x[0], len(x[1]), x[1]])",2215,48,7,49,1
20180210,Python how to combine two matrices in numpy,concat two matrices `A` and `B` in numpy,"np.vstack((A, B))",2248,48,6,49,0
21804935,How to use the mv command in Python with subprocess,How to use the mv command in Python with subprocess,"subprocess.call('mv /home/somedir/subdir/* somedir/', shell=True)",2325,50,9,49,1
22240602,How do I check if all elements in a list are the same?,check if all elements in list `mylist` are the same,len(set(mylist)) == 1,2347,51,7,49,1
29386995,How to get http headers in flask?,get http header of the key 'your-header-name' in flask,request.headers['your-header-name'],2517,55,4,49,1
30605909,Pandas to_csv call is prepending a comma,write pandas dataframe `df` to the file 'c:\\data\\t.csv' without row names,"df.to_csv('c:\\data\\t.csv', index=False)",2556,56,3,49,0
31743603,Create a list of integers with duplicate values in Python,"create a list of integers with duplicate values `[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]`","[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]",2591,57,7,49,1
35561743,python comprehension loop for dictionary,count `True` values associated with key 'one' in dictionary `tadas`,sum(item['one'] for item in list(tadas.values())),2696,60,1,49,0
37004138,How to eliminate all strings from a list,get all the elements except strings from the list 'lst'.,"[element for element in lst if not isinstance(element, str)]",2719,61,7,49,1
41071947,How to remove the space between subplots in matplotlib.pyplot?,remove the space between subplots in matplotlib.pyplot,"fig.subplots_adjust(wspace=0, hspace=0)",2824,63,4,49,1
41807864,Regex matching 5-digit substrings not enclosed with digits,regex matching 5-digit substrings not enclosed with digits in `s`,"re.findall('(?<!\\d)\\d{5}(?!\\d)', s)",2845,64,0,49,0
42012589,Pandas: aggregate based on filter on another column,group dataframe `df` by columns 'Month' and 'Fruit',"df.groupby(['Month', 'Fruit']).sum().unstack(level=0)",2856,64,3,49,0
42098487,How to split 1D array into 2D array in NumPy by splitting the array at the last element?,split 1d array `a` into 2d array at the last element,"np.split(a, [-1])",2858,64,6,49,0
