question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
364519,iterate over a dictionary in sorted order,iterate over a dictionary `d` in sorted order,it = iter(sorted(d.items())),159,0,1,1,0
415511,get current time,get current time in pretty format,"strftime('%Y-%m-%d %H:%M:%S', gmtime())",185,0,2,1,0
455612,Limiting floats to two decimal points,print float `a` with two decimal points,print(('{0:.2f}'.format(a))),205,0,5,1,0
940822,"Regular expression syntax for ""match nothing""?",regular expression match nothing,re.compile('$^'),377,0,0,1,0
3108042,Get max key in dictionary,get max key in dictionary `MyCount`,"max(list(MyCount.keys()), key=int)",705,9,1,1,0
3166619,python regex: match a string with only one instance of a character,match regex pattern '\\$[0-9]+[^\\$]*$' on string '$1 off delicious $5 ham.',"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')",711,9,0,1,0
3668964,How to check if a character is upper-case in Python?,check if all string elements in list `words` are upper-cased,print(all(word[0].isupper() for word in words)),797,11,0,1,0
5183533,How to make List from Numpy Matrix in Python,Convert the first row of numpy matrix `a` to a list,numpy.array(a)[0].tolist(),1044,18,6,1,0
5508352,Indexing numpy array with another numpy array,Get index of numpy array `a` with another numpy array `b`,a[tuple(b)],1075,18,6,1,0
6677332,Using %f with strftime() in Python to get microseconds,Using %f with strftime() in Python to get microseconds,datetime.datetime.now().strftime('%H:%M:%S.%f'),1169,21,2,1,0
6740311,Combining NumPy arrays,join Numpy array `b` with Numpy array 'a' along axis 0,"b = np.concatenate((a, a), axis=0)",1175,21,6,1,0
7351270,Control a print format when printing a list in Python,format print output of list of floats `l` to print only up to 3 decimal points,"print('[' + ', '.join('%5.3f' % v for v in l) + ']')",1228,22,5,1,0
8519599,"python: dictionary to string, custom format?","dictionary `d` to string, custom format","""""""<br/>"""""".join([('%s:: %s' % (key, value)) for key, value in list(d.items())])",1334,25,1,1,0
9875964,Python: converting radians to degrees,convert radians 1 to degrees,math.cos(math.radians(1)),1454,28,5,1,0
10365225,extract digits in a simple way from a python string,extract digits in a simple way from a python string,"map(int, re.findall('\\d+', s))",1483,29,5,1,0
11264005,Using a RegEx to match IP addresses in Python,Validate IP address using Regex,"pat = re.compile('^\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}$')",1555,31,0,1,0
