question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
1476,express binary literals,convert 173 to binary string,bin(173),5,0,5,62,0
22676,download a file over HTTP,download a file 'http://www.example.com/' over HTTP,"response = urllib.request.urlopen('http://www.example.com/')
html = response.read()",17,0,9,62,1
455612,Limiting floats to two decimal points,print float `a` with two decimal points,"print(('{0:.2f}'.format(round(a, 2))))",203,0,5,62,0
715417,Converting from a string to boolean in Python?,Convert string to boolean from defined set of strings,"s in ['true', '1', 't', 'y', 'yes', 'yeah', 'yup', 'certainly', 'uh-huh']",293,0,0,62,0
1093322,check what version of Python is running,check python version,sys.version,414,1,4,62,1
2051744,Reverse Y-Axis in PyPlot,reverse all x-axis points in pyplot,plt.gca().invert_xaxis(),537,5,4,62,1
2600191,count the occurrences of a list item,count the occurrences of items in list `l`,"[[x, l.count(x)] for x in set(l)]",625,7,7,62,1
3159155,How to remove all integer values from a list in python,get a list `no_integers` of all the items in list `mylist` that are not of type `int`,"no_integers = [x for x in mylist if not isinstance(x, int)]",708,9,7,62,1
3328012,How can I tell if a file is a descendant of a given directory?,check if file `filename` is descendant of directory '/the/dir/',"os.path.commonprefix(['/the/dir/', os.path.realpath(filename)]) == '/the/dir/'",747,10,9,62,1
3437059,string contains substring,check if string `needle` is in `haystack`,"if (needle in haystack):
    pass",763,10,0,62,0
3842155,Is there a way to make the Tkinter text widget read only?,change the state of the Tkinter `Text` widget to read only i.e. `disabled`,text.config(state=DISABLED),821,12,4,62,1
3940128,reverse a list,reverse a list `L`,L[::(-1)],852,13,7,62,1
4914277,How to empty a file using Python,erase all the contents of a file `filename`,"open(filename, 'w').close()",1014,17,9,62,1
6159900,write line to file,"write line ""hi there"" to file `myfile`","f = open('myfile', 'w')
f.write('hi there\n')
f.close()",1125,20,9,62,1
7286879,splitting unicode string into words,"split unicode string ""раз два три"" into words",'\u0440\u0430\u0437 \u0434\u0432\u0430 \u0442\u0440\u0438'.split(),1220,22,8,62,0
8177079,take the content of a list and append it to another list,append items in list `mylog` to `list1`,"for line in mylog:
    list1.append(line)",1292,24,7,62,1
