question_id,intent,rewritten_intent,snippet,idx,time_batch
40384599,Sorting a list of tuples by the addition of second and third element of the tuple,sort list `a` in ascending order based on the addition of the second and third elements of each tuple in it,"sorted(a, key=lambda x: (sum(x[1:3]), x[0]))",2797,63
40384599,Sorting a list of tuples by the addition of second and third element of the tuple,sort a list of tuples `a` by the sum of second and third element of each tuple,"sorted(a, key=lambda x: (sum(x[1:3]), x[0]), reverse=True)",2798,63
40384599,Sorting a list of tuples by the addition of second and third element of the tuple,sort the list of tuples `lst` by the sum of every value except the first and by the first value in reverse order,"sorted(lst, key=lambda x: (sum(x[1:]), x[0]), reverse=True)",2799,63
40384599,Sorting a list of tuples by the addition of second and third element of the tuple,"sorting a list of tuples `lst` by the sum of the second elements onwards, and third element of the tuple","sorted(lst, key=lambda x: (sum(x[1:]), x[0]))",2800,63
40452956,remove escape character from string,"remove escape character from string ""\\a""","""""""\\a"""""".decode('string_escape')",2801,63
40498088,"List comprehension - converting strings in one list, to integers in another",get list of sums of neighboring integers in string `example`,"[sum(map(int, s)) for s in example.split()]",2802,63
40512124,convert dictionaries into string python,"concatenate key/value pairs in dictionary `a` with string ', ' into a single string",""""""", """""".join([(str(k) + ' ' + str(v)) for k, v in list(a.items())])",2803,63
40517350,How to sum the nlargest() integers in groupby,sum the 3 largest integers in groupby by 'STNAME' and 'COUNTY_POP',df.groupby('STNAME')['COUNTY_POP'].agg(lambda x: x.nlargest(3).sum()),2804,63
40535203,How to slice a list of strings with space delimiter?,get a list of last trailing words from another list  of strings`Original_List`,new_list = [x.split()[-1] for x in Original_List],2805,63
40582103,using regular expression to split string in python,use regular expression '((\\d)(?:[()]*\\2*[()]*)*)' to split string `s`,"[i[0] for i in re.findall('((\\d)(?:[()]*\\2*[()]*)*)', s)]",2806,63
40582103,using regular expression to split string in python,use regex pattern '((.+?)\\2+)' to split string '44442(2)2(2)44',[m[0] for m in re.compile('((.+?)\\2+)').findall('44442(2)2(2)44')],2807,63
40620804,How do I sort a list with positives coming before negatives with values sorted respectively?,sort list `lst` with positives coming before negatives with values sorted respectively,"sorted(lst, key=lambda x: (x < 0, x))",2808,63
40639071,How to sum the values of list to the power of their indices,Get the sum of values to the power of their indices in a list `l`,"sum(j ** i for i, j in enumerate(l, 1))",2809,63
40660956,Sum of Every Two Columns in Pandas dataframe,sum the values in each row of every two adjacent columns in dataframe `df`,"df.groupby(np.arange(len(df.columns)) // 2 + 1, axis=1).sum().add_prefix('s')",2810,63
40682209,Pandas: Fill missing values by mean in each group faster than transfrom,Replace NaN values in  column 'value' with the mean of data in column 'group' of dataframe `df`,df[['value']].fillna(df.groupby('group').transform('mean')),2811,63
40707158,type conversion in python from int to float,Change data type of data in column 'grade' of dataframe `data_df` into float and then to int,data_df['grade'] = data_df['grade'].astype(float).astype(int),2812,63
40744328,How to order a list of lists by the first value,order a list of lists `l1` by the first value,l1.sort(key=lambda x: int(x[0])),2813,63
40744328,How to order a list of lists by the first value,"order a list of lists `[[1, 'mike'], [1, 'bob']]` by the first value of individual list","sorted([[1, 'mike'], [1, 'bob']])",2814,63
40851413,MITM proxy over SSL hangs on wrap_socket with client,send data 'HTTP/1.0 200 OK\r\n\r\n' to socket `connection`,connection.send('HTTP/1.0 200 established\r\n\r\n'),2815,63
40851413,MITM proxy over SSL hangs on wrap_socket with client,send data 'HTTP/1.0 200 OK\r\n\r\n' to socket `connection`,connection.send('HTTP/1.0 200 OK\r\n\r\n'),2816,63
40852575,Slicing a multidimensional list,Get only first element in each of the innermost of the multidimensional list `listD`,[[[x[0]] for x in listD[i]] for i in range(len(listD))],2817,63
40903174,Sorting data in DataFrame Pandas,Sorting data in DataFrame Pandas,"df.sort_values(['System_num', 'Dis'])",2818,63
40924332,Splitting a list in a Pandas cell into multiple columns,split a list in first column  into multiple columns keeping other columns as well in pandas data frame,"pd.concat([df[0].apply(pd.Series), df[1]], axis=1)",2819,63
40963347,Find Average of Every Three Columns in Pandas dataframe,Get average for every three columns in `df` dataframe,"df.groupby(np.arange(len(df.columns)) // 3, axis=1).mean()",2820,63
40987319,How to subset a dataset in pandas dataframe?,extract the first four rows of the column `ID` from a pandas dataframe `df`,df.groupby('ID').head(4),2821,63
41067960,How to convert a list of multiple integers into a single integer?,convert a list of integers into a single integer,"r = int(''.join(map(str, x)))",2822,63
41067960,How to convert a list of multiple integers into a single integer?,Concatenate elements of a list 'x' of multiple integers to a single integer,"sum(d * 10 ** i for i, d in enumerate(x[::-1]))",2823,63
41071947,How to remove the space between subplots in matplotlib.pyplot?,remove the space between subplots in matplotlib.pyplot,"fig.subplots_adjust(wspace=0, hspace=0)",2824,63
41083229,Removing characters from string Python,removing vowel characters 'aeiouAEIOU' from string `text`,""""""""""""".join(c for c in text if c not in 'aeiouAEIOU')",2825,63
41127441,"Why can you loop through an implicit tuple in a for loop, but not a comprehension in Python?",get a list each value `i` in the implicit tuple `range(3)`,list(i for i in range(3)),2826,63
41133414,Strip random characters from url,"strip everything up to and including the character `&` from url `url`, strip the character `=` from the remaining string and concatenate `.html` to the end","url.split('&')[-1].replace('=', '') + '.html'",2827,63
41154648,How to remove 0's converting pandas dataframe to record,convert dataframe `df` to integer-type sparse object,df.to_sparse(0),2828,63
41178532,Percentage match in pandas Dataframe,get proportion of rows in dataframe `trace_df` whose values for column `ratio` are greater than 0,(trace_df['ratio'] > 0).mean(),2829,63
41192805,Pandas - Sorting By Column,Concatenate dataframe `df_1` to dataframe `df_2` sorted by values of the column 'y',"pd.concat([df_1, df_2.sort_values('y')])",2830,63
41246071,How can I start a Python thread FROM C++?,Spawn a process to run python script `myscript.py` in C++,system('python myscript.py'),2831,63
41251391,Can a list of all member-dict keys be created from a dict of dicts using a list comprehension?,get a list of the keys in each dictionary in a dictionary of dictionaries `foo`,[k for d in list(foo.values()) for k in d],2832,63
41256648,Select multiple ranges of columns in Pandas DataFrame,"select multiple ranges of columns 1-10, 15, 17, and 50-100 in pandas dataframe `df`","df.iloc[:, (np.r_[1:10, (15), (17), 50:100])]",2833,63
41313232,delete items from list of list: pythonic way,delete items from list `my_list` if the item exist in list `to_dell`,my_list = [[x for x in sublist if x not in to_del] for sublist in my_list],2834,63
41386443,Create Pandas DataFrame from txt file with specific pattern,create pandas data frame `df` from txt file `filename.txt` with column `Region Name` and separator `;`,"df = pd.read_csv('filename.txt', sep=';', names=['Region Name'])",2835,63
