question_id,intent,rewritten_intent,snippet,idx,time_batch
10194713,Sorting a defaultdict by value in python,reverse sort dictionary `d` based on its values,"sorted(list(d.items()), key=lambda k_v: k_v[1], reverse=True)",1471,29
10194713,Sorting a defaultdict by value in python,Sort dictionary `u` in ascending order based on second elements of its values,"sorted(list(u.items()), key=lambda v: v[1])",1472,29
10194713,Sorting a defaultdict by value in python,sorting a defaultdict `d` by value,"sorted(list(d.items()), key=lambda k_v: k_v[1])",1473,29
10201977,How to reverse tuples in Python?,Reverse list `x`,x[::-1],1474,29
10213994,sorting a list of tuples in Python,sorting a list of tuples `list_of_tuples` by second key,"sorted(list_of_tuples, key=lambda tup: tup[1])",1475,29
10213994,sorting a list of tuples in Python,sorting a list of tuples `list_of_tuples` where each tuple is reversed,"sorted(list_of_tuples, key=lambda tup: tup[::-1])",1476,29
10258584,How to get text for a root element using lxml?,Get all texts and tags from a tag `strong` from etree tag `some_tag` using lxml,print(etree.tostring(some_tag.find('strong'))),1477,29
10264618,Transform unicode string in python,"encode value of key `City` in dictionary `data` as `ascii`, ignoring non-ascii characters","data['City'].encode('ascii', 'ignore')",1478,29
10271484,How to perform element-wise multiplication of two lists in Python?,create a list containing the multiplication of each elements at the same index of list `lista` and list `listb`,"[(a * b) for a, b in zip(lista, listb)]",1479,29
10346336,List of lists into numpy array,List of lists into numpy array,"numpy.array([[1, 2], [3, 4]])",1480,29
10351772,converting list of string to list of integer,converting list of strings `intstringlist` to list of integer `nums`,nums = [int(x) for x in intstringlist],1481,29
10351772,converting list of string to list of integer,convert list of string numbers into list of integers,"map(int, eval(input('Enter the unfriendly numbers: ')))",1482,29
10365225,extract digits in a simple way from a python string,extract digits in a simple way from a python string,"map(int, re.findall('\\d+', s))",1483,29
10373660,Converting a Pandas GroupBy object to DataFrame,convert a pandas `df1` groupby object to dataframe,"DataFrame({'count': df1.groupby(['Name', 'City']).size()}).reset_index()",1484,29
10406130,Check if something is not in a list,"Check if 3 is not in a list [2, 3, 4]","(3 not in [2, 3, 4])",1485,29
10406130,Check if something is not in a list,"Check if 3 is not in the list [4,5,6]","(3 not in [4, 5, 6])",1486,29
10406130,Check if something is not in a list,"Check if tuple (2, 3) is not in a list [(2, 7), (7, 3), ""hi""]","((2, 3) not in [(2, 7), (7, 3), 'hi'])",1487,29
10406130,Check if something is not in a list,"Check if tuple (2, 3) is not in a list [(2, 3), (5, 6), (9, 1)]","((2, 3) not in [(2, 3), (5, 6), (9, 1)])",1488,29
10408927,How to get all sub-elements of an element tree with Python ElementTree?,get all sub-elements of an element tree `a` excluding the root element,[elem.tag for elem in a.iter() if elem is not a],1489,29
10408927,How to get all sub-elements of an element tree with Python ElementTree?,get all sub-elements of an element `a` in an elementtree,[elem.tag for elem in a.iter()],1490,29
10472907,How to convert dictionary into string,convert dictionary `adict` into string,""""""""""""".join('{}{}'.format(key, val) for key, val in list(adict.items()))",1491,29
10472907,How to convert dictionary into string,convert dictionary `adict` into string,""""""""""""".join('{}{}'.format(key, val) for key, val in sorted(adict.items()))",1492,29
10484261,Find dictionary items whose key matches a substring,create a list of values from the dictionary `programs` that have a key with a case insensitive match to 'new york',"[value for key, value in list(programs.items()) if 'new york' in key.lower()]",1493,29
10487278,Python - How to declare and add items to an array?,Insert item `12` to a list `my_list`,my_list.append(12),1494,29
10487278,Python - How to declare and add items to an array?,add an item with key 'third_key' and value 1 to an dictionary `my_dict`,my_dict.update({'third_key': 1}),1495,29
10487278,Python - How to declare and add items to an array?,declare an array,my_list = [],1496,29
10525301,String encoding and decoding from possibly latin1 and utf8,Normalize string `str` from 'cp1252' code to 'utf-8' code,print(str.encode('cp1252').decode('utf-8').encode('cp1252').decode('utf-8')),1497,29
10541640,Convert date format python,Represent DateTime object '10/05/2012' with format '%d/%m/%Y' into format '%Y-%m-%d',"datetime.datetime.strptime('10/05/2012', '%d/%m/%Y').strftime('%Y-%m-%d')",1498,29
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than 5,len([1 for i in j if (i > 5)]),1499,29
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than 5,sum(((i > 5) for i in j)),1500,29
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than `i`,"j = np.array(j)
sum((j > i))",1501,29
10562778,Replacing characters in a file,replace character 'a' with character 'e' and character 's' with character '3' in file `contents`,"newcontents = contents.replace('a', 'e').replace('s', '3')",1502,29
10565598,Numpy: How to check if array contains certain numbers?,check if array `b` contains all elements of array `a`,"numpy.in1d(b, a).all()",1503,29
10565598,Numpy: How to check if array contains certain numbers?,numpy:  check if array 'a' contains all the numbers in array 'b'.,numpy.array([(x in a) for x in b]),1504,29
10569438,How to print Unicode character in Python?,print 'here is your checkmark: ' plus unicode character u'\u2713',print('here is your checkmark: ' + '\u2713'),1505,29
10569438,How to print Unicode character in Python?,print unicode characters in a string `\u0420\u043e\u0441\u0441\u0438\u044f`,print('\u0420\u043e\u0441\u0441\u0438\u044f'),1506,29
10586778,test a boolean expression in a Python string,evaluate the expression '20<30',eval('20<30'),1507,29
10592674,"Updating a list of python dictionaries with a key, value pair from another list",update a list `l1` dictionaries with a key `count` and value from list `l2`,"[dict(d, count=n) for d, n in zip(l1, l2)]",1508,29
10607688,how to create a file name with the current date & time in python?,create a datetime with the current date & time,datetime.datetime.now(),1509,29
