question_id,intent,rewritten_intent,snippet,idx,time_batch
21833383,When the key is a tuple in dictionary in Python,make all keys lowercase in dictionary `d`,"d = {(a.lower(), b): v for (a, b), v in list(d.items())}",2329,51
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"np.array((a, b))",2330,51
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"c = np.r_[(a[None, :], b[None, :])]",2331,51
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the first axis,"print(concatenate((a, b), axis=0))",2332,51
21887754,numpy concatenate two arrays vertically,numpy concatenate two arrays `a` and `b` along the second axis,"print(concatenate((a, b), axis=1))",2333,51
21899953,How to set window size using phantomjs and selenium webdriver in python,"Set a window size to `1400, 1000` using selenium webdriver","driver.set_window_size(1400, 1000)",2334,51
21947035,Print string as hex literal python,"print string ""ABC"" as hex literal","""""""ABC"""""".encode('hex')",2335,51
21974169,How to disable query cache with mysql.connector,Mysql commit current transaction,con.commit(),2336,51
21986194,How to pass dictionary items as function arguments in python?,pass dictionary items `data` as keyword arguments in function `my_function`,my_function(**data),2337,51
22086116,how do you filter pandas dataframes by multiple columns,create dataframe `males` containing data of dataframe `df` where column `Gender` is equal to 'Male' and column `Year` is equal to 2014,males = df[(df[Gender] == 'Male') & (df[Year] == 2014)],2338,51
22093471,pandas Subtract Dataframe with a row from another dataframe,pandas subtract a row from dataframe `df2` from dataframe `df`,"pd.DataFrame(df.values - df2.values, columns=df.columns)",2339,51
22128218,Pandas how to apply multiple functions to dataframe,apply functions `mean` and `std` to each column in dataframe `df`,"df.groupby(lambda idx: 0).agg(['mean', 'std'])",2340,51
22187233,How to delete all instances of a character in a string in python?,How to delete all instances of a character in a string in python?,""""""""""""".join([char for char in 'it is icy' if char != 'i'])",2341,51
22187233,How to delete all instances of a character in a string in python?,"delete all characters ""i"" in string ""it is icy""","""""""it is icy"""""".replace('i', '')",2342,51
22187233,How to delete all instances of a character in a string in python?,delete all instances of a character 'i' in a string 'it is icy',"re.sub('i', '', 'it is icy')",2343,51
22187233,How to delete all instances of a character in a string in python?,delete all occurrences of character 'i' in string 'it is icy',""""""""""""".join([char for char in 'it is icy' if char != 'i'])",2344,51
22229255,Confusing with the usage of regex in Python,match zero-or-more instances of lower case alphabet characters in a string `f233op `,"re.findall('([a-z])*', 'f233op')",2345,51
22229255,Confusing with the usage of regex in Python,match zero-or-more instances of lower case alphabet characters in a string `f233op `,"re.findall('([a-z]*)', 'f233op')",2346,51
22240602,How do I check if all elements in a list are the same?,check if all elements in list `mylist` are the same,len(set(mylist)) == 1,2347,51
22245171,How to lowercase a python dataframe string column if it has missing values?,lowercase a python dataframe string in column 'x' if it has missing values in dataframe `df`,df['x'].str.lower(),2348,51
22296496,Add element to a json in python,add variable `var` to key 'f' of first element in JSON data `data`,data[0]['f'] = var,2349,51
22365172,Ending with a for loop in python,"Iterate ove list `[1, 2, 3]` using list comprehension","print([item for item in [1, 2, 3]])",2350,51
22397058,Dropping a single (sub-) column from a MultiIndex,drop a single subcolumn 'a' in column 'col1' from a dataframe `df`,"df.drop(('col1', 'a'), axis=1)",2351,51
22397058,Dropping a single (sub-) column from a MultiIndex,"dropping all columns named 'a' from a multiindex 'df', across all level.","df.drop('a', level=1, axis=1)",2352,51
22412258,Get the first element of each tuple in a list in Python,get a list `res_list` of the first elements of each tuple in a list of tuples `rows`,res_list = [x[0] for x in rows],2353,51
22412258,Get the first element of each tuple in a list in Python,get the first element of each tuple in a list `rows`,[x[0] for x in rows],2354,51
22520932,"Python, remove all non-alphabet chars from string",remove all non-alphabet chars from string `s`,""""""""""""".join([i for i in s if i.isalpha()])",2355,51
22625616,listing files from a directory using glob python,list all files in a current directory,glob.glob('*'),2356,51
22625616,listing files from a directory using glob python,List all the files that matches the pattern `hello*.txt`,glob.glob('hello*.txt'),2357,51
22625616,listing files from a directory using glob python,List all the files that doesn't contain the name `hello`,glob.glob('[!hello]*.txt'),2358,51
22702760,how to multiply multiple columns by a column in Pandas,multiply column 'A' and column 'B' by column 'C' in datafram `df`,"df[['A', 'B']].multiply(df['C'], axis='index')",2359,51
22712292,How to use `numpy.savez` in a loop for save more than one array?,"Save array at index 0, index 1 and index 8 of array `np` to tmp file `tmp`","np.savez(tmp, *[getarray[0], getarray[1], getarray[8]])",2360,51
22733642,how to write a unicode csv in Python 2.7,how to write a unicode csv in Python 2.7,self.writer.writerow([str(s).encode('utf-8') for s in row]),2361,51
22741068,How do I remove identical items from a list and sort it in Python?,remove identical items from list `my_list` and sort it alphabetically,sorted(set(my_list)),2362,51
22749706,How to get the length of words in a sentence?,How to get the length of words in a sentence?,[len(x) for x in s.split()],2363,51
22799300,How to unpack a Series of tuples in Pandas?,unpack a series of tuples in pandas into a DataFrame with column names 'out-1' and 'out-2',"pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)",2364,51
22859493,Order list by date (String and datetime),sort list `li` in descending order based on the date value in second element of each list in list `li`,"sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)",2365,51
22882922,Splitting a string with repeated characters into a list using regex,split a string `s` with into all strings of repeated characters,"[m.group(0) for m in re.finditer('(\\d)\\1*', s)]",2366,51
22904654,How to save Xlsxwriter file in certain path?,save xlsxwriter file to 'C:/Users/Steven/Documents/demo.xlsx' path,workbook = xlsxwriter.Workbook('C:/Users/Steven/Documents/demo.xlsx'),2367,51
