question_id,intent,rewritten_intent,snippet,idx,time_batch
18470323,How to select only specific columns from a DataFrame with MultiIndex columns?,From multiIndexed dataframe `data` select columns `a` and `c` within each higher order column `one` and `two`,"data.loc[:, (list(itertools.product(['one', 'two'], ['a', 'c'])))]",2134,46
18493677,how do i return a string from a regex match in python,return a string from a regex match with pattern '<img.*?>' in string 'line',"imtag = re.match('<img.*?>', line).group(0)",2135,46
18500541,How to flatten a tuple in python,flatten a tuple `l`,"[(a, b, c) for a, (b, c) in l]",2136,46
18504967,pandas dataframe create new columns and fill with calculated values from same df,create new column `A_perc` in dataframe `df` with row values equal to the value in column `A` divided by the value in column `sum`,df['A_perc'] = df['A'] / df['sum'],2137,46
18524112,Norm along row in pandas,normalize the dataframe `df` along the rows,np.sqrt(np.square(df).sum(axis=1)),2138,46
18524642,Convert list of lists to list of integers,combine elements of each list in list `L` into digits of a single integer,[''.join(str(d) for d in x) for x in L],2139,46
18524642,Convert list of lists to list of integers,convert list of lists `L` to list of integers,[int(''.join(str(d) for d in x)) for x in L],2140,46
18524642,Convert list of lists to list of integers,convert a list of lists `L` to list of integers,L = [int(''.join([str(y) for y in x])) for x in L],2141,46
18551752,Python - split sentence after words but with maximum of n characters in result,split string `text` into chunks of 16 characters each,"re.findall('.{,16}\\b', text)",2142,46
18594469,Normalizing a pandas DataFrame by row,normalize a pandas dataframe `df` by row,"df.div(df.sum(axis=1), axis=0)",2143,46
18609153,Format() in Python Regex,"format parameters 'b' and 'a' into plcaeholders in string ""{0}\\w{{2}}b{1}\\w{{2}}quarter""","""""""{0}\\w{{2}}b{1}\\w{{2}}quarter"""""".format('b', 'a')",2144,46
18624039,Pandas reset index on series to remove multiindex,reset index of series `s`,s.reset_index(0).reset_index(drop=True),2145,46
18637651,Most pythonic way to convert a list of tuples,group a list `list_of_tuples` of tuples by values,zip(*list_of_tuples),2146,46
18637651,Most pythonic way to convert a list of tuples,to convert a list of tuples `list_of_tuples` into list of lists,[list(t) for t in zip(*list_of_tuples)],2147,46
18649884,Python list comprehension for loops,Get a list from two strings `12345` and `ab` with values as each character concatenated,[(x + y) for x in '12345' for y in 'ab'],2148,46
18663026,How do I pythonically set a value in a dictionary if it is None?,Set value for key `a` in dict `count` to `0` if key `a` does not exist or if value is `none`,"count.setdefault('a', 0)",2149,46
18663644,How to account for accent characters for regex in Python?,"match a sharp, followed by letters (including accent characters) in string `str1` using a regex","hashtags = re.findall('#(\\w+)', str1, re.UNICODE)",2150,46
18684076,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]",2151,46
18684397,"How to create datetime object from ""16SEP2012"" in python","create datetime object from ""16sep2012""","datetime.datetime.strptime('16Sep2012', '%d%b%Y')",2152,46
