question_id,intent,rewritten_intent,snippet,idx,time_batch
5180365,Python Add Comma Into Number String,format floating point number  `TotalAmount` to be rounded off to two decimal places and have a comma thousands' seperator,"print('Total cost is: ${:,.2f}'.format(TotalAmount))",1042,18
5183533,How to make List from Numpy Matrix in Python,Convert array `a` into a list,numpy.array(a).reshape(-1).tolist(),1043,18
5183533,How to make List from Numpy Matrix in Python,Convert the first row of numpy matrix `a` to a list,numpy.array(a)[0].tolist(),1044,18
5201191,Method to sort a list of lists?,sort list of lists `L` by the second item in each list,L.sort(key=operator.itemgetter(1)),1045,18
5212870,Sorting a Python list by two criteria,Sorting a Python list by two criteria,"sorted(list, key=lambda x: (x[0], -x[1]))",1046,18
5218948,How to auto-scroll a gtk.scrolledwindow?,Make a auto scrolled window to the end of the list in gtk,"self.treeview.connect('size-allocate', self.treeview_changed)",1047,18
5229425,Precision in python,print a digit `your_number` with exactly 2 digits after decimal,print('{0:.2f}'.format(your_number)),1048,18
5245058,Python: Filter lines from a text file which contain a particular word,filter lines from a text file 'textfile' which contain a word 'apple',[line for line in open('textfile') if 'apple' in line],1049,18
5251663,determine if a list contains other lists,check if any values in a list `input_list` is a list,"any(isinstance(el, list) for el in input_list)",1050,18
5254445,Add string in a certain position in Python,add string `-` in `4th` position of a string `s`,s[:4] + '-' + s[4:],1051,18
5255657,How can I disable logging while running unit tests in Python Django?,disable logging while running unit tests in python django,logging.disable(logging.CRITICAL),1052,18
5280178,How do I load a file into the python console?,load a file `file.py` into the python console,"exec(compile(open('file.py').read(), 'file.py', 'exec'))",1053,18
5285181,IO Error while storing data in pickle,open a file `/home/user/test/wsservice/data.pkl` in binary write mode,"output = open('/home/user/test/wsservice/data.pkl', 'wb')",1054,18
5301996,How to do many-to-many Django query to find book with 2 given authors?,Filter Django objects by `author` with ids `1` and `2`,Book.objects.filter(author__id=1).filter(author__id=2),1055,18
5306079,Python: How do I convert an array of strings to an array of numbers?,"convert a list of strings `['1', '-1', '1']` to a list of numbers","map(int, ['1', '-1', '1'])",1056,18
5306756,how to show Percentage in python,display the float `1/3*100` as a percentage,print('{0:.0f}%'.format(1.0 / 3 * 100)),1057,18
5333244,How to display a jpg file in Python?,Display a image file `pathToFile`,Image.open('pathToFile').show(),1058,18
5352546,best way to extract subset of key-value pairs from python dictionary object,"best way to extract subset of key-value pairs with keys matching 'l', 'm', or 'n' from python dictionary object","{k: bigdict[k] for k in list(bigdict.keys()) & {'l', 'm', 'n'}}",1059,18
5352546,best way to extract subset of key-value pairs from python dictionary object,"Get items from a dictionary `bigdict` where the keys are present in `('l', 'm', 'n')`","{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}",1060,18
5352546,best way to extract subset of key-value pairs from python dictionary object,"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`","dict((k, bigdict[k]) for k in ('l', 'm', 'n'))",1061,18
5352546,best way to extract subset of key-value pairs from python dictionary object,"Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3","{k: bigdict[k] for k in ('l', 'm', 'n')}",1062,18
5373474,Multiple positional arguments with Python and argparse,specify multiple positional arguments with argparse,"parser.add_argument('input', nargs='+')",1063,18
5384570,What's the shortest way to count the number of items in a generator/iterator?,count the number of items in a generator/iterator `it`,sum(1 for i in it),1064,18
5399112,How do I url encode in Python?,replace special characters in url 'http://spam.com/go/' using the '%xx' escape,urllib.parse.quote('http://spam.com/go/'),1065,18
5404068,How to read keyboard-input?,read keyboard-input,input('Enter your input:'),1066,18
5404665,Accessing elements of python dictionary,access value associated with key 'American' of key 'Apple' from dictionary `dict`,dict['Apple']['American'],1067,18
5430470,retrieving list items from request.POST in django/python,Get a list values of a dictionary item `pass_id` from post requests in django,request.POST.getlist('pass_id'),1068,18
5453026,String to list in Python,split string 'QH QD JC KD JS' into a list on white spaces,"""""""QH QD JC KD JS"""""".split()",1069,18
5486725,How to execute a command prompt command from python,execute a command in the command prompt to list directory contents of the c drive `c:\\',os.system('dir c:\\'),1070,18
5501641,How to create a list with the characters of a string?,create a list with the characters of a string `5+6`,list('5+6'),1071,18
5503925,How do I use a dictionary to update fields in Django models?,update fields in Django model `Book` with arguments in dictionary `d` where primary key is equal to `pk`,Book.objects.filter(pk=pk).update(**d),1072,18
5503925,How do I use a dictionary to update fields in Django models?,update the fields in django model `Book` using dictionary `d`,Book.objects.create(**d),1073,18
5507948,How can I insert NULL data into MySQL database with Python?,insert row into mysql database with column 'column1' set to the value `value`,"cursor.execute('INSERT INTO table (`column1`) VALUES (%s)', (value,))",1074,18
5508352,Indexing numpy array with another numpy array,Get index of numpy array `a` with another numpy array `b`,a[tuple(b)],1075,18
5555063,Unescaping Characters in a String with Python,un-escaping characters in a string with python,"""""""\\u003Cp\\u003E"""""".decode('unicode-escape')",1076,18
5558418,list of dicts to/from dict of lists,group a list of dicts `LD` into one dict by key,"print(dict(zip(LD[0], zip(*[list(d.values()) for d in LD]))))",1077,18
5577501,How to tell if string starts with a number?,check if string `string` starts with a number,string[0].isdigit(),1078,18
5577501,How to tell if string starts with a number?,"Check if string `strg` starts with any of the elements in list ('0', '1', '2', '3', '4', '5', '6', '7', '8', '9')","strg.startswith(('0', '1', '2', '3', '4', '5', '6', '7', '8', '9'))",1079,18
5607551,How to urlencode a querystring in Python?,urlencode a querystring 'string_of_characters_like_these:$#@=?%^Q^$' in python 2,urllib.parse.quote_plus('string_of_characters_like_these:$#@=?%^Q^$'),1080,18
