question_id,intent,rewritten_intent,snippet,idx,time_batch
2759323,How can I list the contents of a directory in Python?,list all the contents of the directory 'path'.,os.listdir('path'),652,8
2759323,How can I list the contents of a directory in Python?,list the contents of a directory '/home/username/www/',os.listdir('/home/username/www/'),653,8
2763750,How to replace only part of the match with python re.sub,insert `_suff` before the file extension in `long.file.name.jpg` or replace `_a` with `suff` if it precedes the extension.,"re.sub('(\\_a)?\\.([^\\.]*)$', '_suff.\\2', 'long.file.name.jpg')",654,8
2764586,Get current URL in Python,get current requested url,self.request.url,655,8
2769061,How to erase the file contents of text file in Python?,erase the contents of a file `filename`,"open('filename', 'w').close()",656,8
2769061,How to erase the file contents of text file in Python?,How to erase the file contents of text file in Python?,"open('file.txt', 'w').close()",657,8
2783079,How do I convert a unicode to a string at the Python level?,Format a string `u'Andr\xc3\xa9'` that has unicode characters,""""""""""""".join(chr(ord(c)) for c in 'Andr\xc3\xa9')",658,8
2783079,How do I convert a unicode to a string at the Python level?,convert a unicode 'Andr\xc3\xa9' to a string,""""""""""""".join(chr(ord(c)) for c in 'Andr\xc3\xa9').decode('utf8')",659,8
2793324,delete a list element by value,delete the element 6 from list `a`,a.remove(6),660,8
2793324,delete a list element by value,delete the element `c` from list `a`,"try:
    a.remove(c)
except ValueError:
    pass",661,8
2793324,delete a list element by value,delete the element `c` from list `a`,"if (c in a):
    a.remove(c)",662,8
2793324,delete a list element by value,"remove item ""b"" in list `a`",a.remove('b'),663,8
2793324,delete a list element by value,delete the element 6 from list `a`,a.remove(6),664,8
2793324,delete a list element by value,remove item `c` in list `a`,a.remove(c),665,8
2798627,How can I detect DOS line breaks in a file?,read file 'myfile.txt' using universal newline mode 'U',"print(open('myfile.txt', 'U').read())",666,8
2803852,Python date string to date object,convert date string '24052010' to date object in format '%d%m%Y',"datetime.datetime.strptime('24052010', '%d%m%Y').date()",667,8
2805231,"How can I do DNS lookups in Python, including referring to /etc/hosts?",fetch address information for host 'google.com' ion port 80,"print(socket.getaddrinfo('google.com', 80))",668,8
2806611,What's the best way to aggregate the boolean values of a Python dictionary?,check if all boolean values in a python dictionary `dict` are true,all(dict.values()),669,8
2813806,How do you check the presence of many keys in a Python dictinary?,check if key 'stackoverflow' and key 'google' are presented in dictionary `sites`,"set(['stackoverflow', 'google']).issubset(sites)",670,8
2813829,How do I coalesce a sequence of identical characters into just one?,coalesce non-word-characters in string `a`,"print(re.sub('(\\W)\\1+', '\\1', a))",671,8
2823472,Is there a method that tells my program to quit?,quit program,sys.exit(0),672,8
2847272,"Python string formatting when string contains ""%s"" without escaping","replace fields delimited by braces {} in string ""Day old bread, 50% sale {0}"" with string 'today'","""""""Day old bread, 50% sale {0}"""""".format('today')",673,8
2849286,"Python, Matplotlib, subplot: How to set the axis range?","set the y axis range to `0, 1000` in subplot using pylab","pylab.ylim([0, 1000])",674,8
2850966,How can I lookup an attribute in any scope by name?,lookup an attribute in any scope by name 'range',"getattr(__builtins__, 'range')",675,8
2878084,Sort a list of dicts by dict values,sort a list `l` of dicts by dict value 'title',l.sort(key=lambda x: x['title']),676,8
2878084,Sort a list of dicts by dict values,"sort a list of dictionaries by the value of keys 'title', 'title_url', 'id' in ascending order.","l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))",677,8
2878084,Sort a list of dicts by dict values,sort a list of dictionary `mylist` by the key `title`,mylist.sort(key=lambda x: x['title']),678,8
2890896,Extract IP address from an html string (python),extract ip address from an html string,"ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)",679,8
2911754,How to upload binary file with ftplib in Python?,upload binary file `myfile.txt` with ftplib,"ftp.storbinary('STOR myfile.txt', open('myfile.txt', 'rb'))",680,8
2917372,How to search a list of tuples in Python,get the indices of tuples in list of tuples `L` where the first value is 53,"[i for i, v in enumerate(L) if v[0] == 53]",681,8
2918362,writing string to a file on a new line everytime?,writing string 'text to write\n' to file `f`,f.write('text to write\n'),682,8
2918362,writing string to a file on a new line everytime?,Write a string `My String` to a file `file` including new line character,file.write('My String\n'),683,8
2951701,Is it possible to use 'else' in a python list comprehension?,"replace `0` with `2` in the list `[0, 1, 0, 3]`","[(a if a else 2) for a in [0, 1, 0, 3]]",684,8
2953746,Python parse comma-separated number into int,"parse a comma-separated string number '1,000,000' into int","int('1,000,000'.replace(',', ''))",685,8
2972212,Creating an empty list,Creating an empty list,list(),686,8
2972212,Creating an empty list,Creating an empty list,[],687,8
2972212,Creating an empty list,Creating an empty list `l`,l = list(),688,8
2972212,Creating an empty list,Creating an empty list `l`,l = [],689,8
2984751,Django filter by hour,django filter by hour,Entry.objects.filter(pub_date__contains='08:00'),690,8
