question_id,intent,rewritten_intent,snippet,idx,time_batch
31818050,round number to nearest integer,round number 8.005 up to 2 decimal places,"round(8.005, 2)",2602,58
31818050,round number to nearest integer,round number 7.005 up to 2 decimal places,"round(7.005, 2)",2603,58
31818050,round number to nearest integer,round number 6.005 up to 2 decimal places,"round(6.005, 2)",2604,58
31818050,round number to nearest integer,round number 32.268907563 up to 3 decimal points,"round(32.268907563, 3)",2605,58
31818050,round number to nearest integer,round number 1.005 up to 2 decimal places,"round(1.005, 2)",2606,58
31818050,round number to nearest integer,round number 3.0005 up to 3 decimal places,"round(3.0005, 3)",2607,58
31828240,First non-null value per row from a list of Pandas columns,get first non-null value per each row from dataframe `df`,df.stack().groupby(level=0).first(),2608,58
31888871,Pandas - replacing column values,replace value 0 with 'Female' and value 1 with 'Male' in column 'sex' of dataframe `data`,"data['sex'].replace([0, 1], ['Female', 'Male'], inplace=True)",2609,58
31950612,find last occurence of multiple characters in a string in Python,get the largest index of the last occurrence of characters '([{' in string `test_string`,max(test_string.rfind(i) for i in '([{'),2610,58
31957364,Numpy elementwise product of 3d array,elementwise product of 3d arrays `A` and `B`,"np.einsum('ijk,ikl->ijl', A, B)",2611,58
31958637,BeautifulSoup - search by text inside a tag,BeautifulSoup search string 'Elsie' inside tag 'a',"soup.find_all('a', string='Elsie')",2612,58
32032836,Select everything but a list of columns from pandas dataframe,get all column name of dataframe `df` except for column 'T1_V6',df[df.columns - ['T1_V6']],2613,58
32063985,Deleting a div with a particlular class using BeautifulSoup,remove a div with a id `main-content` using beautifulsoup,"soup.find('div', id='main-content').decompose()",2614,58
32191029,Getting the indices of several elements in a NumPy array at once,Get the indices in array `b` of each element appearing in array `a`,"np.in1d(b, a).nonzero()[0]",2615,58
32283692,Adding a 1-D Array to a 3-D array in Numpy,"adding a 1-d array `[1, 2, 3, 4, 5, 6, 7, 8, 9]` to a 3-d array `np.zeros((6, 9, 20))`","np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9])[(None), :, (None)]",2616,58
32283692,Adding a 1-D Array to a 3-D array in Numpy,"add array of shape `(6, 9, 20)` to array `[1, 2, 3, 4, 5, 6, 7, 8, 9]`","np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9]).reshape((1, 9, 1))",2617,58
32292554,Is there a cleaner way to iterate through all binary 4-tuples?,create a list containing a four elements long tuples of permutations of binary values,"itertools.product(list(range(2)), repeat=4)",2618,58
32296933,removing duplicates of a list of sets,remove all duplicates from a list of sets `L`,list(set(frozenset(item) for item in L)),2619,58
32296933,removing duplicates of a list of sets,remove duplicates from a list of sets 'L',[set(item) for item in set(frozenset(item) for item in L)],2620,58
32458541,Django can't find URL pattern,Configure url in django properly,"url('^', include('sms.urls')),",2621,58
32458541,Django can't find URL pattern,Confirm urls in Django properly,"url('^$', include('sms.urls')),",2622,58
32464280,converting currency with $ to numbers in Python pandas,remove dollar sign '$' from second to last column data in dataframe 'df' and convert the data into floats,"df[df.columns[1:]].replace('[\\$,]', '', regex=True).astype(float)",2623,58
32490629,Getting today's date in YYYY-MM-DD in Python?,Getting today's date in YYYY-MM-DD,datetime.datetime.today().strftime('%Y-%m-%d'),2624,58
