question_id,intent,rewritten_intent,snippet,idx,time_batch
17027690,How to skip the extra newline while printing lines read from a file?,skip the newline while printing `line`,print(line.rstrip('\n')),2017,43
17038426,splitting a string based on tab in the file,split a string `yas` based on tab '\t',"re.split('\\t+', yas.rstrip('\t'))",2018,43
17038639,sorting a list with objects of a class as its items,sort a list `your_list` of class objects by their values for the attribute `anniversary_score`,your_list.sort(key=operator.attrgetter('anniversary_score')),2019,43
17038639,sorting a list with objects of a class as its items,sort list `your_list` by the `anniversary_score` attribute of each object,your_list.sort(key=lambda x: x.anniversary_score),2020,43
17057544,Python - Extract folder path from file path,Get absolute folder path and filename for file `existGDBPath `,os.path.split(os.path.abspath(existGDBPath)),2021,43
17057544,Python - Extract folder path from file path,extract folder path from file path,os.path.dirname(os.path.abspath(existGDBPath)),2022,43
17071871,Select rows from a DataFrame based on values in a column in pandas,select all rows whose values in a column `column_name` equals a scalar `some_value` in pandas data frame object `df`,df.loc[df['column_name'] == some_value],2023,43
17071871,Select rows from a DataFrame based on values in a column in pandas,select rows of dataframe `df` whose value for column `A` is `foo`,print(df.loc[df['A'] == 'foo']),2024,43
17071871,Select rows from a DataFrame based on values in a column in pandas,select rows whose column value in column `column_name` does not equal `some_value` in pandas data frame,df.loc[df['column_name'] != some_value],2025,43
17071871,Select rows from a DataFrame based on values in a column in pandas,select rows from a dataframe `df` whose value for column `column_name` is not in `some_values`,df.loc[~df['column_name'].isin(some_values)],2026,43
17071871,Select rows from a DataFrame based on values in a column in pandas,"Select rows whose value of the ""B"" column is ""one"" or ""three"" in the DataFrame `df`","print(df.loc[df['B'].isin(['one', 'three'])])",2027,43
17097236,How to replace values with None in Pandas data frame in Python?,replace '-' in pandas dataframe `df` with `np.nan`,"df.replace('-', np.nan)",2028,43
17098654,"How to store data frame using PANDAS, Python","store data frame `df` to file `file_name` using pandas, python",df.to_pickle(file_name),2029,43
17106819,Accessing Python dict values with the key start characters,get values from a dictionary `my_dict` whose key contains the string `Date`,"[v for k, v in list(my_dict.items()) if 'Date' in k]",2030,43
17109608,change figure size and figure format in matplotlib,change figure size to 3 by 4 in matplotlib,"plt.figure(figsize=(3, 4))",2031,43
17117912,Python Accessing Values in A List of Dictionaries,create a list of tuples with the values of keys 'Name' and 'Age' from each dictionary `d` in the list `thisismylist`,"[(d['Name'], d['Age']) for d in thisismylist]",2032,43
17117912,Python Accessing Values in A List of Dictionaries,create a list where each element is a value of the key 'Name' for each dictionary `d` in the list `thisismylist`,[d['Name'] for d in thisismylist],2033,43
17134716,Convert DataFrame column type from string to datetime,convert the dataframe column 'col' from string types to datetime types,df['col'] = pd.to_datetime(df['col']),2034,43
17138464,Subscripting text in matplotlib labels,subscript text 'H20' with '2' as subscripted in matplotlib labels for arrays 'x' and 'y'.,"plt.plot(x, y, label='H\u2082O')",2035,43
17138464,Subscripting text in matplotlib labels,subscript text 'H20' with '2' as subscripted in matplotlib labels for arrays 'x' and 'y'.,"plt.plot(x, y, label='$H_2O$')",2036,43
17141558,How to sort a dataFrame in python pandas by two or more columns?,"sort a pandas data frame by column `a` in ascending, and by column `b` in descending order","df.sort(['a', 'b'], ascending=[True, False])",2037,43
17141558,How to sort a dataFrame in python pandas by two or more columns?,sort a pandas data frame with column `a` in ascending and `b` in descending order,"df1.sort(['a', 'b'], ascending=[True, False], inplace=True)",2038,43
17141558,How to sort a dataFrame in python pandas by two or more columns?,sort dataframe `df` based on column 'b' in ascending and column 'c' in descending,"df.sort_values(['b', 'c'], ascending=[True, False], inplace=True)",2039,43
17141558,How to sort a dataFrame in python pandas by two or more columns?,sort dataframe `df` based on column 'a' in ascending and column 'b' in descending,"df.sort_values(['a', 'b'], ascending=[True, False])",2040,43
17149561,How to find a value in a list of python dictionaries?,"Check if the value of the key ""name"" is ""Test"" in a list of dictionaries `label`",any(d['name'] == 'Test' for d in label),2041,43
17166601,Summing across rows of Pandas Dataframe,Summing across rows of Pandas Dataframe,"df.groupby(['stock', 'same1', 'same2'])['positions'].sum().reset_index()",2042,43
17166601,Summing across rows of Pandas Dataframe,"sum the column `positions` along the  other columns `stock`, `same1`, `same2` in a pandas data frame `df`","df.groupby(['stock', 'same1', 'same2'], as_index=False)['positions'].sum()",2043,43
17193850,How to get column by number in Pandas?,get all the values in column `b` from pandas data frame `df`,df['b'],2044,43
17223174,Returning distinct rows in SQLAlchemy with SQLite,SQLAlchemy count the number of rows with distinct values in column `name` of table `Tag`,session.query(Tag).distinct(Tag.name).group_by(Tag.name).count(),2045,43
17238587,python regular expression to remove repeated words,Remove duplicate words from a string `text` using regex,"text = re.sub('\\b(\\w+)( \\1\\b)+', '\\1', text)",2046,43
17277100,Python: slicing a multi-dimensional array,get a list `slice` of array slices of the first two rows and columns from array `arr`,"slice = [arr[i][0:2] for i in range(0, 2)]",2047,43
17284947,regex to get all text outside of brackets,get all text that is not enclosed within square brackets in string `example_str`,"re.findall('(.*?)\\[.*?\\]', example_str)",2048,43
17284947,regex to get all text outside of brackets,Use a regex to get all text in a string `example_str` that is not surrounded by square brackets,"re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)",2049,43
17306755,How can I format a float using matplotlib's LaTeX formatter?,format float `3.5e+20`  to `$3.5 \\times 10^{20}$` and set as title of matplotlib plot `ax`,"ax.set_title('$%s \\times 10^{%s}$' % ('3.5', '+20'))",2050,43
17315881,How can I check if a Pandas dataframe's index is sorted,check if a pandas dataframe `df`'s index is sorted,all(df.index[:-1] <= df.index[1:]),2051,43
17331290,How to check for palindrome using Python logic,check if string `str` is palindrome,str(n) == str(n)[::-1],2052,43
17352321,Python splitting string by parentheses,"find all occurrences of the pattern '\\[[^\\]]*\\]|\\([^\\)]*\\)|""[^""]*""|\\S+' within `strs`","re.findall('\\[[^\\]]*\\]|\\([^\\)]*\\)|""[^""]*""|\\S+', strs)",2053,43
17407691,Python regex to match multiple times,Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,"pattern = re.compile('(?:review: )?(http://url.com/(\\d+))\\s?', re.IGNORECASE)",2054,43
17424182,Extracting all rows from pandas Dataframe that have certain value in a specific column,extract all rows from dataframe `data` where the value of column 'Value' is True,data[data['Value'] == True],2055,43
