question_id,intent,rewritten_intent,snippet,idx,time_batch
4363072,what would be the python code to add time to a specific timestamp?,Parse string '21/11/06 16:30' according to format '%d/%m/%y %H:%M',"datetime.strptime('21/11/06 16:30', '%d/%m/%y %H:%M')",925,15
4365964,numpy: efficiently reading a large array,Construct an array with data type float32 `a` from data in binary file 'filename',"a = numpy.fromfile('filename', dtype=numpy.float32)",926,15
4383082,Python regex separate space-delimited words into a list,separate words delimited by one or more spaces into a list,"re.split(' +', 'hello world sample text')",927,15
4383571,Importing files from different folder,Importing file `file` from folder '/path/to/application/app/folder',"sys.path.insert(0, '/path/to/application/app/folder')
import file",928,15
4411811,Python: define multiple variables of same type?,create list `levels` containing 3 empty dictionaries,"levels = [{}, {}, {}]",929,15
4433017,Shortest way to convert these bytes to int in python?,convert bytes string `s`  to an unsigned integer,"struct.unpack('>q', s)[0]",930,15
4444923,Get Filename Without Extension in Python,get filename without extension from file `filename`,os.path.splitext(filename)[0],931,15
4454298,Prepend a line to an existing file in Python,prepend the line '#test firstline\n' to the contents of file 'infile' and save as the file 'outfile',"open('outfile', 'w').write('#test firstline\n' + open('infile').read())",932,15
4476373,Simple URL GET/POST function,post request url `url` with parameters `payload`,"r = requests.post(url, data=payload)",933,15
4476373,Simple URL GET/POST,make an HTTP post request with data `post_data`,"post_response = requests.post(url='http://httpbin.org/post', json=post_data)",934,15
4476373,Simple URL GET/POST function,request http url `url`,r = requests.get(url),935,15
4476373,Simple URL GET/POST function,request http url `url` with parameters `payload`,"r = requests.get(url, params=payload)",936,15
4481724,Convert a list of characters into a string,"convert a list of characters `['a', 'b', 'c', 'd']` into a string",""""""""""""".join(['a', 'b', 'c', 'd'])",937,15
4484690,How to filter a dictionary in Python?,Filter a dictionary `d` to remove keys with value 'None' and replace other values with 'updated',"dict((k, 'updated') for k, v in d.items() if v != 'None')",938,15
4484690,How to filter a dictionary in Python?,Filter a dictionary `d` to remove keys with value None and replace other values with 'updated',"dict((k, 'updated') for k, v in d.items() if v is None)",939,15
4484690,How to filter a dictionary in Python?,update all values associated with key `i` to string 'updated' if value `j` is not equal to 'None' in dictionary `d`,"{i: 'updated' for i, j in list(d.items()) if j != 'None'}",940,15
4490961,Numpy: Multiplying a matrix with a 3d tensor -- Suggestion,Multiply a matrix `P` with a 3d tensor `T` in scipy,"scipy.tensordot(P, T, axes=[1, 1]).swapaxes(0, 1)",941,15
4508155,How do I use a MD5 hash (or other binary data) as a key name?,Get a md5 hash from string `thecakeisalie`,k = hashlib.md5('thecakeisalie').hexdigest(),942,15
4523551,Python ASCII to binary,Convert ascii value 'P' to binary,bin(ord('P')),943,15
4524723,Take screenshot in Python on Mac OS X,take screenshot 'screen.png' on mac os x,os.system('screencapture screen.png'),944,15
4530069,"Python: How to get a value of datetime.today() that is ""timezone aware""?",get a value of datetime.today() in the UTC time zone,datetime.now(pytz.utc),945,15
4552380,How to get current date and time from DB using SQLAlchemy,SQLAlchemy select records of columns of table `my_table` in addition to current date column,"print(select([my_table, func.current_date()]).execute())",946,15
4574509,Remove duplicate chars using regex?,remove duplicate characters from string 'ffffffbbbbbbbqqq',"re.sub('([a-z])\\1+', '\\1', 'ffffffbbbbbbbqqq')",947,15
4576115,Convert a list to a dictionary in Python,"convert a list 'a' to a dictionary where each even element represents the key to the dictionary, and the following odd element is the value","b = {a[i]: a[i + 1] for i in range(0, len(a), 2)}",948,15
4581646,How to count all elements in a nested dictionary?,count all elements in a nested dictionary `food_colors`,sum(len(v) for v in food_colors.values()),949,15
4581646,How to count all elements in a nested dictionary?,Get total number of values in a nested dictionary `food_colors`,sum(len(x) for x in list(food_colors.values())),950,15
4587915,Return list of items in list greater than some value,get a list of all items in list `j` with values greater than `5`,[x for x in j if x >= 5],951,15
4588628,Find indices of elements equal to zero from numpy array,Find indices of elements equal to zero from numpy array `x`,numpy.where((x == 0))[0],952,15
4605439,What is the simplest way to swap char in a string with Python?,swap each pair of characters in string `s`,""""""""""""".join([s[x:x + 2][::-1] for x in range(0, len(s), 2)])",953,15
4618373,How do I use the HTMLUnit driver with Selenium from Python?,Load the url `http://www.google.com` in selenium webdriver `driver`,driver.get('http://www.google.com'),954,15
4627981,Creating a dictionary from a string,"Create a dictionary from string `e` separated by `-` and `,`","dict((k, int(v)) for k, v in (e.split(' - ') for e in s.split(',')))",955,15
4628618,Replace first occurence of string,replace only first occurence of string `TEST` from a string `longlongTESTstringTEST`,"'longlongTESTstringTEST'.replace('TEST', '?', 1)",956,15
4641765,Add to integers in a list,append 4 to list `foo`,foo.append(4),957,15
4641765,Add to integers in a list,"append a list [8, 7] to list `foo`","foo.append([8, 7])",958,15
4641765,Add to integers in a list,insert 77 to index 2 of list `x`,"x.insert(2, 77)",959,15
4642501,How to sort dictionaries by keys in Python,How to sort dictionaries by keys in Python,sorted(d.items()),960,15
4642501,How to sort dictionaries by keys in Python,get sorted list of keys of dict `d`,sorted(d),961,15
4642501,How to sort dictionaries by keys in Python,Sort dictionary `o` in ascending order based on its keys and items,sorted(o.items()),962,15
4644025,Python how to sort this list?,Sort a list 'lst' in descending order.,"sorted(lst, reverse=True)",963,15
