question_id,intent,rewritten_intent,snippet,idx,time_batch
7138686,How to write a list to a file with newlines in Python3,write the elements of list `lines` concatenated by special character '\n' to file `myfile`,myfile.write('\n'.join(lines)),1198,22
7142062,Get function name as a string in python,get the name of function `func` as a string,print(func.__name__),1199,22
7142227,How do I sort a zipped list in Python?,How do I sort a zipped list in Python?,zipped.sort(key=lambda t: t[1]),1200,22
7142227,How do I sort a zipped list in Python?,sort a zipped list `zipped` using lambda function,"sorted(zipped, key=lambda x: x[1])",1201,22
7154739,How can I get an array of alternating values in python?,set every two-stride far element to -1 starting from second element in array `a`,a[1::2] = -1,1202,22
7164679,How to send cookies in a post request with the Python Requests library?,send cookies `cookie` in a post request to url 'http://wikipedia.org' with the python requests library,"r = requests.post('http://wikipedia.org', cookies=cookie)",1203,22
7173850,Possible to get user input without inserting a new line?,"get user input using message 'Enter name here: ' and insert it to the first placeholder in string 'Hello, {0}, how do you do?'","print('Hello, {0}, how do you do?'.format(input('Enter name here: ')))",1204,22
7238226,Python datetime to microtime,Convert a datetime object `dt` to microtime,time.mktime(dt.timetuple()) + dt.microsecond / 1000000.0,1205,22
7243750,Download file from web in Python 3,download the file from url `url` and save it under file `file_name`,"urllib.request.urlretrieve(url, file_name)",1206,22
7253803,How to get everything after last slash in a URL?,get every thing after last `/`,"url.rsplit('/', 1)",1207,22
7253803,How to get everything after last slash in a URL?,get everything after last slash in a url stored in variable 'url',"url.rsplit('/', 1)[-1]",1208,22
7253907,Python - how to convert int to string represent a 32bit Hex number,convert 3652458 to string represent a 32bit hex number,"""""""0x{0:08X}"""""".format(3652458)",1209,22
7262828,python : how to convert string literal to raw string literal?,convert a string literal `s` with values `\\` to raw string literal,"s = s.replace('\\', '\\\\')",1210,22
7263824,Get HTML Source of WebElement in Selenium WebDriver using Python,get html source of Selenium WebElement `element`,element.get_attribute('innerHTML'),1211,22
7270321,Finding the index of elements based on a condition using python list comprehension,Get all indexes of a list `a` where each value is greater than `2`,[i for i in range(len(a)) if a[i] > 2],1212,22
7271385,How do I combine two lists into a dictionary in Python?,"combine two lists `[1, 2, 3, 4]` and `['a', 'b', 'c', 'd']` into a dictionary","dict(zip([1, 2, 3, 4], ['a', 'b', 'c', 'd']))",1213,22
7271385,How do I combine two lists into a dictionary in Python?,"combine two lists `[1, 2, 3, 4]` and `['a', 'b', 'c', 'd']` into a dictionary","dict(zip([1, 2, 3, 4], ['a', 'b', 'c', 'd']))",1214,22
7271482,python getting a list of value from list of dict,python getting a list of value from list of dict,[d['value'] for d in l if 'value' in d],1215,22
7271482,python getting a list of value from list of dict,python getting a list of value from list of dict,[d['value'] for d in l],1216,22
7271482,python getting a list of value from list of dict,generate a list containing values associated with the key 'value' of each dictionary inside list `list_of_dicts`,[x['value'] for x in list_of_dicts],1217,22
7284952,Django redirect to root from a view,django redirect to view 'Home.views.index',redirect('Home.views.index'),1218,22
7286365,Print a list in reverse order with range()?,reverse the list that contains 1 to 10,list(reversed(list(range(10)))),1219,22
7286879,splitting unicode string into words,"split unicode string ""раз два три"" into words",'\u0440\u0430\u0437 \u0434\u0432\u0430 \u0442\u0440\u0438'.split(),1220,22
7287996,Python: Get relative path from comparing two absolute paths,get the common prefix from comparing two absolute paths '/usr/var' and '/usr/var2/log',"os.path.commonprefix(['/usr/var', '/usr/var2/log'])",1221,22
7287996,Python: Get relative path from comparing two absolute paths,get relative path of path '/usr/var' regarding path '/usr/var/log/',"print(os.path.relpath('/usr/var/log/', '/usr/var'))",1222,22
7323859,Python - How to call bash commands with pipe?,call bash command 'tar c my_dir | md5sum' with pipe,"subprocess.call('tar c my_dir | md5sum', shell=True)",1223,22
7332841,Add single element to array in numpy,append the first element of array `a` to array `a`,"numpy.append(a, a[0])",1224,22
7349646,Sorting a dictionary of tuples in Python,Sort a list of tuples `b` by third item in the tuple,b.sort(key=lambda x: x[1][2]),1225,22
7351270,Control a print format when printing a list in Python,print numbers in list `list` with precision of 3 decimal places,"print('[%s]' % ', '.join('%.3f' % val for val in list))",1226,22
7351270,Control a print format when printing a list in Python,print a list of floating numbers `l` using string formatting,print([('%5.3f' % val) for val in l]),1227,22
7351270,Control a print format when printing a list in Python,format print output of list of floats `l` to print only up to 3 decimal points,"print('[' + ', '.join('%5.3f' % v for v in l) + ']')",1228,22
7356042,Pythonic way to populate numpy array,Create 2D numpy array from the data provided in 'somefile.csv' with each row in the file having same number of values,"X = numpy.loadtxt('somefile.csv', delimiter=',')",1229,22
7371935,Sort a string in lexicographic order python,"get a sorted list of the characters of string `s` in lexicographic order, with lowercase letters first","sorted(s, key=str.lower)",1230,22
7371935,Sort a string in lexicographic order python,sort string `s` in lexicographic order,"sorted(sorted(s), key=str.upper)",1231,22
7371935,Sort a string in lexicographic order python,Sort a string `s` in lexicographic order,"sorted(s, key=str.upper)",1232,22
7372592,Python: How can I execute a jar file through a python script,execute a jar file 'Blender.jar' using subprocess,"subprocess.call(['java', '-jar', 'Blender.jar'])",1233,22
7373219,Attribute getters in python,get attribute 'attr' from object `obj`,"getattr(obj, 'attr')",1234,22
7378180,Generate all subsets of size k (containing k elements) in Python,"generate all 2-element subsets of tuple `(1, 2, 3)`","list(itertools.combinations((1, 2, 3), 2))",1235,22
7429118,how to get all the values from a numpy array excluding a certain index?,get all the values from a numpy array `a` excluding index 3,a[np.arange(len(a)) != 3],1236,22
