question_id,intent,rewritten_intent,snippet,idx,time_batch
12717716,Python: updating a large dictionary using another large dictionary,"update dictionary `b`, overwriting values where keys are identical, with contents of dictionary `d`",b.update(d),1666,34
12723751,Replacing instances of a character in a string,Replace `;` with `:` in a string `line`,"line = line.replace(';', ':')",1667,34
12739911,How to split a string within a list to create key-value pairs in Python,create a dictionary containing each string in list `my_list` split by '=' as a key/value pairs,print(dict([s.split('=') for s in my_list])),1668,34
12765833,Counting the number of True Booleans in a Python List,"counting the number of true booleans in a python list `[True, True, False, False, False, True]`","sum([True, True, False, False, False, True])",1669,34
12768504,Python: an efficient way to slice a list with a index list,create list `c` containing items from list `b` whose index is in list `index`,c = [b[i] for i in index],1670,34
12772057,how to format date in ISO using python?,Format a date object `str_data` into iso fomrat,"datetime.datetime.strptime(str_date, '%m/%d/%Y').date().isoformat()",1671,34
12777222,How can I zip file with a flattened directory structure using Zipfile in Python?,zip file `pdffile` using its basename as directory name,"archive.write(pdffile, os.path.basename(pdffile))",1672,34
12791501,Python initializing a list of lists,Initialize a list of empty lists `x` of size 3,x = [[] for i in range(3)],1673,34
12804801,Django - How to sort queryset by number of character in a field,sort query set by number of characters in a field `length` in django model `MyModel`,MyModel.objects.extra(select={'length': 'Length(name)'}).order_by('length'),1674,34
12808420,split items in list,Create new list `result` by splitting each item in list `words`,"result = [item for word in words for item in word.split(',')]",1675,34
12814667,How to sort a list according to another list?,sort list `a` using the first dimension of the element as the key to list `b`,a.sort(key=lambda x: b.index(x[0])),1676,34
12814667,How to sort a list according to another list?,How to sort a list according to another list?,a.sort(key=lambda x_y: b.index(x_y[0])),1677,34
12829889,Find Max in Nested Dictionary,Find a max value of the key `count` in a nested dictionary `d`,"max(d, key=lambda x: d[x]['count'])",1678,34
12842997,How to copy a file using python?,copy file `srcfile` to directory `dstdir`,"shutil.copy(srcfile, dstdir)",1679,34
12843099,Python: Logging TypeError: not all arguments converted during string formatting,Log message of level 'info' with value of `date` in the message,logging.info('date={}'.format(date)),1680,34
12843099,Python: Logging TypeError: not all arguments converted during string formatting,convert the argument `date` with string formatting in logging,"logging.info('date=%s', date)",1681,34
12845112,Python: Make last item of array become the first,move last item of array `a` to the first position,a[-1:] + a[:-1],1682,34
12883376,Remove the first word in a Python string?,remove first word in string `s`,"s.split(' ', 1)[1]",1683,34
12897374,Get unique values from a list in python,remove duplicates from list `myset`,mynewlist = list(myset),1684,34
12897374,Get unique values from a list in python,"get unique values from the list `['a', 'b', 'c', 'd']`","set(['a', 'b', 'c', 'd'])",1685,34
12905999,Python dict how to create key or append an element to key?,Create a key `key` if it does not exist in dict `dic` and append element `value` to value.,"dic.setdefault(key, []).append(value)",1686,34
12974474,How to unzip a list of tuples into individual lists?,Unzip a list of tuples `l` into a list of lists,zip(*l),1687,34
12985456,Replace all non-alphanumeric characters in a string,Replace all non-alphanumeric characters in a string,"re.sub('[^0-9a-zA-Z]+', '*', 'h^&ell`.,|o w]{+orld')",1688,34
12987178,Sort a list based on dictionary values in python?,sort list `trial_list` based on values of dictionary `trail_dict`,"sorted(trial_list, key=lambda x: trial_dict[x])",1689,34
13002848,How do I convert an array to string using the jinja template engine?,Jinja join elements of array `tags` with space string ' ',{{tags | join(' ')}},1690,34
13022385,How to properly quit a program in python,properly quit a program,sys.exit(0),1691,34
13042013,Adding url to mysql row in python,adding url `url` to mysql row,"cursor.execute('INSERT INTO index(url) VALUES(%s)', (url,))",1692,34
13070461,Get index of the top n values of a list in python,get indexes of the largest `2` values from a list `a` using itemgetter,"zip(*sorted(enumerate(a), key=operator.itemgetter(1)))[0][-2:]",1693,34
13070461,Get index of the top n values of a list in python,get the indexes of the largest `2` values from a list of integers `a`,"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]",1694,34
13070461,Get index of the top n values of a list in python,get index of the biggest 2 values of a list `a`,"sorted(list(range(len(a))), key=lambda i: a[i])[-2:]",1695,34
13076560,Get the indexes of truthy elements of a boolean list as a list/tuple,get indexes of all true boolean values from a list `bool_list`,"[i for i, elem in enumerate(bool_list, 1) if elem]",1696,34
13078751,Merge Columns within a DataFrame that have the Same Name,Get pandas GroupBy object with sum over the rows with same column names within  dataframe `df`,"df.groupby(df.columns, axis=1).sum()",1697,34
13079852,How do I stack two DataFrames next to each other in Pandas?,stack two dataframes next to each other in pandas,"pd.concat([GOOG, AAPL], keys=['GOOG', 'AAPL'], axis=1)",1698,34
13081090,Convert binary to list of digits Python,create a list containing the digits values from binary string `x` as elements,[int(d) for d in str(bin(x))[2:]],1699,34
13093727,How to replace unicode characters in string with something else python?,replace unicode characters ''\u2022' in string 'str' with '*',"str.decode('utf-8').replace('\u2022', '*')",1700,34
13093727,How to replace unicode characters in string with something else python?,replace unicode character '\u2022' in string 'str' with '*',"str.decode('utf-8').replace('\u2022', '*').encode('utf-8')",1701,34
13114512,Calculating difference between two rows in Python / Pandas,calculat the difference between each row and the row previous to it in dataframe `data`,data.set_index('Date').diff(),1702,34
13128565,String splitting in Python,split string `s` by letter 's',s.split('s'),1703,34
13142347,How to remove leading and trailing zeros in a string? Python,remove leading and trailing zeros in the string 'your_Strip',your_string.strip('0'),1704,34
