question_id,intent,rewritten_intent,snippet,idx,time_batch
11144513,Numpy: cartesian product of x and y array points into single array of 2D points,cartesian product of `x` and `y` array points into single array of 2d points,"numpy.dstack(numpy.meshgrid(x, y)).reshape(-1, 2)",1549,31
11174790,Convert unicode string to byte string,convert unicode string '\xd0\xbc\xd0\xb0\xd1\x80\xd0\xba\xd0\xb0' to byte string,'\xd0\xbc\xd0\xb0\xd1\x80\xd0\xba\xd0\xb0'.encode('latin-1'),1550,31
11205386,Python: BeautifulSoup - get an attribute value based on the name attribute,BeautifulSoup get value associated with attribute 'content' where attribute 'name' is equal to 'City' in tag 'meta' in HTML parsed string `soup`,"soup.find('meta', {'name': 'City'})['content']",1551,31
11219949,Python : how to append new elements in a list of list?,append 3 lists in one list,[[] for i in range(3)],1552,31
11219949,Python : how to append new elements in a list of list?,Initialize a list of empty lists `a` of size 3,a = [[] for i in range(3)],1553,31
11236006,Identify duplicate values in a list in Python,identify duplicate values in list `mylist`,"[k for k, v in list(Counter(mylist).items()) if v > 1]",1554,31
11264005,Using a RegEx to match IP addresses in Python,Validate IP address using Regex,"pat = re.compile('^\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}$')",1555,31
11269575,How to hide output of subprocess in Python 2.7,"hide output of subprocess `['espeak', text]`","subprocess.check_output(['espeak', text], stderr=subprocess.STDOUT)",1556,31
11277432,How to remove a key from a python dictionary?,remove a key 'key' from a dictionary `my_dict`,"my_dict.pop('key', None)",1557,31
11280536,How can I add the corresponding elements of several lists of numbers?,sum elements at the same index of each list in list `lists`,"map(sum, zip(*lists))",1558,31
11300383,How to find the count of a word in a string?,find the count of a word 'Hello' in a string `input_string`,input_string.count('Hello'),1559,31
11303225,How to remove multiple indexes from a list at the same time?,remove multiple values from a list `my_list` at the same time with index starting at `2` and ending just before `6`.,del my_list[2:6],1560,31
11303238,Finding recurring patterns in a string,find recurring patterns in a string '42344343434',"re.findall('^(.+?)((.+)\\3+)$', '42344343434')[0][:-1]",1561,31
11331982,How to remove any URL within a string in Python,remove any url within string `text`,"text = re.sub('^https?:\\/\\/.*[\\r\\n]*', '', text, flags=re.MULTILINE)",1562,31
11336548,Django - taking values from POST request,"django get the value of key 'title' from POST request `request` if exists, else return empty string ''","request.POST.get('title', '')",1563,31
11339210,How to get integer values from a string in Python?,get multiple integer values from a string 'string1',"map(int, re.findall('\\d+', string1))",1564,31
11344827,Summing elements in a list,Sum numbers in a list 'your_list',sum(your_list),1565,31
11348347,Find non-common elements in lists,"create a set that is the exclusive or of [1, 2, 3] and [3, 4, 5]","set([1, 2, 3]) ^ set([3, 4, 5])",1566,31
11351874,Converting a dict into a list,convert dictionary `dict` into a flat list,print([y for x in list(dict.items()) for y in x]),1567,31
11351874,Converting a dict into a list,Convert a dictionary `dict` into a list with key and values as list items.,[y for x in list(dict.items()) for y in x],1568,31
11354544,Read lines containing integers from a file in Python?,strip and split each line `line` on white spaces,line.strip().split(' '),1569,31
11361985,Output data from all columns in a dataframe in pandas,Display maximum output data of columns in dataframe `pandas` that will fit into the screen,"pandas.set_option('display.max_columns', None)",1570,31
11361985,Output data from all columns in a dataframe in pandas,output data of the first 7 columns of Pandas dataframe,"pandas.set_option('display.max_columns', 7)",1571,31
11391969,How to group pandas DataFrame entries by date in a non-unique column,group dataframe `data` entries by year value of the date in column 'date',data.groupby(data['date'].map(lambda x: x.year)),1572,31
11399384,Extract all keys from a list of dictionaries,extract all keys from a list of dictionaries `LoD`,[i for s in [list(d.keys()) for d in LoD] for i in s],1573,31
11399384,Extract all keys from a list of dictionaries,create a set containing all keys' names from dictionary `LoD`,{k for d in LoD for k in list(d.keys())},1574,31
11399384,Extract all keys from a list of dictionaries,create a set containing all keys names from list of dictionaries `LoD`,set([i for s in [list(d.keys()) for d in LoD] for i in s]),1575,31
11403474,Python Regex - Remove special characters but preserve apostraphes,"remove all non -word, -whitespace, or -apostrophe characters from string `doesn't this mean it -technically- works?`","re.sub(""[^\\w' ]"", '', ""doesn't this mean it -technically- works?"")",1576,31
11406091,Selecting Element followed by text with Selenium WebDriver,"Selecting Element ""//li/label/input"" followed by text ""polishpottery"" with Selenium WebDriver `driver`","driver.find_element_by_xpath(""//li/label/input[contains(..,'polishpottery')]"")",1577,31
11414596,"dropping a row in pandas with dates indexes, python",return dataframe `df` with last row dropped,df.ix[:-1],1578,31
11416772,Find all words in a string that start with the $ sign in Python,find all words in a string `mystring` that start with the `$` sign,[word for word in mystring.split() if word.startswith('$')],1579,31
11430863,How to find overlapping matches with a regexp?,find overlapping matches from a string `hello` using regex,"re.findall('(?=(\\w\\w))', 'hello')",1580,31
11479392,What does a for loop within a list do in Python?,Get a list `myList` from 1 to 10,myList = [i for i in range(10)],1581,31
11530799,Python Finding Index of Maximum in List,find the index of the element with the maximum value from a list 'a'.,"max(enumerate(a), key=lambda x: x[1])[0]",1582,31
11533274,How can I combine dictionaries with the same keys in python?,Merge a nested dictionary `dicts` into a flat dictionary by concatenating nested values with the same key `k`,{k: [d[k] for d in dicts] for k in dicts[0]},1583,31
11533274,How can I combine dictionaries with the same keys in python?,combine list of dictionaries `dicts` with the same keys in each list to a single dictionary,"dict((k, [d[k] for d in dicts]) for k in dicts[0])",1584,31
11573817,How to download a file via FTP with Python ftplib,How to download a file via FTP with Python ftplib,"ftp.retrbinary('RETR %s' % filename, file.write)",1585,31
