question_id,intent,rewritten_intent,snippet,idx,time_batch
16233593,How to strip comma in Python string,replace comma in string `s` with empty string '',"s = s.replace(',', '')",1978,42
16249440,Changing file permission in python,changing permission of file `path` to `stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH`,"os.chmod(path, stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH)",1979,42
16296643,Convert tuple to list,Convert tuple `t` to list,list(t),1980,42
16296643,Convert tuple to list and back,Convert tuple `level1` to list,"level1 = map(list, level1)",1981,42
16296643,Convert tuple to list,Convert list `t` to tuple,tuple(l),1982,42
16330838,Python split a string using regex,Python split a string using regex,"re.findall('(.+?):(.+?)\\b ?', text)",1983,42
16344756,Auto reloading python Flask app upon code changes,enable debug mode on Flask application `app`,app.run(debug=True),1984,42
16374540,Efficient way to convert a list to dictionary,"Convert a list `['A:1', 'B:2', 'C:3', 'D:4']` to dictionary","dict(map(lambda s: s.split(':'), ['A:1', 'B:2', 'C:3', 'D:4']))",1985,42
16387069,Open images,Open image 'picture.jpg',"img = Image.open('picture.jpg')
img.show()",1986,42
16387069,Open images,"Open image ""picture.jpg""","img = Image.open('picture.jpg')
Img.show",1987,42
16389188,How to center a window with PyGObject,pygobject center window `window`,window.set_position(Gtk.WindowPosition.CENTER),1988,42
16412563,Python: sorting dictionary of dictionaries,sort dictionary of dictionaries `dic` according to the key 'Fisher',"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)",1989,42
16418415,Divide two lists in python,Divide elements in list `a` from elements at the same index in list `b`,"[(x / y) for x, y in zip(a, b)]",1990,42
16436133,How can i create the empty json object in python,Create a default empty json object if no json is available in request parameter `mydata`,"json.loads(request.POST.get('mydata', '{}'))",1991,42
16537636,How to sort in decreasing value first then increasing in second value,sort list `student_tuples` by second element of each tuple in ascending and third element of each tuple in descending,"print(sorted(student_tuples, key=lambda t: (-t[2], t[0])))",1992,42
16566069,Url decode UTF-8 in Python,decode a urllib escaped url string `url` with `utf8`,url = urllib.parse.unquote(url).decode('utf8'),1993,42
16566069,Url decode UTF-8 in Python,decode url `url` with utf8 and print it,print(urllib.parse.unquote(url).decode('utf8')),1994,42
16568056,Python Nested List Comprehension with two Lists,create a list of aggregation of each element from list `l2` to all elements of list `l1`,[(x + y) for x in l2 for y in l1],1995,42
16658068,How to use Unicode characters in a python string,print a character that has unicode value `\u25b2`,print('\u25b2'.encode('utf-8')),1996,42
16677816,Printing lists onto tables in python,print list `t` into a table-like shape,"print('\n'.join('  '.join(map(str, row)) for row in t))",1997,42
16734590,How to get every element in a list of list of lists?,convert nested list 'Cards' into a flat list,[a for c in Cards for b in c for a in b],1998,42
16735786,How to generate unique equal hash for equal dictionaries?,generate unique equal hash for equal dictionaries `a` and `b`,hash(pformat(a)) == hash(pformat(b)),1999,42
16739319,Selenium Webdriver - NoSuchElementExceptions,selenium wait for driver `driver` 60 seconds before throwing a NoSuchElementExceptions exception,driver.implicitly_wait(60),2000,42
16739319,Selenium Webdriver - NoSuchElementExceptions,selenium webdriver switch to frame 'frameName',driver.switch_to_frame('frameName'),2001,42
16766643,Convert Date String to Day of Week,"convert date string 'January 11, 2010'  into day of week","datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%A')",2002,42
16766643,Convert Date String to Day of Week,Convert Date String to Day of Week,"datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%a')",2003,42
16772071,sort dict by value python,Sort a dictionary `data` by its values,sorted(data.values()),2004,42
16772071,sort dict by value python,sort dict `data` by value,"sorted(data, key=data.get)",2005,42
16772071,sort dict by value python,Get a list of pairs of key-value sorted by values in dictionary `data`,"sorted(list(data.items()), key=lambda x: x[1])",2006,42
16772071,sort dict by value python,sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])",2007,42
16866261,Detecting non-ascii characters in unicode string,"Strip all non-ASCII characters from a unicode string, `\xa3\u20ac\xa3\u20ac`","print(set(re.sub('[\x00-\x7f]', '', '\xa3\u20ac\xa3\u20ac')))",2008,42
16866261,Detecting non-ascii characters in unicode string,Get all non-ascii characters in a unicode string `\xa3100 is worth more than \u20ac100`,"print(re.sub('[\x00-\x7f]', '', '\xa3100 is worth more than \u20ac100'))",2009,42
16868457,python sorting dictionary by length of values,sort a dictionary `d` by length of its values and print as string,"print(' '.join(sorted(d, key=lambda k: len(d[k]), reverse=True)))",2010,42
16874598,How do I calculate the md5 checksum of a file in Python?,calculate the md5 checksum of a file named  'filename.exe',"hashlib.md5(open('filename.exe', 'rb').read()).hexdigest()",2011,42
16883447,"How to read a ""C source, ISO-8859 text""",read file 'myfile' using encoding 'iso-8859-1',"codecs.open('myfile', 'r', 'iso-8859-1').read()",2012,42
16888888,How to read a .xlsx file using the pandas Library in iPython?,read excel file `file_name` using pandas,"dfs = pd.read_excel(file_name, sheetname=None)",2013,42
16962512,Convert scientific notation to decimal - python,convert scientific notation of variable `a` to decimal,"""""""{:.50f}"""""".format(float(a[0] / a[1]))",2014,42
16994696,python get time stamp on file in mm/dd/yyyy format,python get time stamp on file `file` in '%m/%d/%Y' format,"time.strftime('%m/%d/%Y', time.gmtime(os.path.getmtime(file)))",2015,42
17021863,Re-read an open file Python,Put the curser at beginning of the file,file.seek(0),2016,42
