question_id,intent,rewritten_intent,snippet,idx,time_batch
41463763,Merge 2 dataframes with same values in a column,merge 2 dataframes `df1` and `df2` with same values in a column 'revenue' with and index 'date',df2['revenue'] = df2.CET.map(df1.set_index('date')['revenue']),2836,64
41469647,Outer product of each column of a 2D array to form a 3D array - NumPy,outer product of each column of a 2d `X` array to form a 3d array `X`,"np.einsum('ij,kj->jik', X, X)",2837,64
41513324,Python Pandas: drop rows of a timeserie based on time range,Drop the rows in pandas timeseries `df` from the row containing index `start_remove` to the row containing index `end_remove`,df.loc[(df.index < start_remove) | (df.index > end_remove)],2838,64
41513324,Python Pandas: drop rows of a timeserie based on time range,drop rows of dataframe `df` whose index is smaller than the value of `start_remove` or bigger than the value of`end_remove`,df.query('index < @start_remove or index > @end_remove'),2839,64
41552839,How can I convert literal escape sequences in a string to the corresponding bytes?,"encode string ""\\xc3\\x85あ"" to bytes","""""""\\xc3\\x85あ"""""".encode('utf-8')",2840,64
41552839,How can I convert literal escape sequences in a string to the corresponding bytes?,"convert and escape string ""\\xc3\\x85あ"" to UTF-8 code","""""""\\xc3\\x85あ"""""".encode('utf-8').decode('unicode_escape')",2841,64
41572822,How to swap a group of column headings with their values in Pandas,Sort the values of the dataframe `df` and align the columns accordingly based on the obtained indices after np.argsort.,"pd.DataFrame(df.columns[np.argsort(df.values)], df.index, np.unique(df.values))",2842,64
41648246,Efficient computation of the least-squares algorithm in NumPy,solve for the least squares' solution of matrices `a` and `b`,"np.linalg.solve(np.dot(a.T, a), np.dot(a.T, b))",2843,64
41727442,How to get a list of all integer points in an n-dimensional cube using python?,get a list of all integer points in a `dim` dimensional hypercube with coordinates from `-x` to `y` for all dimensions,"list(itertools.product(list(range(-x, y)), repeat=dim))",2844,64
41807864,Regex matching 5-digit substrings not enclosed with digits,regex matching 5-digit substrings not enclosed with digits in `s`,"re.findall('(?<!\\d)\\d{5}(?!\\d)', s)",2845,64
41821112,How can I sum the product of two list items using for loop in python?,get the sum of the products of each pair of corresponding elements in lists `a` and `b`,"sum(x * y for x, y in zip(a, b))",2846,64
41821112,How can I sum the product of two list items using for loop in python?,sum the products of each two elements at the same index of list `a` and list `b`,"list(x * y for x, y in list(zip(a, b)))",2847,64
41821112,How can I sum the product of two list items using for loop in python?,sum the product of each two items at the same index of list `a` and list `b`,"sum(i * j for i, j in zip(a, b))",2848,64
41821112,How can I sum the product of two list items using for loop in python?,sum the product of elements of two lists named `a` and `b`,"sum(x * y for x, y in list(zip(a, b)))",2849,64
41861705,Merging two pandas dataframes,"Create new DataFrame object by merging columns ""key"" of  dataframes `split_df` and `csv_df` and rename the columns from dataframes `split_df` and `csv_df` with suffix `_left` and `_right` respectively","pd.merge(split_df, csv_df, on=['key'], suffixes=('_left', '_right'))",2850,64
41894454,How to custom sort an alphanumeric list?,custom sort an alphanumeric list `l`,"sorted(l, key=lambda x: x.replace('0', 'Z'))",2851,64
41923858,Mapping a string into a list of pairs,create a list containing each two adjacent letters in string `word` as its elements,"[(x + y) for x, y in zip(word, word[1:])]",2852,64
41923858,Mapping a string into a list of pairs,Get a list of pairs from a string `word` using lambda function,"list(map(lambda x, y: x + y, word[:-1], word[1:]))",2853,64
41923906,Align numpy array according to another array,align values in array `b` to the order of corresponding values in array `a`,"a[np.in1d(a, b)]",2854,64
41946927,Getting pandas dataframe from list of nested dictionaries,create a pandas data frame from list of nested dictionaries `my_list`,"pd.concat([pd.DataFrame(l) for l in my_list], axis=1).T",2855,64
42012589,Pandas: aggregate based on filter on another column,group dataframe `df` by columns 'Month' and 'Fruit',"df.groupby(['Month', 'Fruit']).sum().unstack(level=0)",2856,64
42060144,Conditionally fill a column of a pandas df with values of a different df,Merge column  'word' in dataframe `df2` with column 'word' on dataframe `df1`,"df1.merge(df2, how='left', on='word')",2857,64
42098487,How to split 1D array into 2D array in NumPy by splitting the array at the last element?,split 1d array `a` into 2d array at the last element,"np.split(a, [-1])",2858,64
