question_id,intent,rewritten_intent,snippet,idx,time_batch
24642040,Using Python Requests to send file and JSON in single request,send multipart encoded file `files` to url `url` with headers `headers` and metadata `data`,"r = requests.post(url, files=files, headers=headers, data=data)",2407,53
24659239,How to change QPushButton text and background color,set text color as `red` and background color as `#A3C1DA` in qpushbutton,setStyleSheet('QPushButton {background-color: #A3C1DA; color: red;}'),2408,53
24722212,Python cant find module in the same folder,add a path `/path/to/2014_07_13_test` to system path,sys.path.append('/path/to/2014_07_13_test'),2409,53
24748445,Beautiful Soup Using Regex to Find Tags?,Find all the tags `a` and `div` from Beautiful Soup object `soup`,"soup.find_all(['a', 'div'])",2410,53
24841306,Python - Sum 4D Array,get a sum of 4d array `M`,M.sum(axis=0).sum(axis=0),2411,53
24958010,get key by value in dictionary with same value in python?,Get keys from a dictionary 'd' where the value is '1'.,"print([key for key, value in list(d.items()) if value == 1])",2412,53
24958010,get key by value in dictionary with same value in python?,get keys with same value in dictionary `d`,"print([key for key, value in d.items() if value == 1])",2413,53
24958010,get key by value in dictionary with same value in python?,get keys with same value in dictionary `d`,print([key for key in d if d[key] == 1]),2414,53
25040875,Get a list of values from a list of dictionaries in python,get a list of values with key 'key' from a list of dictionaries `l`,[d['key'] for d in l if 'key' in d],2415,53
25040875,Get a list of values from a list of dictionaries in python,"get a list of values for key ""key"" from a list of dictionaries in `l`",[d['key'] for d in l],2416,53
25040875,Get a list of values from a list of dictionaries in python,get a list of values for key 'key' from a list of dictionaries `l`,[d['key'] for d in l],2417,53
25148611,How do I extract all the values of a specific key from a list of dictionaries?,extract all the values of a specific key named 'values' from a list of dictionaries,results = [item['value'] for item in test_data],2418,53
25279993,Parsing non-zero padded timestamps in Python,parse string '2015/01/01 12:12am' to DateTime object using format '%Y/%m/%d %I:%M%p',"datetime.strptime('2015/01/01 12:12am', '%Y/%m/%d %I:%M%p')",2419,53
25292838,applying regex to a pandas dataframe,Update row values for a column `Season` using vectorized string operation in pandas,df['Season'].str.split('-').str[0].astype(int),2420,53
