question_id,intent,rewritten_intent,snippet,idx,time_batch
28207743,Convert string to numpy array,Create an array containing the conversion of string '100110' into separate elements,"np.array(map(int, '100110'))",2485,55
28207743,Convert string to numpy array,convert a string 'mystr' to numpy array of integer values,"print(np.array(list(mystr), dtype=int))",2486,55
28253102,Python 3: Multiply a vector by a matrix without NumPy,"Get the dot product of matrix `[1,0,0,1,0,0]` and matrix `[[0,1],[1,1],[1,0],[1,0],[1,1],[0,1]]`","np.dot([1, 0, 0, 1, 0, 0], [[0, 1], [1, 1], [1, 0], [1, 0], [1, 1], [0, 1]])",2487,55
28416408,Scikit-learn: How to run KMeans on a one-dimensional array?,Fit Kmeans function to a one-dimensional array `x` by reshaping it to be a multidimensional array of single values,"km.fit(x.reshape(-1, 1))",2488,55
28431359,How to decode a 'url-encoded' string in python,"decode a double URL encoded string 
'FireShot3%2B%25282%2529.png' to
'FireShot3+(2).png'",urllib.parse.unquote(urllib.parse.unquote('FireShot3%2B%25282%2529.png')),2489,55
28431359,How to decode a 'url-encoded' string in python,decode url-encoded string `some_string` to its character equivalents,urllib.parse.unquote(urllib.parse.unquote(some_string)),2490,55
28538536,Deleting mulitple columns in Pandas,"Delete mulitple columns `columnheading1`, `columnheading2` in pandas data frame `yourdf`","yourdf.drop(['columnheading1', 'columnheading2'], axis=1, inplace=True)",2491,55
28657018,Remove string from list if from substring list,get last element of string splitted by '\\' from list of strings `list_dirs`,[l.split('\\')[-1] for l in list_dirs],2492,55
28664103,How to transform a time series pandas dataframe using the index attributes?,transform time series `df` into a pivot table aggregated by column 'Close' using column `df.index.date` as index and values of column `df.index.time` as columns,"pd.pivot_table(df, index=df.index.date, columns=df.index.time, values='Close')",2493,55
28667684,Python Requests getting SSLerror,request url 'https://www.reporo.com/' without verifying SSL certificates,"requests.get('https://www.reporo.com/', verify=False)",2494,55
28669459,How to print variables without spaces between values,print variable `value ` without spaces,"print('Value is ""' + str(value) + '""')",2495,55
28669459,How to print variables without spaces between values,Print a string `value` with string formatting,"print('Value is ""{}""'.format(value))",2496,55
28684154,Python copy a list of lists,Copy list `old_list` and name it `new_list`,new_list = [x[:] for x in old_list],2497,55
28742436,Combining two numpy arrays to form an array with the largest value from each array,"create array containing the maximum value of respective elements of array `[2, 3, 4]` and array `[1, 5, 2]`","np.maximum([2, 3, 4], [1, 5, 2])",2498,55
28767642,How to compare two lists in python,Compare if each value in list `a` is less than respective index value in list `b`,"all(i < j for i, j in zip(a, b))",2499,55
28773683,Combine two Pandas dataframes with the same index,combine  dataframe `df1` and dataframe `df2` by index number,"pd.merge(df1, df2, left_index=True, right_index=True, how='outer')",2500,55
28773683,Combine two Pandas dataframes with the same index,Combine two Pandas dataframes with the same index,"pandas.concat([df1, df2], axis=1)",2501,55
28780956,how to get the context of a search in BeautifulSoup?,get the context of a search by keyword 'My keywords' in beautifulsoup `soup`,k = soup.find(text=re.compile('My keywords')).parent.text,2502,55
28901311,Numpy: find index of elements in one array that occur in another array,get index of elements in array `A` that occur in another array `B`,"np.where(np.in1d(A, B))[0]",2503,55
28925267,delete every nth row or column in a matrix using Python,delete every 8th column in a numpy array 'a'.,"np.delete(a, list(range(0, a.shape[1], 8)), axis=1)",2504,55
28986489,Python Pandas: How to replace a characters in a column of a dataframe?,Python Pandas: How to replace a characters in a column of a dataframe?,"df['range'].replace(',', '-', inplace=True)",2505,55
29034928,Pandas convert a column of list to dummies,convert a column of list in series `s` to dummies,pd.get_dummies(s.apply(pd.Series).stack()).sum(level=0),2506,55
29035168,How to use a dot in Python format strings?,Print a dictionary `{'user': {'name': 'Markus'}}` with string formatting,"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",2507,55
29100599,How to iterate over time periods in pandas,resample series `s` into 3 months bins and sum each bin,"s.resample('3M', how='sum')",2508,55
29218750,What is the best way to remove a dictionary item by value in python?,remove items from dictionary `myDict` if the item's value `val` is equal to 42,"myDict = {key: val for key, val in list(myDict.items()) if val != 42}",2509,55
29218750,What is the best way to remove a dictionary item by value in python?,Remove all items from a dictionary `myDict` whose values are `42`,"{key: val for key, val in list(myDict.items()) if val != 42}",2510,55
29311354,How to set the timezone in Django?,Set time zone `Europe/Istanbul` in Django,TIME_ZONE = 'Europe/Istanbul',2511,55
29360607,How does this function to remove duplicate characters from a string in python work?,create a set from string `s` to remove duplicate characters,print(' '.join(set(s))),2512,55
29360607,How does this function to remove duplicate characters from a string in python work?,Create new string with unique characters from `s` seperated by ' ',print(' '.join(OrderedDict.fromkeys(s))),2513,55
29370211,pandas split string into columns,Unpack column 'stats' in dataframe `df` into a series of columns,df['stats'].apply(pd.Series),2514,55
