question_id,intent,rewritten_intent,snippet,idx,time_batch
4143502,How to do a scatter plot with empty circles in Python?,do a scatter plot with empty circles,"plt.plot(np.random.randn(100), np.random.randn(100), 'o', mfc='none')",886,14
4152376,How to get the n next values of a generator in a list (python),get list of n next values of a generator `it`,"list(itertools.islice(it, 0, n, 1))",887,14
4152376,How to get the n next values of a generator in a list (python),create a list containing the `n` next values of generator `it`,[next(it) for _ in range(n)],888,14
4170655,how to convert a datetime string back to datetime object?,convert a DateTime string back to a DateTime object of format '%Y-%m-%d %H:%M:%S.%f',"datetime.strptime('2010-11-13 10:33:54.227806', '%Y-%m-%d %H:%M:%S.%f')",889,14
4172131,Create random list of integers in Python,create a random list of integers,[int(1000 * random.random()) for i in range(10000)],890,14
4174941,sort a list of lists by a specific index,sort list `l` by index 2 of the item,"sorted(l, key=(lambda x: x[2]))",891,14
4174941,sort a list of lists by a specific index,"sort a list of lists `list_to_sort` by indices 2,0,1 of the inner list","sorted_list = sorted(list_to_sort, key=itemgetter(2, 0, 1))",892,14
4174941,sort a list of lists by a specific index of the inner list,sort a list of lists `l` by index 2 of the inner list,l.sort(key=(lambda x: x[2])),893,14
4174941,sort a list of lists by a specific index of the inner list,sort a list of lists `L` by index 2 of the inner list,"sorted(L, key=itemgetter(2))",894,14
4175686,python: Is this a wrong way to remove an element from a dict?,remove key 'ele' from dictionary `d`,del d['ele'],895,14
4182603,python: how to convert a string to utf-8,decode the string 'stringnamehere'  to UTF-8,"stringnamehere.decode('utf-8', 'ignore')",896,14
4223923,how to change the case of first letter of a string?,change the case of the first letter in string `s`,return s[0].upper() + s[1:],897,14
4230000,Creating a 2d matrix in python,creating a 5x6 matrix filled with `None` and save it as `x`,x = [[None for _ in range(5)] for _ in range(6)],898,14
4231345,Zip and apply a list of functions over a list of values in Python,apply a list of functions named 'functions' over a list of values named 'values',"[x(y) for x, y in zip(functions, values)]",899,14
4233476,Sort a list by multiple attributes?,sort a list `s` by first and second attributes,"s = sorted(s, key=lambda x: (x[1], x[2]))",900,14
4233476,Sort a list by multiple attributes?,sort a list of lists `s` by second and third element in each list.,"s.sort(key=operator.itemgetter(1, 2))",901,14
4241757,Python/Django: How to remove extra white spaces & tabs from a string?,remove extra white spaces & tabs from a string `s`,""""""" """""".join(s.split())",902,14
4265988,Generate random numbers with a given (numerical) distribution,"generate a random number in 1 to 7 with a given distribution [0.1, 0.05, 0.05, 0.2, 0.4, 0.2]","numpy.random.choice(numpy.arange(1, 7), p=[0.1, 0.05, 0.05, 0.2, 0.4, 0.2])",903,14
4267019,Double-decoding unicode in python,encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8,'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8'),904,14
4270742,How to remove whitespace in BeautifulSoup,remove newlines and whitespace from string `yourstring`,"re.sub('[\\ \\n]{2,}', '', yourstring)",905,14
4284648,Converting lists of tuples to strings Python,convert each tuple in list `l` to a string with '@' separating the tuples' elements,""""""" """""".join([('%d@%d' % (t[0], t[1])) for t in l])",906,14
4284648,Converting lists of tuples to strings Python,convert elements of each tuple in list `l` into a string  separated by character `@`,""""""" """""".join([('%d@%d' % t) for t in l])",907,14
4287209,Sort list of strings by integer suffix in python,sort list of strings in list `the_list` by integer suffix,"sorted(the_list, key=lambda k: int(k.split('_')[1]))",908,14
4287209,Sort list of strings by integer suffix in python,"sort list of strings `the_list` by integer suffix before ""_""","sorted(the_list, key=lambda x: int(x.split('_')[1]))",909,14
4289331,Python: Extract numbers from a string,Python: Extract numbers from a string,"[int(s) for s in re.findall('\\b\\d+\\b', ""he33llo 42 I'm a 32 string 30"")]",910,14
4290716,How to write bytes to a file in Python 3 without knowing the encoding?,write bytes `bytes_` to a file `filename` in python 3,"open('filename', 'wb').write(bytes_)",911,14
4296249,How do I convert a hex triplet to an RGB tuple and back?,convert hex triplet string `rgbstr` to rgb tuple,"struct.unpack('BBB', rgbstr.decode('hex'))",912,14
4299741,Merging items in a list - Python,"merge a list of integers `[1, 2, 3, 4, 5]` into a single integer","from functools import reduce
reduce(lambda x, y: 10 * x + y, [1, 2, 3, 4, 5])",913,14
