question_id,intent,rewritten_intent,snippet,idx,time_batch
2545397,Converting a string into a list in Python,append each line in file `myfile` into a list,[x for x in myfile.splitlines() if x != ''],613,7
2545397,Converting a string into a list in Python,Get a list of integers `lst` from a file `filename.txt`,"lst = map(int, open('filename.txt').readlines())",614,7
2553354,How to get a variable name as a string in Python?,"get a dict of variable names `['some', 'list', 'of', 'vars']` as a string and their values","dict((name, eval(name)) for name in ['some', 'list', 'of', 'vars'])",615,7
2556108,rreplace - How to replace the last occurence of an expression in a string?,replace the last occurence of an expression '</div>' with '</bad>' in a string `s`,"re.sub('(.*)</div>', '\\1</bad>', s)",616,7
2582580,Python Mechanize select a form with no name,select a first form with no name in mechanize,br.select_form(nr=0),617,7
2587402,Sorting Python list based on the length of the string,sort list `xs` based on the length of its elements,"print(sorted(xs, key=len))",618,7
2587402,Sorting Python list based on the length of the string,sort list `xs` in ascending order of length of elements,"xs.sort(lambda x, y: cmp(len(x), len(y)))",619,7
2587402,Sorting Python list based on the length of the string,sort list of strings `xs` by the length of string,xs.sort(key=lambda s: len(s)),620,7
2597099,Sorting numbers in string format with Python,Sort a list of integers `keys` where each value is in string format,keys.sort(key=lambda x: [int(y) for y in x.split('.')]),621,7
2597099,Sorting numbers in string format with Python,Sort list `keys` based on its elements' dot-seperated numbers,"keys.sort(key=lambda x: map(int, x.split('.')))",622,7
2597166,Make dictionary from list with python,create a dictionary by adding each two adjacent elements in tuple `x` as key/value pair to it,"dict(x[i:i + 2] for i in range(0, len(x), 2))",623,7
2597932,"how to change [1,2,3,4] to '1234' using python","join list of numbers `[1,2,3,4] ` to string of numbers.",""""""""""""".join([1, 2, 3, 4])",624,7
2600191,count the occurrences of a list item,count the occurrences of items in list `l`,"[[x, l.count(x)] for x in set(l)]",625,7
2600191,count the occurrences of a list item,"count the occurrences of item ""b"" in list `l`",l.count('b'),626,7
2600191,count the occurrences of a list item,count the occurrences of items in list `l`,Counter(l),627,7
2600191,count the occurrences of a list item,"count the occurrences of item ""a"" in list `l`",l.count('a'),628,7
2600191,count the occurrences of a list item,count the occurrences of items in list `l`,"dict(((x, l.count(x)) for x in set(l)))",629,7
2600775,How to get week number in Python?,get equivalent week number from a date `2010/6/16` using  isocalendar,"datetime.date(2010, 6, 16).isocalendar()[1]",630,7
2606976,How to replace empty string with zero in comma-separated string?,"get list of string elements in string `data` delimited by commas, putting `0` in place of empty strings","[(int(x) if x else 0) for x in data.split(',')]",631,7
2606976,How to replace empty string with zero in comma-separated string?,"split string `s` into a list of strings based on ',' then replace empty strings with zero",""""""","""""".join(x or '0' for x in s.split(','))",632,7
2612802,copy a list,deep copy list `old_list` as `new_list`,new_list = copy.deepcopy(old_list),633,7
2612802,copy a list,copy list `old_list` as `new_list`,new_list = copy.copy(old_list),634,7
2612802,copy a list,copy list `old_list` as `new_list`,new_list = old_list[:],635,7
2612802,copy a list,make a copy of list `old_list`,[i for i in old_list],636,7
2612802,copy a list,copy list `old_list` as `new_list`,new_list = list(old_list),637,7
2621674,how to extract elements from a list in python?,"extract elements at indices (1, 2, 5) from a list `a`","[a[i] for i in (1, 2, 5)]",638,7
2631935,SQLAlchemy: a better way for update with declarative?,Update a user's name as `Bob Marley` having id `123` in SQLAlchemy,session.query(User).filter_by(id=123).update({'name': 'Bob Marley'}),639,7
2636755,How to convert hex string to integer in Python?,convert a hex string `x` to string,"y = str(int(x, 16))",640,7
2637760,How do I match contents of an element in XPath (lxml)?,match contents of an element to 'Example' in xpath (lxml),"tree.xpath("".//a[text()='Example']"")[0].tag",641,7
2655956,filtering elements from list of lists in Python?,create a list containing elements of list `a` if the sum of the element is greater than 10,[item for item in a if sum(item) > 10],642,7
2668909,How to find the real user home directory using python?,find the real user home directory using python,os.path.expanduser('~user'),643,7
2674391,Python - Locating the position of a regex match in a string?,Get the position of a regex match for word `is` in a string `String`,"re.search('\\bis\\b', String).start()",644,7
2674391,Python - Locating the position of a regex match in a string?,Get the position of a regex match `is` in a string `String`,"re.search('is', String).start()",645,7
2689189,How do I simulate a progress counter in a command line application in Python?,Make a delay of 1 second,time.sleep(1),646,7
2721782,How to convert a Date string to a DateTime object?,convert a date string `s` to a datetime object,"datetime.datetime.strptime(s, '%Y-%m-%dT%H:%M:%SZ')",647,7
2742784,Python: How to round 123 to 100 instead of 100.0?,round 123 to 100,"int(round(123, -2))",648,7
2744795,Background color for Tk in Python,Change background color in Tkinter,root.configure(background='black'),649,7
2755950,How to use regular expression in lxml xpath?,Get all `a` tags where the text starts with value `some text` using regex,"doc.xpath(""//a[starts-with(text(),'some text')]"")",650,7
2759067,Rename Files,Rename file from `src` to `dst`,"os.rename(src, dst)",651,7
