question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
1854,What OS am I running on,get os name,"import platform
platform.system()",6,0,4,63,1,10,1,63,0
123198,copy a file,"copy file ""/dir/file.ext"" to ""/new/dir/newname.ext""","shutil.copy2('/dir/file.ext', '/new/dir/newname.ext')",73,0,9,15,1,1,0,63,0
273192,check if a directory exists and create it if necessary,check if a directory `path` exists and create it if necessary,"try:
    os.makedirs(path)
except OSError as exception:
    if (exception.errno != errno.EEXIST):
        raise",119,0,9,32,1,59,0,63,0
406121,Flattening a shallow list in Python,flatten list `list_of_menuitems`,[image for menuitem in list_of_menuitems for image in menuitem],183,0,7,40,1,29,0,63,0
1823058,print number with commas as thousands separators,print number 1255000 as thousands separators,"locale.setlocale(locale.LC_ALL, 'en_US')
locale.format('%d', 1255000, grouping=True)",512,4,5,52,0,20,0,63,0
2231663,Slicing a list into a list of sub-lists,"get a list of tuples of every three consecutive items in list `[1, 2, 3, 4, 5, 6, 7, 8, 9]`","list(zip(*((iter([1, 2, 3, 4, 5, 6, 7, 8, 9]),) * 3)))",576,6,7,15,1,13,0,63,0
2849286,"Python, Matplotlib, subplot: How to set the axis range?","set the y axis range to `0, 1000` in subplot using pylab","pylab.ylim([0, 1000])",674,8,4,36,1,11,1,63,0
3718657,How to properly determine current script directory in Python?,get current script directory,os.path.dirname(os.path.abspath(__file__)),801,11,9,45,1,3,0,63,0
3945856,Converting string to tuple and adding to tuple,"converting string '(1,2,3,4)' to a tuple","ast.literal_eval('(1,2,3,4)')",856,13,5,40,0,4,0,63,0
4060221,How to reliably open a file in the same directory as a Python script,open a file 'bundled-resource.jpg' in the same directory as a python script,"f = open(os.path.join(__location__, 'bundled-resource.jpg'))",874,13,9,25,1,35,0,63,0
4703390,How to extract a floating number from a string,extract floating point numbers from a string 'Current Level: -13.2 db or 14.2 or 3',"re.findall('[-+]?\\d*\\.\\d+|\\d+', 'Current Level: -13.2 db or 14.2 or 3')",977,16,5,50,0,52,0,63,0
6378889,How to convert a string list into an integer in python,Get a list of integers by splitting  a string `user` with comma,"[int(s) for s in user.split(',')]",1141,20,5,6,0,8,0,63,0
8243188,Inserting a string into a list without getting split into characters,insert string `foo` at position `0` of list `list`,"list.insert(0, 'foo')",1303,24,7,44,1,35,0,63,0
9001509,sort a dictionary by key,sort a dictionary `d` by key,"OrderedDict(sorted(list(d.items()), key=(lambda t: t[0])))",1381,26,1,8,0,20,0,63,0
