question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
517355,String formatting in Python,Display `1 2 3` as a list of string,"print('[{0}, {1}, {2}]'.format(1, 2, 3))",221,0,5,37,0,13,0,47,0
674764,string find,find the index of sub string 'df' in string 'sdfasdf','sdfasdf'.index('df'),279,0,3,9,0,50,0,47,0
761804,Trimming a string,trim string `myString `,myString.strip(),319,0,8,0,0,37,0,47,0
764235,Dictionary to lowercase in Python,lowercase all keys and values in dictionary `{'My Key': 'My Value'}`,"dict((k.lower(), v) for k, v in {'My Key': 'My Value'}.items())",324,0,1,2,0,57,0,47,0
818949,How to convert strings numbers to integers in a list?,create list `changed_list ` containing elements of list `original_list` whilst converting strings containing digits to integers,changed_list = [(int(f) if f.isdigit() else f) for f in original_list],335,0,5,4,0,13,0,47,0
1024847,Add key to a dictionary,"Add key ""mynewkey"" to dictionary `d` with value ""mynewvalue""",d['mynewkey'] = 'mynewvalue',401,1,1,8,0,42,0,47,0
1269217,Calling a base class's classmethod in Python,Call a base class's class method `do` from derived class `Derived`,"super(Derived, cls).do(a)",437,2,4,51,1,46,1,47,0
1666700,How to count the number of times something occurs inside a certain string?,count number of times string 'brown' occurred in string 'The big brown fox is brown',"""""""The big brown fox is brown"""""".count('brown')",484,3,0,17,0,6,0,47,0
1747817,Create a dictionary with list comprehension,Create a dictionary `d` from list `iterable`,"d = dict(((key, value) for (key, value) in iterable))",498,4,1,4,0,37,0,47,0
2151517,Create Union of All Values Contained in Multiple Lists,get the union of values in list of lists `result_list`,return list(set(itertools.chain(*result_list))),558,5,7,41,1,2,0,47,0
2225564,Get a filtered list of files in a directory,create a list `files` containing all files in directory '.' that starts with numbers between 0 and 9 and ends with the extension '.jpg',"files = [f for f in os.listdir('.') if re.match('[0-9]+.*\\.jpg', f)]",574,6,9,44,1,21,0,47,0
3061761,Numpy array dimensions,get the dimensions of numpy array `a`,N.shape(a),700,9,6,39,0,38,0,47,0
3207219,list all files of a directory,list all files of a directory `mypath`,"onlyfiles = [f for f in listdir(mypath) if isfile(join(mypath, f))]",717,9,9,38,1,2,0,47,0
4143502,How to do a scatter plot with empty circles in Python?,do a scatter plot with empty circles,"plt.plot(np.random.randn(100), np.random.randn(100), 'o', mfc='none')",886,14,4,40,1,28,1,47,0
4267019,Double-decoding unicode in python,encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8,'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8'),904,14,8,0,0,41,0,47,0
4524723,Take screenshot in Python on Mac OS X,take screenshot 'screen.png' on mac os x,os.system('screencapture screen.png'),944,15,4,51,1,11,1,47,0
5212870,Sorting a Python list by two criteria,Sorting a Python list by two criteria,"sorted(list, key=lambda x: (x[0], -x[1]))",1046,18,7,41,1,59,0,47,0
5507948,How can I insert NULL data into MySQL database with Python?,insert row into mysql database with column 'column1' set to the value `value`,"cursor.execute('INSERT INTO table (`column1`) VALUES (%s)', (value,))",1074,18,4,47,1,46,1,47,0
6372228,how to parse a list or string into chunks of fixed length,Get a list of strings `split_text` with fixed chunk size `n` from a string `the_list`,"split_list = [the_list[i:i + n] for i in range(0, len(the_list), n)]",1137,20,8,0,0,36,0,47,0
6539881,Python: Converting from ISO-8859-1/latin1 to UTF-8,convert string `apple` from iso-8859-1/latin1 to utf-8,apple.decode('iso-8859-1').encode('utf8'),1157,20,8,0,0,22,0,47,0
7371935,Sort a string in lexicographic order python,"get a sorted list of the characters of string `s` in lexicographic order, with lowercase letters first","sorted(s, key=str.lower)",1230,22,0,50,0,20,0,47,0
