question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
1854,What OS am I running on,get os version,"import platform
platform.release()",7,0,4,61,1,11,1,61,0
275018,remove (chomp) a newline,"remove trailing newline in string ""test string\n""",'test string\n'.rstrip(),127,0,8,0,0,39,0,61,0
444591,convert a string of bytes into an int (python),convert string of bytes `y\xcc\xa6\xbb` into an int,"struct.unpack('<L', 'y\xcc\xa6\xbb')[0]",198,0,5,47,0,61,0,61,0
940822,"Regular expression syntax for ""match nothing""?",regular expression match nothing,re.compile('$^'),377,0,0,1,0,8,0,61,0
952914,Making a flat list out of list of lists,make a flat list from list of lists `sublist`,[item for sublist in l for item in sublist],379,1,7,50,1,56,0,61,0
1094717,Convert a string to integer with decimal in Python,convert a string `s` containing a decimal to an integer,int(Decimal(s)),416,1,5,10,0,16,0,61,0
1514553,declare an array,declare an array `variable`,variable = [],465,3,6,4,0,51,0,61,0
2372573,How do I remove whitespace from the end of a string in Python?,"remove white spaces from the end of string ""    xyz     ""","""""""    xyz     """""".rstrip()",593,6,8,11,0,44,0,61,0
3061761,Numpy array dimensions,get the dimensions of numpy array `a`,a.shape,698,9,6,49,0,6,0,61,0
3151146,Replace the single quote (') character from a string,"replace single quote character in string ""didn't"" with empty string ''","""""""didn't"""""".replace(""'"", '')",707,9,8,0,0,49,0,61,0
3227624,Cross-platform addressing of the config file,get file '~/foo.ini',config_file = os.path.expanduser('~/foo.ini'),720,9,9,43,1,40,0,61,0
4296249,How do I convert a hex triplet to an RGB tuple and back?,convert hex triplet string `rgbstr` to rgb tuple,"struct.unpack('BBB', rgbstr.decode('hex'))",912,14,5,23,0,57,0,61,0
4574509,Remove duplicate chars using regex?,remove duplicate characters from string 'ffffffbbbbbbbqqq',"re.sub('([a-z])\\1+', '\\1', 'ffffffbbbbbbbqqq')",947,15,8,24,0,52,0,61,0
6018340,Capturing group with findall?,match regex 'abc(de)fg(123)' on string 'abcdefg123 and again abcdefg123',"re.findall('abc(de)fg(123)', 'abcdefg123 and again abcdefg123')",1117,19,0,3,0,37,0,61,0
6886493,Get all object attributes,Get all object attributes of an object,dir(),1183,21,4,23,1,12,1,61,0
6996603,Delete a file or folder,delete an empty directory,os.rmdir(),1191,21,9,54,1,20,0,61,0
8440117,How do I print a Celsius symbol with matplotlib?,print a celsius symbol on x axis of a plot `ax`,ax.set_xlabel('Temperature (\u2103)'),1332,25,4,13,1,10,1,61,0
9040939,How to find all possible sequences of elements in a list?,"find all possible sequences of elements in a list `[2, 3, 4]`","map(list, permutations([2, 3, 4]))",1385,26,7,35,1,29,0,61,0
10271484,How to perform element-wise multiplication of two lists in Python?,create a list containing the multiplication of each elements at the same index of list `lista` and list `listb`,"[(a * b) for a, b in zip(lista, listb)]",1479,29,7,26,1,53,0,61,0
11300383,How to find the count of a word in a string?,find the count of a word 'Hello' in a string `input_string`,input_string.count('Hello'),1559,31,0,44,0,1,0,61,0
12829889,Find Max in Nested Dictionary,Find a max value of the key `count` in a nested dictionary `d`,"max(d, key=lambda x: d[x]['count'])",1678,34,1,51,0,37,0,61,0
14104778,Set execute bit for a file using python,Change the mode of file 'my_script.sh' to permission number 484,"os.chmod('my_script.sh', 484)",1805,37,9,63,1,37,0,61,0
15103484,"How to use regular expression to separate numbers and characters in strings like ""30M1000N20M""",separate numbers and characters in string '20M10000N80M',"re.findall('([0-9]+|[A-Z])', '20M10000N80M')",1894,39,5,32,0,55,0,61,0
15411107,Delete a dictionary item if the key exists,"Delete an item with key ""key"" from `mydict`","mydict.pop('key', None)",1923,40,1,36,0,35,0,61,0
15650538,Sub matrix of a list of lists (without numpy),"Create sub matrix of a list of lists `[[2, 3, 4], [2, 3, 4], [2, 3, 4]]` (without numpy)","[[2, 3, 4], [2, 3, 4], [2, 3, 4]]",1937,40,6,4,0,40,0,61,0
