question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
19339,inverse of zip,unzip list `original`,"result = ([a for (a, b) in original], [b for (a, b) in original])",10,0,7,48,1,0,0,0,0
19339,inverse of zip,"unzip list `[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e', )]`","zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])",12,0,7,57,1,0,0,0,0
19339,inverse of zip,unzip list `original` and return a generator,"result = ((a for (a, b) in original), (b for (a, b) in original))",13,0,7,51,1,0,0,0,0
19339,inverse of zip,"unzip the list `[('a', 1), ('b', 2), ('c', 3), ('d', 4)]`","zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])",15,0,7,52,1,0,0,0,0
36139,How do I sort a list of strings in Python?,sort a list of strings `list`,list.sort(),21,0,7,58,1,0,0,0,0
36139,How do I sort a list of strings in Python?,sort a list of strings 'mylist'.,mylist.sort(),22,0,7,56,1,0,0,0,0
36139,How do I sort a list of strings in Python?,sort list `mylist` in alphabetical order,mylist.sort(key=str.lower),24,0,7,35,1,0,0,0,0
44778,How would you make a comma-separated string from a list?,make a comma-separated string from a list `myList`,"myList = ','.join(map(str, myList))",32,0,7,23,1,0,0,0,0
44778,How would you make a comma-separated string from a list?,"Join elements of list `l` with a comma `,`",""""""","""""".join(l)",33,0,7,24,1,0,0,0,0
59825,How to retrieve an element from a set without removing it?,retrieve an element from a set `s` without removing it,e = next(iter(s)),38,0,7,59,1,0,0,0,0
82831,check whether a file exists,"check whether file ""/path/to/file"" exists","my_file = Path('/path/to/file')
if my_file.is_file():
    pass",47,0,9,58,1,0,0,0,0
104420,How to generate all permutations of a list in Python,"generate all permutations of list `[1, 2, 3]` and list `[4, 5, 6]`","print(list(itertools.product([1, 2, 3], [4, 5, 6])))",65,0,7,30,1,0,0,0,0
104420,How to generate all permutations of a list in Python,"generate all permutations of a list `[1, 2, 3]`","itertools.permutations([1, 2, 3])",66,0,7,36,1,0,0,0,0
176918,Finding the index of an item given a list containing it in Python,"finding the index of an item 'foo' given a list `['foo', 'bar', 'baz']` containing it","[i for i, j in enumerate(['foo', 'bar', 'baz']) if j == 'foo']",79,0,7,37,1,0,0,0,0
180606,How do I convert a list of ascii values to a string in python?,convert a list `L` of ascii values to a string,""""""""""""".join(chr(i) for i in L)",83,0,7,15,1,0,0,0,0
312443,How do you split a list into evenly sized chunks?,split list `l` into `n` sized lists,"[l[i:i + n] for i in range(0, len(l), n)]",141,0,7,53,1,0,0,0,0
329886,"In Python, is there a concise way to use a list comprehension with multiple iterators?",Get a list of tuples with multiple iterators using list comprehension,"[(i, j) for i in range(1, 3) for j in range(1, 5)]",148,0,7,18,1,0,0,0,0
348196,Creating a list of objects in Python,Create list `instancelist` containing 29 objects of type MyClass,instancelist = [MyClass() for i in range(29)],149,0,7,17,1,0,0,0,0
364519,iterate over a dictionary in sorted order,iterate over a dictionary `foo` sorted by the key,"for k in sorted(foo.keys()):
    pass",156,0,1,0,0,0,0,0,0
364621,get item's position in a list,get the position of item 1 in `testlist`,"[i for (i, x) in enumerate(testlist) if (x == 1)]",161,0,7,56,1,0,0,0,0
364621,get item's position in a list,get the position of item 1 in `testlist`,"for i in (i for (i, x) in enumerate(testlist) if (x == 1)):
    pass",162,0,7,20,1,0,0,0,0
