question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
73663,Terminating a Python script,"Terminating a Python script with error message ""some error message""",sys.exit('some error message'),45,0,4,55,1,47,1,3,0
89228,Calling an external command,"Calling an external command ""some_command with args""",stream = os.popen('some_command with args'),61,0,9,12,1,35,0,3,0
663171,selecting alternate characters,"select alternate characters of ""H-e-l-l-o- -W-o-r-l-d""",'H-e-l-l-o- -W-o-r-l-d'[::2],269,0,8,0,0,35,0,3,0
899103,Writing a list to a file with Python,writing items in list `itemlist` to file `outfile`,outfile.write('\n'.join(itemlist)),353,0,9,48,1,2,0,3,0
2052390,Manually raising (throwing) an exception,"throw an exception ""I know Python!""",raise Exception('I know Python!'),543,5,4,13,1,45,1,3,0
2406700,Accented characters in Matplotlib,"set an array of unicode characters `[u'\xe9', u'\xe3', u'\xe2']` as labels in Matplotlib `ax`","ax.set_yticklabels(['\xe9', '\xe3', '\xe2'])",598,6,4,31,1,28,1,3,0
2545397,Converting a string into a list in Python,append each line in file `myfile` into a list,[x for x in myfile.splitlines() if x != ''],613,7,9,25,1,54,0,3,0
2759323,How can I list the contents of a directory in Python?,list all the contents of the directory 'path'.,os.listdir('path'),652,8,9,61,1,3,0,3,0
2769061,How to erase the file contents of text file in Python?,erase the contents of a file `filename`,"open('filename', 'w').close()",656,8,9,45,1,36,0,3,0
3595685,start python script as background process from within a python script,Open a background process 'background-process' with arguments 'arguments',"subprocess.Popen(['background-process', 'arguments'])",794,11,9,35,1,17,0,3,0
3996904,Generate random integers between 0 and 9,Generate a random integer between 0 and 9,"randint(0, 9)",864,13,5,39,0,42,0,3,0
4143502,How to do a scatter plot with empty circles in Python?,"scatter a plot with x, y position of `np.random.randn(100)` and face color equal to none","plt.scatter(np.random.randn(100), np.random.randn(100), facecolors='none')",885,13,4,16,1,10,1,3,0
5801945,Non-consuming regular expression split in Python,"Split a string `text` with comma, question mark or exclamation by non-consuming regex using look-behind","re.split('(?<=[\\.\\?!]) ', text)",1091,19,0,43,0,40,0,3,0
6886493,Get all object attributes,Get all object attributes of an object,dir(),1182,21,4,56,1,26,1,3,0
7154739,How can I get an array of alternating values in python?,set every two-stride far element to -1 starting from second element in array `a`,a[1::2] = -1,1202,22,6,2,0,60,0,3,0
8171751,How do I convert tuple of tuples to list in one line (pythonic)?,"convert tuple of tuples `(('aa',), ('bb',), ('cc',))` to tuple","from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',)))",1286,24,7,45,1,43,0,3,0
