question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
237079,get file creation & modification date/times in,get the creation time of file `path_to_file`,return os.path.getctime(path_to_file),105,0,9,26,1,33,0,14,0
432842,get the logical xor of two variables,get logical xor of `a` and `b`,(bool(a) ^ bool(b)),189,0,0,13,0,4,0,14,0
1249388,Removing all non-numeric characters from string in Python,remove all non-numeric characters from string `sdkjh987978asd098as0980a98sd `,"re.sub('[^0-9]', '', 'sdkjh987978asd098as0980a98sd')",435,2,8,0,0,16,0,14,0
1810743,How to set the current working directory in Python?,set the current working directory to 'c:\\Users\\uname\\desktop\\python',os.chdir('c:\\Users\\uname\\desktop\\python'),509,4,4,44,1,10,1,14,0
2354166,How do you modify sys.path in Google App Engine (Python)?,modify sys.path for python module `subdir`,"sys.path.append(os.path.join(os.path.dirname(__file__), 'subdir'))",592,6,9,45,1,58,0,14,0
2606976,How to replace empty string with zero in comma-separated string?,"split string `s` into a list of strings based on ',' then replace empty strings with zero",""""""","""""".join(x or '0' for x in s.split(','))",632,7,8,31,0,19,0,14,0
3059301,Manipulating binary data in Python,Return the decimal value for each hex character in data `data`,print(' '.join([str(ord(a)) for a in data])),696,9,5,32,0,37,0,14,0
3294889,Iterating over dictionaries using for loops,get keys and items of dictionary `d`,list(d.items()),739,10,1,54,0,35,0,14,0
3506678,"In Django, how do I select 100 random records from the database?","in Django, select 100 random records from the database `Content.objects`",Content.objects.all().order_by('?')[:100],781,11,4,58,1,12,1,14,0
3673428,Convert int to ASCII and back in Python,convert ascii value 'a' to int,ord('a'),798,11,5,63,0,41,0,14,0
3777301,How to call a shell script from python code?,call a shell script `notepad` using subprocess,subprocess.call(['notepad']),812,12,9,45,1,0,0,14,0
3925096,How to get only the last part of a path in Python?,How to get only the last part of a path in Python?,os.path.basename(os.path.normpath('/folderA/folderB/folderC/folderD/')),838,12,4,57,1,46,1,14,0
3944876,Casting an int to a string in Python,cast an int `i` to a string and concat to string 'ME','ME' + str(i),854,13,8,0,0,13,0,14,0
4174941,sort a list of lists by a specific index of the inner list,sort a list of lists `L` by index 2 of the inner list,"sorted(L, key=itemgetter(2))",894,14,7,34,1,2,0,14,0
7658932,Finding index of the same elements in a list,Get all indexes of a letter `e` from a string `word`,"[index for index, letter in enumerate(word) if letter == 'e']",1249,23,0,2,0,54,0,14,0
