question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
3061,Calling a function of a module from a string with the function's name in Python,calling a function named 'myfunction' in the module,globals()['myfunction'](),9,0,4,57,1,46,1,57,0
22676,download a file over HTTP,"download a file `url` over HTTP and save to ""10MB""","response = requests.get(url, stream=True)
with open('10MB', 'wb') as handle:
    for data in tqdm(response.iter_content()):
        handle.write(data)",16,0,9,53,1,51,0,57,0
89228,Calling an external command,"Calling an external command ""ls -l""","call(['ls', '-l'])",56,0,9,50,1,17,0,57,0
510348,make a time delay,"delay for ""5"" seconds",time.sleep(5),217,0,4,42,1,45,1,57,0
743806,Split string into a list,"split string `text` by "",""","text.split(',')",304,0,8,0,0,4,0,57,0
1186789,call a Python script from another Python script,"call a Python script ""test2.py""","exec(compile(open('test2.py').read(), 'test2.py', 'exec'))",426,2,4,46,1,25,1,57,0
3108285,"In Python script, how do I set PYTHONPATH?",set pythonpath in python script.,sys.path.append('/path/to/whatever'),706,9,9,38,1,65,0,57,0
3241594,Printing numbers in python,printing numbers rounding up to third decimal place,print('%.3f' % 3.1415),721,9,5,23,0,36,0,57,0
3411025,Summarizing a dictionary of arrays in Python,get top `3` items from a dictionary `mydict` with largest sum of values,"heapq.nlargest(3, iter(mydict.items()), key=lambda tup: sum(tup[1]))",759,10,1,32,0,52,0,57,0
4301069,Any way to properly pretty-print ordered dictionaries in Python?,pretty-print ordered dictionary `o`,pprint(dict(list(o.items()))),914,14,1,8,0,16,0,57,0
4383082,Python regex separate space-delimited words into a list,separate words delimited by one or more spaces into a list,"re.split(' +', 'hello world sample text')",927,15,8,10,0,64,0,57,0
4581646,How to count all elements in a nested dictionary?,count all elements in a nested dictionary `food_colors`,sum(len(v) for v in food_colors.values()),949,15,1,43,0,63,0,57,0
5999747,Beautifulsoup - nextSibling,"In `soup`, get the content of the sibling of the `td`  tag with text content `Address:`",print(soup.find(text='Address:').findNext('td').contents[0]),1116,19,4,65,1,45,1,57,0
8369219,How do I read a text file into a string variable in Python,read a text file 'very_Important.txt' into a string variable `str`,"str = open('very_Important.txt', 'r').read()",1322,25,9,54,1,2,0,57,0
8712332,Array indexing in numpy,retrieve all items in an numpy array 'x' except the item of the index 1,"x[(np.arange(x.shape[0]) != 1), :, :]",1355,26,6,29,0,41,0,57,0
