question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
364621,get item's position in a list,get the position of item `element` in list `testlist`,print(testlist.index(element)),164,0,7,32,1,6,0,17,0
373459,split string on a number of different characters,"split string 'a b.c' on space "" "" and dot character "".""","re.split('[ .]', 'a b.c')",171,0,8,0,0,17,0,17,0
740287,How to check if one of the following items is in a list?,check if any item from list `b` is in list `a`,print(any(x in a for x in b)),301,0,7,17,1,14,0,17,0
783897,Truncating floats in Python,truncate float 1.923328437452 to 3 decimal places,"round(1.923328437452, 3)",327,0,5,9,0,8,0,17,0
852055,Build a GQL query (for Google App Engine) that has a condition on ReferenceProperty,Google App Engine execute GQL query 'SELECT * FROM Schedule WHERE station = $1' with parameter `foo.key()`,"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())",346,0,4,17,1,10,1,17,0
1450897,Python: removing characters except digits from string,get digits only from a string `aas30dsa20` using lambda function,""""""""""""".join([x for x in 'aas30dsa20' if x.isdigit()])",462,3,5,31,0,51,0,17,0
1602934,Check if a given key already exists in a dictionary,Check if a given key `key` exists in dictionary `d`,"if (key in d):
    pass",479,3,1,25,0,20,0,17,0
1960516,Python JSON serialize a Decimal object,encode `Decimal('3.9')` to a JSON string,json.dumps(Decimal('3.9')),530,4,5,40,0,52,0,17,0
2755950,How to use regular expression in lxml xpath?,Get all `a` tags where the text starts with value `some text` using regex,"doc.xpath(""//a[starts-with(text(),'some text')]"")",650,7,0,10,0,18,0,17,0
3040904,Save JSON outputed from a URL to a file,save json output from a url ‘http://search.twitter.com/search.json?q=hi’ to file ‘hi.json’ in Python 2,"urllib.request.urlretrieve('http://search.twitter.com/search.json?q=hi', 'hi.json')",695,9,4,19,1,47,1,17,0
3097866,Access an arbitrary element in a dictionary in Python,Retrieve an arbitrary value from dictionary `dict`,next(iter(dict.values())),703,9,1,29,0,1,0,17,0
