question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
187455,Counting array elements in Python,count the number of elements in array `myArray`,len(myArray),85,0,6,20,0,2,0,34,0
510348,make a time delay,make a 60 seconds time delay,time.sleep(60),214,0,4,32,1,28,1,34,0
674509,"How do I iterate over a Python dictionary, ordered by values?",sort dictionary `dictionary` in ascending order by its values,"sorted(list(dictionary.items()), key=operator.itemgetter(1))",272,0,1,10,0,32,0,34,0
674764,string find,find the index of sub string 's' in string `str` starting from index 11,"str.find('s', 11)",285,0,0,14,0,1,0,34,0
715550,Best way to encode tuples with json,"serialize dictionary `d` as a JSON formatted string with each key formatted to pattern '%d,%d'","simplejson.dumps(dict([('%d,%d' % k, v) for k, v in list(d.items())]))",294,0,1,15,0,48,0,34,0
764235,Dictionary to lowercase in Python,lowercase keys and values in dictionary `{'My Key': 'My Value'}`,"{k.lower(): v.lower() for k, v in list({'My Key': 'My Value'}.items())}",323,0,1,3,0,48,0,34,0
861190,Ordering a list of dictionaries in python,"Sort a list of dictionaries `mylist` by keys ""weight"" and ""factor""","mylist.sort(key=operator.itemgetter('weight', 'factor'))",348,0,1,10,0,29,0,34,0
1007481,How do I replace whitespaces with underscore and vice versa?,replace spaces with underscore,"mystring.replace(' ', '_')",395,1,8,3,0,35,0,34,0
1602934,Check if a given key already exists in a dictionary,Check if key 'a' in `d`,('a' in d),482,3,0,23,0,52,0,34,0
1823058,print number with commas as thousands separators,print number `value` as thousands separators,"'{:,}'.format(value)",511,4,5,7,0,41,0,34,0
2077897,Substitute multiple whitespace with single whitespace in Python,substitute multiple whitespace with single whitespace in string `mystring`,""""""" """""".join(mystring.split())",549,5,8,0,0,38,0,34,0
2823472,Is there a method that tells my program to quit?,quit program,sys.exit(0),672,8,4,53,1,26,1,34,0
2917372,How to search a list of tuples in Python,get the indices of tuples in list of tuples `L` where the first value is 53,"[i for i, v in enumerate(L) if v[0] == 53]",681,8,7,33,1,8,0,34,0
