question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
82831,check whether a file exists,check whether file `file_path` exists,os.path.exists(file_path),50,0,9,56,1,8,0,13,0
209840,Map two lists into a dictionary in Python,map two lists `keys` and `values` into a dictionary,"dict((k, v) for k, v in zip(keys, values))",95,0,1,4,0,22,0,13,0
356483,Python regex findall numbers and dots,python regex  to find all numbers and dots from 'text',"re.findall('Test([\\d.]*\\d+)', text)",153,0,0,25,0,52,0,13,0
899103,Writing a list to a file with Python,serialize `itemlist` to file `outfile`,"pickle.dump(itemlist, outfile)",354,0,9,22,1,15,0,13,0
1197600,Matching blank lines with regular expressions,match blank lines in `s` with regular expressions,"re.split('\n\\s*\n', s)",429,2,0,21,0,17,0,13,0
1400608,empty a list,empty a list `alist`,alist[:] = [],454,2,7,38,1,2,0,13,0
1949318,Checking if a website is up,"Check the status code of url ""www.python.org""","conn = httplib.HTTPConnection('www.python.org')
conn.request('HEAD', '/')
r1 = conn.getresponse()
print(r1.status, r1.reason)",528,4,4,15,1,12,1,13,0
2094176,split a string in python,split a string `a` with new line character,a.split('\n')[:-1],550,5,8,0,0,49,0,13,0
2606976,How to replace empty string with zero in comma-separated string?,"get list of string elements in string `data` delimited by commas, putting `0` in place of empty strings","[(int(x) if x else 0) for x in data.split(',')]",631,7,8,0,0,63,0,13,0
2744795,Background color for Tk in Python,Change background color in Tkinter,root.configure(background='black'),649,7,4,17,1,48,1,13,0
3847472,get index of character in python list,"get index of character 'b' in list '['a', 'b']'","['a', 'b'].index('b')",824,12,7,51,1,33,0,13,0
3933478,accessing python dictionary,get the value associated with unicode key 'from_user' of first dictionary in list `result`,result[0]['from_user'],843,12,1,12,0,5,0,13,0
4004550,Converting string series to float list,Converting string lists `s` to float list,floats = [float(x) for x in s.split()],868,13,5,64,0,24,0,13,0
4182603,python: how to convert a string to utf-8,decode the string 'stringnamehere'  to UTF-8,"stringnamehere.decode('utf-8', 'ignore')",896,14,8,0,0,43,0,13,0
4302027,how to open a url in python,webbrowser open url 'http://example.com',webbrowser.open('http://example.com'),915,14,4,32,1,11,1,13,0
4810537,how to clear the screen in python,clear the terminal screen in Linux,os.system('clear'),993,16,4,45,1,12,1,13,0
5010536,Python: Perform an operation on each dictionary value,Multiple each value by `2` for all keys in a dictionary `my_dict`,"my_dict.update((x, y * 2) for x, y in list(my_dict.items()))",1027,17,1,2,0,4,0,13,0
5891453,Is there a Python Library that contains a list of all the ascii characters?,Create a list containing all ascii characters as its elements,[chr(i) for i in range(127)],1107,19,8,0,0,52,0,13,0
8908287,Base64 encoding in Python 3,encode string 'data to be encoded',encoded = base64.b64encode('data to be encoded'),1371,26,8,0,0,23,0,13,0
8924173,How do I print bold text in Python?,print bold text 'Hello',print('\x1b[1m' + 'Hello'),1373,26,8,0,0,64,0,13,0
9554544,"Python, running command line tools in parallel",run command 'command -flags arguments &' on command line tools as separate processes,"subprocess.call('command -flags arguments &', shell=True)",1424,27,9,42,1,19,0,13,0
11692613,Python - sum values in dictionary,sum values in list of dictionaries `example_list` with key 'gold',sum(item['gold'] for item in example_list),1594,32,1,12,0,6,0,13,0
11837979,Removing white space around a saved image in matplotlib,remove white space padding around a saved image `test.png` in matplotlib,"plt.savefig('test.png', bbox_inches='tight')",1611,32,4,39,1,27,1,13,0
12141150,"from list of integers, get number closest to a given value",get number in list `myList` closest in value to number `myNumber`,"min(myList, key=lambda x: abs(x - myNumber))",1625,32,7,44,1,39,0,13,0
12362542,"Python server ""Only one usage of each socket address is normally permitted""",Enable the SO_REUSEADDR socket option in socket object `s` to fix the error `only one usage of each socket address is normally permitted`,"s.setsockopt(SOL_SOCKET, SO_REUSEADDR, 1)",1644,33,4,48,1,48,1,13,0
13209288,Python split string based on regex,split string `input` based on occurrences of regex pattern '[ ](?=[A-Z]+\\b)',"re.split('[ ](?=[A-Z]+\\b)', input)",1713,35,0,46,0,15,0,13,0
13945749,String Formatting in Python 3,format the variables `self.goals` and `self.penalties` using string formatting,"""""""({:d} goals, ${:d})"""""".format(self.goals, self.penalties)",1791,37,8,0,0,19,0,13,0
14435268,"How to access a tag called ""name"" in BeautifulSoup","access a tag called ""name"" in beautifulsoup `soup`",print(soup.find('name').string),1833,38,4,25,1,25,1,13,0
15286401,Print multiple arguments in python,print multiple arguments 'name' and 'score'.,"print('Total score for {} is {}'.format(name, score))",1907,40,4,19,1,45,1,13,0
16772071,sort dict by value python,sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])",2007,42,1,11,0,6,0,13,0
18131741,Python: find out whether a list of integers is coherent,check if elements in list `my_list` are coherent in order,"return my_list == list(range(my_list[0], my_list[-1] + 1))",2107,45,7,54,1,18,0,13,0
18551752,Python - split sentence after words but with maximum of n characters in result,split string `text` into chunks of 16 characters each,"re.findall('.{,16}\\b', text)",2142,46,8,0,0,36,0,13,0
20546419,Shuffle columns of an array with Numpy,shuffle columns of an numpy array 'r',np.random.shuffle(np.transpose(r)),2269,49,6,31,0,9,0,13,0
20837786,Changing the referrer URL in python requests,request URL `url` using http header `{'referer': my_referer}`,"requests.get(url, headers={'referer': my_referer})",2284,49,4,51,1,27,1,13,0
28901311,Numpy: find index of elements in one array that occur in another array,get index of elements in array `A` that occur in another array `B`,"np.where(np.in1d(A, B))[0]",2503,55,6,14,0,41,0,13,0
39870642,Matplotlib - How to plot a high resolution graph?,Save plot `plt` as png file 'filename.png',plt.savefig('filename.png'),2777,62,9,21,1,20,0,13,0
40144769,How to select the last column of dataframe,select the last column of dataframe `df`,df[df.columns[-1]],2787,62,3,12,0,17,0,13,0
41067960,How to convert a list of multiple integers into a single integer?,Concatenate elements of a list 'x' of multiple integers to a single integer,"sum(d * 10 ** i for i, d in enumerate(x[::-1]))",2823,63,7,53,1,3,0,13,0
42178481,How to count the number of a specific character at the end of a string ignoring duplicates?,count the number of trailing question marks in string `my_text`,len(my_text) - len(my_text.rstrip('?')),2862,64,0,2,0,41,0,13,0
