question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
82831,check whether a file exists,"check whether a file ""/etc"" exists",print(os.path.isfile('/etc')),53,0,9,33,1,59,0,23,0
258746,Slicing URL with Python,"Slice `url` with '&' as delimiter  to get  ""http://www.domainname.com/page?CONTENT_ITEM_ID=1234"" from url ""http://www.domainname.com/page?CONTENT_ITEM_ID=1234&param2&param3
""",url.split('&'),114,0,8,0,0,16,0,23,0
843277,check if a variable exists,check if a global variable `myVar` exists,('myVar' in globals()),337,0,4,19,1,26,1,23,0
1450393,read from stdin,read line by line from stdin,"for line in fileinput.input():
    pass",459,3,9,26,1,52,0,23,0
1516795,"In Django, how do I filter based on all entities in a many-to-many relation instead of any?","In Django, filter `Task.objects` based on all entities in ['A', 'P', 'F']","Task.objects.exclude(prerequisites__status__in=['A', 'P', 'F'])",467,3,4,32,1,12,1,23,0
2878084,Sort a list of dicts by dict values,"sort a list of dictionaries by the value of keys 'title', 'title_url', 'id' in ascending order.","l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))",677,8,1,4,0,55,0,23,0
3437059,string contains substring,"check if ""blah"" is in string `somestring`","if ('blah' not in somestring):
    pass",765,10,0,13,0,53,0,23,0
3996904,Generate random integers between 0 and 9,Generate a random integer between `a` and `b`,"random.randint(a, b)",866,13,5,32,0,57,0,23,0
4008546,How to pad with n characters in Python,pad 'dog' up to a length of 5 characters with 'x',"""""""{s:{c}^{n}}"""""".format(s='dog', n=5, c='x')",869,13,8,0,0,15,0,23,0
4302166,Format string dynamically,"format number of spaces between strings `Python`, `:` and `Very Good` to be `20`","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))",917,14,8,0,0,7,0,23,0
4338032,replacing all regex matches in single line,"match string 'this is my string' with regex '\\b(this|string)\\b'
then replace it with regex '<markup>\\1</markup>'","re.sub('\\b(this|string)\\b', '<markup>\\1</markup>', 'this is my string')",920,14,0,25,0,36,0,23,0
4706499,append to a file,"append line ""appended text"" to file ""test.txt""","with open('test.txt', 'a') as myfile:
    myfile.write('appended text')",980,16,9,19,1,2,0,23,0
4998629,Python: Split string with multiple delimiters,"split string `str` with delimiter '; ' or delimiter ', '","re.split('; |, ', str)",1026,17,8,0,0,55,0,23,0
5788891,Execute a file with arguments in Python shell,execute a file './abc.py' with arguments `arg1` and `arg2` in python shell,"subprocess.call(['./abc.py', arg1, arg2])",1089,19,9,53,1,60,0,23,0
5971312,How to set environment variables in Python,Get a environment variable `DEBUSSY`,print(os.environ['DEBUSSY']),1114,19,4,27,1,26,1,23,0
6018916,Find max length of each column in a list of lists,Get the value with the maximum length in each column in array `foo`,[max(len(str(x)) for x in line) for line in zip(*foo)],1118,19,6,41,0,40,0,23,0
7287996,Python: Get relative path from comparing two absolute paths,get relative path of path '/usr/var' regarding path '/usr/var/log/',"print(os.path.relpath('/usr/var/log/', '/usr/var'))",1222,22,9,17,1,19,0,23,0
7332841,Add single element to array in numpy,append the first element of array `a` to array `a`,"numpy.append(a, a[0])",1224,22,6,6,0,18,0,23,0
7568627,Using Python String Formatting with Lists,Unpack each value in list `x` to its placeholder '%' in string '%.2f',""""""", """""".join(['%.2f'] * len(x))",1241,23,8,0,0,64,0,23,0
8215686,Python - Bulk Select then Insert from one DB to another,"Insert records in bulk from ""table1"" of ""master"" DB to ""table1"" of  sqlite3 `cursor` object",cursor.execute('INSERT OR REPLACE INTO master.table1 SELECT * FROM table1'),1300,24,4,33,1,12,1,23,0
8751653,How can I convert a binary to a float number,convert a binary '-0b1110' to a float number,"float(int('-0b1110', 0))",1361,26,5,0,0,57,0,23,0
11399384,Extract all keys from a list of dictionaries,extract all keys from a list of dictionaries `LoD`,[i for s in [list(d.keys()) for d in LoD] for i in s],1573,31,1,5,0,13,0,23,0
13656519,Python . How to get rid of '\r' in string?,strip a string `line` of all carriage returns and newlines,line.strip(),1768,36,8,0,0,30,0,23,0
14745022,"Pandas DataFrame, how do i split a column into two",split column 'AB' in dataframe `df` into two columns by first whitespace ' ',"df['AB'].str.split(' ', 1, expand=True)",1856,38,3,63,0,34,0,23,0
