question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
82831,check whether a file exists,check whether a file `fname` exists,os.path.isfile(fname),48,0,9,44,1,1,0,6,0
843277,check if a variable exists,check if a global variable 'myVar' exists,"if ('myVar' in globals()):
    pass",340,0,4,47,1,28,1,6,0
931092,Reverse a string,Reverse a string 'hello world','hello world'[::(-1)],371,0,8,0,0,18,0,6,0
961263,Two values from one input in python?,"assign values to two variables, `var1` and `var2` from user input response to `'Enter two numbers here: ` split on whitespace","var1, var2 = input('Enter two numbers here: ').split()",382,1,8,0,0,50,0,6,0
1405602,How to adjust the quality of a resized image in Python Imaging Library?,"resized image `image` to width, height of `(x, y)` with filter of `ANTIALIAS`","image = image.resize((x, y), Image.ANTIALIAS)",456,2,4,33,1,45,1,6,0
1450393,read from stdin,read line by line from stdin,"for line in sys.stdin:
    pass",460,3,9,51,1,8,0,6,0
1555968,Efficient way to find the largest key in a dictionary with non-zero value,find the key associated with the largest value in dictionary `x` whilst key is non-zero value,"max(k for k, v in x.items() if v != 0)",475,3,1,51,0,61,0,6,0
2094176,split a string in python,split string `a` using new-line character '\n' as separator,a.rstrip().split('\n'),551,5,8,0,0,53,0,6,0
2168123,Converting a String to List in Python,"split string ""0,1,2"" based on delimiter ','","""""""0,1,2"""""".split(',')",564,5,8,0,0,17,0,6,0
2173087,How to create nested lists in python?,"Create 3d array of zeroes of size `(3,3,3)`","numpy.zeros((3, 3, 3))",565,5,6,38,0,63,0,6,0
2759067,Rename Files,Rename file from `src` to `dst`,"os.rename(src, dst)",651,7,9,64,1,49,0,6,0
2793324,delete a list element by value,delete the element 6 from list `a`,a.remove(6),660,8,7,41,1,61,0,6,0
3735814,Check for a key pattern in a dictionary in python,Check if any key in the dictionary `dict1` starts with the string `EMP$$`,any(key.startswith('EMP$$') for key in dict1),806,11,1,3,0,41,0,6,0
4020539,Process escape sequences in a string,decode escape sequences in string `myString`,myString.decode('string_escape'),870,13,8,0,0,37,0,6,0
5280178,How do I load a file into the python console?,load a file `file.py` into the python console,"exec(compile(open('file.py').read(), 'file.py', 'exec'))",1053,18,9,61,1,13,0,6,0
5618878,convert list to string,concatenating values in `list1` to a string,str1 = ''.join((str(e) for e in list1)),1084,19,7,27,1,63,0,6,0
6416131,add new item to dictionary,"add key ""item3"" and value ""3"" to dictionary `default_data `",default_data['item3'] = 3,1146,20,1,21,0,50,0,6,0
8409095,matplotlib: Set markers for individual points on a line,"set circle markers on plot for individual points  defined in list   `[1,2,3,4,5,6,7,8,9,10]` created by range(10)","plt.plot(list(range(10)), linestyle='--', marker='o', color='b')",1328,25,7,42,1,21,0,6,0
9236926,Concatenating two one-dimensional NumPy arrays,Concatenating two one-dimensional NumPy arrays 'a' and 'b'.,"numpy.concatenate([a, b])",1400,27,6,25,0,29,0,6,0
10484261,Find dictionary items whose key matches a substring,create a list of values from the dictionary `programs` that have a key with a case insensitive match to 'new york',"[value for key, value in list(programs.items()) if 'new york' in key.lower()]",1493,29,1,28,0,41,0,6,0
10543303,number of values in a list greater than a certain number,get the number of values in list `j` that is greater than 5,sum(((i > 5) for i in j)),1500,29,7,46,1,3,0,6,0
12376863,Adding calculated column(s) to a dataframe in pandas,use operations like max/min within a row to a dataframe 'd' in pandas,"d.apply(lambda row: min([row['A'], row['B']]) - row['C'], axis=1)",1645,33,3,3,0,49,0,6,0
12777222,How can I zip file with a flattened directory structure using Zipfile in Python?,zip file `pdffile` using its basename as directory name,"archive.write(pdffile, os.path.basename(pdffile))",1672,34,9,29,1,60,0,6,0
13462365,Python 2.7 Counting number of dictionary items with given value,count the number of pairs in dictionary `d` whose value equal to `chosen_value`,sum(x == chosen_value for x in list(d.values())),1747,36,1,9,0,44,0,6,0
14734750,How to get multiple parameters with same name from a URL in Pylons?,get multiple parameters with same name from a url in pylons,request.params.getall('c'),1853,38,4,24,1,27,1,6,0
17071871,Select rows from a DataFrame based on values in a column in pandas,select all rows whose values in a column `column_name` equals a scalar `some_value` in pandas data frame object `df`,df.loc[df['column_name'] == some_value],2023,43,3,14,0,61,0,6,0
17731822,Elegant way to convert list to hex string,Convert list of booleans `walls` into a hex string,"hex(int(''.join([str(int(b)) for b in walls]), 2))",2078,44,8,0,0,50,0,6,0
19546911,How to get a 16bit Unsigned integer in python,Convert integer `number` into an unassigned integer,"struct.unpack('H', struct.pack('h', number))",2202,47,5,58,0,62,0,6,0
21804935,How to use the mv command in Python with subprocess,How to use the mv command in Python with subprocess,"subprocess.call('mv /home/somedir/subdir/* somedir/', shell=True)",2325,50,9,49,1,44,0,6,0
21805490,Python Regex - checking for a capital letter with a lowercase after,python regex - check for a capital letter with a following lowercase in string `string`,"re.sub('^[A-Z0-9]*(?![a-z])', '', string)",2326,50,0,7,0,41,0,6,0
21899953,How to set window size using phantomjs and selenium webdriver in python,"Set a window size to `1400, 1000` using selenium webdriver","driver.set_window_size(1400, 1000)",2334,51,4,52,1,25,1,6,0
25355705,count how many of an object type there are in a list Python,count the number of integers in list `a`,"sum(isinstance(x, int) for x in a)",2421,53,7,62,1,20,0,6,0
28780956,how to get the context of a search in BeautifulSoup?,get the context of a search by keyword 'My keywords' in beautifulsoup `soup`,k = soup.find(text=re.compile('My keywords')).parent.text,2502,55,4,20,1,11,1,6,0
