question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
1476,express binary literals,convert binary string '11111111' to integer,"int('11111111', 2)",0,0,5,53,0,53,0,53,0
22676,download a file over HTTP,download a file `url` over HTTP,r = requests.get(url),20,0,9,55,1,64,0,53,0
38987,How to merge two Python dictionaries in a single expression?,merge dictionaries form array `dicts` in a single expression,"dict((k, v) for d in dicts for k, v in list(d.items()))",25,0,1,36,0,51,0,53,0
89228,Calling an external command,"Calling an external command ""echo Hello World""",print(os.popen('echo Hello World').read()),60,0,9,11,1,37,0,53,0
364519,iterate over a dictionary in sorted order,iterate over a dictionary `foo` in sorted order,"for (k, v) in sorted(foo.items()):
    pass",155,0,1,63,0,53,0,53,0
364519,iterate over a dictionary in sorted order,iterate over a dictionary `dict` in sorted order,return iter(sorted(dict.items())),160,0,1,10,0,59,0,53,0
455612,Limiting floats to two decimal points,print float `a` with two decimal points,print(('%.2f' % a)),204,0,5,4,0,37,0,53,0
761804,Trimming a string,"Trimming ""\n"" from string `myString`",myString.strip('\n'),315,0,8,0,0,5,0,53,0
1749466,What's the most pythonic way of normalizing lineends in a string?,Normalize line ends in a string 'mixed',"mixed.replace('\r\n', '\n').replace('\r', '\n')",499,4,8,0,0,6,0,53,0
1892339,How to make a window jump to the front?,make a window `root` jump to the front,"root.attributes('-topmost', True)",521,4,4,38,1,28,1,53,0
2045175,Regex match even number of letters,write a regex pattern to match even number of letter `A`,re.compile('^([^A]*)AA([^A]|AA)*$'),536,5,0,3,0,53,0,53,0
2052390,manually throw/raise an exception,manually throw/raise a `ValueError` exception with the message 'A very specific bad thing happened',raise ValueError('A very specific bad thing happened'),540,5,4,28,1,25,1,53,0
2052390,Manually raising (throwing) an exception,"throw a value error with message 'A very specific bad thing happened', 'foo', 'bar', 'baz'",raise ValueError('A very specific bad thing happened'),545,5,4,53,1,45,1,53,0
2168123,Converting a String to List in Python,"convert the string '0,1,2' to a list of integers","[int(x) for x in '0,1,2'.split(',')]",563,5,5,4,0,7,0,53,0
