question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
70797,user input and commandline arguments,"print ""Please enter something: "" to console, and read user input to `var`",var = input('Please enter something: '),39,0,4,53,1,28,1,21,0
455612,Limiting floats to two decimal points,limit float 13.949999999999999 to two decimal points,'{0:.2f}'.format(13.95),199,0,5,48,0,30,0,21,0
533398,"In python 2.4, how can I execute external commands with csh instead of bash?",execute external commands/script `your_own_script` with csh instead of bash,os.system('tcsh your_own_script'),229,0,9,58,1,15,0,21,0
1010961,String Slicing Python,"remove last comma character ',' in string `s`",""""""""""""".join(s.rsplit(',', 1))",396,1,8,0,0,14,0,21,0
2052390,Manually raising (throwing) an exception,throw a runtime error with message 'specific message',raise RuntimeError('specific message'),544,5,4,16,1,26,1,21,0
2331943,decode JSON,decode JSON string `u` to a dictionary,json.load(u),587,6,1,61,0,3,0,21,0
2544710,How I can get rid of None values in dictionary?,get rid of None values in dictionary `kwargs`,"res = {k: v for k, v in list(kwargs.items()) if v is not None}",612,6,1,35,0,60,0,21,0
2556108,rreplace - How to replace the last occurence of an expression in a string?,replace the last occurence of an expression '</div>' with '</bad>' in a string `s`,"re.sub('(.*)</div>', '\\1</bad>', s)",616,7,8,0,0,22,0,21,0
2769061,How to erase the file contents of text file in Python?,How to erase the file contents of text file in Python?,"open('file.txt', 'w').close()",657,8,9,17,1,3,0,21,0
3283306,finding out absolute path to a file from python,get the absolute path of a running python script,os.path.abspath(__file__),733,10,9,35,1,31,0,21,0
3487377,How can I check a Python unicode string to see that it *actually* is proper Unicode?,check if string `foo` is UTF-8 encoded,foo.decode('utf8').encode('utf8'),775,11,0,42,0,16,0,21,0
3887469,python: how to convert currency to decimal?,convert currency string `dollars` to decimal `cents_int`,cents_int = int(round(float(dollars.strip('$')) * 100)),833,12,5,28,0,63,0,21,0
3945750,Find a specific tag with BeautifulSoup,BeautifulSoup find tag 'div' with styling 'width=300px;' in HTML string `soup`,"soup.findAll('div', style='width=300px;')",855,13,4,57,1,45,1,21,0
4659524,how to sort by length of string followed by alphabetical order?,sort list `the_list` by the length of string followed by alphabetical order,"the_list.sort(key=lambda item: (-len(item), item))",964,16,7,22,1,58,0,21,0
5306756,how to show Percentage in python,display the float `1/3*100` as a percentage,print('{0:.0f}%'.format(1.0 / 3 * 100)),1057,18,5,8,0,64,0,21,0
7125009,How to change legend size with matplotlib.pyplot,change legend size to 'x-small' in upper-left location,"pyplot.legend(loc=2, fontsize='x-small')",1195,21,4,25,1,26,1,21,0
7372592,Python: How can I execute a jar file through a python script,execute a jar file 'Blender.jar' using subprocess,"subprocess.call(['java', '-jar', 'Blender.jar'])",1233,22,9,33,1,54,0,21,0
9257094,change a string into uppercase,change string `s` to upper case,s.upper(),1401,27,8,0,0,24,0,21,0
10213994,sorting a list of tuples in Python,sorting a list of tuples `list_of_tuples` by second key,"sorted(list_of_tuples, key=lambda tup: tup[1])",1475,29,7,39,1,7,0,21,0
10677350,Convert float to comma-separated string,Convert float 24322.34 to comma-separated string,"""""""{0:,.2f}"""""".format(24322.34)",1519,30,5,6,0,44,0,21,0
10824319,Python: How to convert a string containing hex bytes to a hex string,convert a string `s` containing hex bytes to a hex string,binascii.a2b_hex(s),1525,30,8,0,0,29,0,21,0
11709079,Parsing HTML,Parsing HTML string `html` using BeautifulSoup,"parsed_html = BeautifulSoup(html)
print(parsed_html.body.find('div', attrs={'class': 'container', }).text)",1599,32,4,29,1,27,1,21,0
11833266,How do I read the first line of a string?,How do I read the first line of a string?,"my_string.split('\n', 1)[0]",1610,32,8,0,0,18,0,21,0
13324554,Python: Want to use a string as a slice specifier,create a slice object using string `string_slice`,slice(*[(int(i.strip()) if i else None) for i in string_slice.split(':')]),1729,35,8,47,0,37,0,21,0
13413590,How to drop rows of Pandas DataFrame whose value in certain columns is NaN,"Drop rows of pandas dataframe `df` having NaN in column at index ""1""",df.dropna(subset=[1]),1743,35,3,9,0,6,0,21,0
14971373,Python: how to get the final output of multiple system commands?,capture final output of a chain of system commands `ps -ef | grep something | wc -l`,"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)",1881,39,9,50,1,40,0,21,0
15286401,Print multiple arguments in python,print string including multiple variables `name` and `score`,"print(('Total score for', name, 'is', score))",1908,40,8,59,0,54,0,21,0
17097236,How to replace values with None in Pandas data frame in Python?,replace '-' in pandas dataframe `df` with `np.nan`,"df.replace('-', np.nan)",2028,43,3,43,0,33,0,21,0
17106819,Accessing Python dict values with the key start characters,get values from a dictionary `my_dict` whose key contains the string `Date`,"[v for k, v in list(my_dict.items()) if 'Date' in k]",2030,43,1,64,0,61,0,21,0
17552997,How to update a subset of a MultiIndexed pandas DataFrame,add a column 'day' with value 'sat' to dataframe `df`,"df.xs('sat', level='day', drop_level=False)",2065,44,3,26,0,44,0,21,0
18351951,Check if string ends with one of the strings from a list,"check if string `test.mp3` ends with one of the strings from a tuple `('.mp3', '.avi')`","""""""test.mp3"""""".endswith(('.mp3', '.avi'))",2122,45,0,55,0,14,0,21,0
19602931,http file downloading and saving,"download ""http://randomsite.com/file.gz"" from http and save as ""file.gz""","testfile = urllib.request.URLopener()
testfile.retrieve('http://randomsite.com/file.gz', 'file.gz')",2211,47,9,43,1,16,0,21,0
19894365,Running R script from python,running r script '/pathto/MyrScript.r' from python,"subprocess.call(['/usr/bin/Rscript', '--vanilla', '/pathto/MyrScript.r'])",2229,48,9,59,1,59,0,21,0
