question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
163542,pass a string into subprocess.Popen,set the stdin of the process 'grep f' to be 'one\ntwo\nthree\nfour\nfive\nsix\n',"p = subprocess.Popen(['grep', 'f'], stdout=subprocess.PIPE, stdin=subprocess.PIPE)
p.stdin.write('one\ntwo\nthree\nfour\nfive\nsix\n')
p.communicate()[0]
p.stdin.close()",75,0,9,31,1,50,0,1,0
364621,get item's position in a list,get the position of item 1 in `testlist`,"gen = (i for (i, x) in enumerate(testlist) if (x == 1))
for i in gen:
    pass",163,0,7,54,1,24,0,1,0
510348,make a time delay,make a 60 seconds time delay,time.sleep(60),216,0,4,26,1,26,1,1,0
674764,string find,find the index of sub string 'cc' in string 'sdfasdf','sdfasdf'.index('cc'),284,0,0,13,0,7,0,1,0
845058,get line count,get line count of file `filename`,"def bufcount(filename):
    f = open(filename)
    lines = 0
    buf_size = (1024 * 1024)
    read_f = f.read
    buf = read_f(buf_size)
    while buf:
        lines += buf.count('\n')
        buf = read_f(buf_size)
    return lines",342,0,9,46,1,18,0,1,0
1712227,get the size of a list,function to get the size of object,len(),490,3,4,55,1,26,1,1,0
1949318,Checking if a website is up,"Checking if website ""http://www.stackoverflow.com"" is up",print(urllib.request.urlopen('http://www.stackoverflow.com').getcode()),525,4,4,63,1,10,1,1,0
2231663,Slicing a list into a list of sub-lists,Slicing a list into a list of sub-lists,"[input[i:i + n] for i in range(0, len(input), n)]",577,6,7,20,1,52,0,1,0
2338531,Python sorting - A list of objects,sort list `L` based on the value of variable 'resultType' for each object in list `L`,"sorted(L, key=operator.itemgetter('resultType'))",590,6,7,42,1,54,0,1,0
2759323,How can I list the contents of a directory in Python?,list the contents of a directory '/home/username/www/',os.listdir('/home/username/www/'),653,8,9,55,1,30,0,1,0
2764586,Get current URL in Python,get current requested url,self.request.url,655,8,4,37,1,25,1,1,0
2918362,writing string to a file on a new line everytime?,Write a string `My String` to a file `file` including new line character,file.write('My String\n'),683,8,9,40,1,55,0,1,0
3501382,Checking whether a variable is an integer,check if `x` is an integer,"isinstance(x, int)",778,11,5,2,0,39,0,1,0
4284648,Converting lists of tuples to strings Python,convert each tuple in list `l` to a string with '@' separating the tuples' elements,""""""" """""".join([('%d@%d' % (t[0], t[1])) for t in l])",906,14,7,35,1,55,0,1,0
4315506,load csv into 2D matrix with numpy for plotting,convert csv file 'test.csv' into two-dimensional matrix,"numpy.loadtxt(open('test.csv', 'rb'), delimiter=',', skiprows=1)",918,14,6,29,0,59,0,1,0
4695143,Regex. Match words that contain special characters or 'http://',replace each occurrence of the pattern '(http://\\S+|\\S*[^\\w\\s]\\S*)' within `a` with '',"re.sub('(http://\\S+|\\S*[^\\w\\s]\\S*)', '', a)",973,16,0,37,0,32,0,1,0
4697006,Python: Split string by list of separators,"Split a string `string` by multiple separators `,` and `;`","[t.strip() for s in string.split(',') for t in s.split(';')]",975,16,8,0,0,8,0,1,0
4880960,Sum of all values in a Python dict,sum of all values in a python dict `d`,sum(d.values()),1004,17,1,29,0,3,0,1,0
4880960,Sum of all values in a Python dict,Sum of all values in a Python dict,sum(d.values()),1005,17,1,18,0,52,0,1,0
6027690,How to avoid line color repetition in matplotlib.pyplot?,Plot using the color code `#112233` in matplotlib pyplot,"pyplot.plot(x, y, color='#112233')",1119,19,4,52,1,45,1,1,0
6612769,"Is there a more elegant way for unpacking keys and values of a dictionary into two lists, without losing consistence?",unpack keys and values of a dictionary `d` into two lists,"keys, values = zip(*list(d.items()))",1162,21,1,41,0,62,0,1,0
9012008,python's re: return True if regex contains in the string,return `True` if string `foobarrrr` contains regex `ba[rzd]`,"bool(re.search('ba[rzd]', 'foobarrrr'))",1382,26,0,64,0,22,0,1,0
9743134,Python Regex Split Keeps Split Pattern Characters,split a string `Docs/src/Scripts/temp` by `/` keeping `/` in the result,"""""""Docs/src/Scripts/temp"""""".replace('/', '/\x00/').split('\x00')",1442,28,8,0,0,30,0,1,0
10264618,Transform unicode string in python,"encode value of key `City` in dictionary `data` as `ascii`, ignoring non-ascii characters","data['City'].encode('ascii', 'ignore')",1478,29,1,20,0,43,0,1,0
11414596,"dropping a row in pandas with dates indexes, python",return dataframe `df` with last row dropped,df.ix[:-1],1578,31,3,33,0,58,0,1,0
11985628,Python regex - Ignore parenthesis as indexing?,Match regex pattern '((?:A|B|C)D)' on string 'BDE',"re.findall('((?:A|B|C)D)', 'BDE')",1620,32,0,52,0,23,0,1,0
12883376,Remove the first word in a Python string?,remove first word in string `s`,"s.split(' ', 1)[1]",1683,34,8,0,0,41,0,1,0
13128565,String splitting in Python,split string `s` by letter 's',s.split('s'),1703,34,8,0,0,13,0,1,0
13303100,how to access the class variable by string in Python?,access the class variable `a_string` from a class object `test`,"getattr(test, a_string)",1728,35,4,45,1,12,1,1,0
13384841,swap values in a tuple/list inside a list in python?,swap values in a tuple/list inside a list `mylist`,"map(lambda t: (t[1], t[0]), mylist)",1736,35,7,52,1,1,0,1,0
14673394,python pandas extract unique dates from time series,extract unique dates from time series 'Date' in dataframe `df`,df['Date'].map(lambda t: t.date()).unique(),1848,38,3,61,0,30,0,1,0
14764126,"How to make a python script which can logoff, shutdown, and restart a computer?",abort a computer shutdown using subprocess,"subprocess.call(['shutdown', '/a '])",1859,38,4,43,1,26,1,1,0
15183084,how to create a dictionary using two lists in python?,create a dictionary using two lists`x` and `y`,"dict(zip(x, y))",1900,40,1,20,0,8,0,1,0
