question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new,sudden_batch,sudden_new
179369,How do I abort the execution of a Python script?,abort the execution of a python script,sys.exit(),82,0,4,14,1,11,1,5,0
227459,"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",get the ASCII value of a character as an int,ord(),97,0,5,59,0,23,0,5,0
402504,determine the variable type,get the type of variable `variable_name`,print(type(variable_name)),176,0,4,53,1,28,1,5,0
587345,Python regular expression matching a multiline block of text,"regular expression ""^(.+)\\n((?:\\n.+)+)"" matching a multiline block of text","re.compile('^(.+)\\n((?:\\n.+)+)', re.MULTILINE)",240,0,0,19,0,39,0,5,0
674764,string find,find the index of sub string 'Aloha' in `x`,x.find('Aloha'),287,0,0,14,0,1,0,5,0
977491,Comparing two .txt files using difflib in Python,compare contents  at filehandles `file1` and `file2` using difflib,"difflib.SequenceMatcher(None, file1.read(), file2.read())",391,1,9,30,1,40,0,5,0
1391026,Google App Engine - Request class query_string,Retrieve parameter 'var_name' from a GET request.,self.request.get('var_name'),450,2,4,50,1,11,1,5,0
1920145,How to find duplicate elements in array using for loop in Python?,Get all the keys from dictionary `y` whose value is `1`,[i for i in y if y[i] == 1],523,4,1,4,0,53,0,5,0
2075128,"Python, print all floats to 2 decimal places in output","Format all floating variables `var1`, `var2`, `var3`, `var1` to print to two decimal places.","print('%.2f kg = %.2f lb = %.2f gal = %.2f l' % (var1, var2, var3, var4))",548,5,5,53,0,30,0,5,0
2111163,Selecting specific column in each row from array,get element at index 0 of first row and element at index 1 of second row in array `A`,"A[[0, 1], [0, 1]]",554,5,6,12,0,53,0,5,0
2233917,How to input an integer tuple from user?,input a tuple of integers from user,"tuple(int(x.strip()) for x in input().split(','))",579,6,5,2,0,61,0,5,0
2636755,How to convert hex string to integer in Python?,convert a hex string `x` to string,"y = str(int(x, 16))",640,7,8,0,0,14,0,5,0
2850966,How can I lookup an attribute in any scope by name?,lookup an attribute in any scope by name 'range',"getattr(__builtins__, 'range')",675,8,4,55,1,46,1,5,0
3294889,Iterating over dictionaries using for loops,Iterating key and items over dictionary `d`,"for (k, v) in list(d.items()):
    pass",740,10,1,4,0,21,0,5,0
4706499,append to a file,append to file 'test' content 'koko',"open('test', 'a+b').write('koko')",981,16,9,26,1,9,0,5,0
4906977,Access environment variables,"get value of environment variable ""HOME""",os.environ['HOME'],1007,17,4,44,1,27,1,5,0
4965159,Python: How to Redirect Output with Subprocess?,execute os command `my_cmd`,os.system(my_cmd),1024,17,9,23,1,8,0,5,0
7287996,Python: Get relative path from comparing two absolute paths,get the common prefix from comparing two absolute paths '/usr/var' and '/usr/var2/log',"os.path.commonprefix(['/usr/var', '/usr/var2/log'])",1221,22,9,46,1,44,0,5,0
8214932,How to check if a value exists in a dictionary (python),Check if value 'one' is among the values of dictionary `d`,'one' in iter(d.values()),1299,24,1,60,0,43,0,5,0
8519922,Posting raw data with Python,Send a post request with raw data `DATA` and basic authentication with `username` and `password`,"requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))",1335,25,4,63,1,27,1,5,0
8687018,Python string replace two things at once?,replace each 'a' with 'b' and each 'b' with 'a' in the string 'obama' in a single pass.,"""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')",1348,25,8,0,0,44,0,5,0
9561243,How to check if something exists in a postgresql database using django?,Django check if an object with criteria `name` equal to 'name' and criteria `title` equal to 'title' exists in model `Entry`,"Entry.objects.filter(name='name', title='title').exists()",1426,27,4,19,1,46,1,5,0
9969684,How do I add space between two variables after a print in Python,Print variable `count` and variable `conv` with space string '    ' in between,print(str(count) + '    ' + str(conv)),1462,28,8,0,0,20,0,5,0
10822635,Get the number of rows in table using SQLAlchemy,SQLAlchemy count the number of rows in table `Congress`,rows = session.query(Congress).count(),1524,30,4,49,1,10,1,5,0
11144513,Numpy: cartesian product of x and y array points into single array of 2D points,cartesian product of `x` and `y` array points into single array of 2d points,"numpy.dstack(numpy.meshgrid(x, y)).reshape(-1, 2)",1549,31,6,6,0,8,0,5,0
14932247,variable number of digit in format string,"variable number of digits `digits` in variable `value` in format string ""{0:.{1}%}""","""""""{0:.{1}%}"""""".format(value, digits)",1876,39,5,22,0,64,0,5,0
17166601,Summing across rows of Pandas Dataframe,Summing across rows of Pandas Dataframe,"df.groupby(['stock', 'same1', 'same2'])['positions'].sum().reset_index()",2042,43,3,63,0,58,0,5,0
17407691,Python regex to match multiple times,Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,"pattern = re.compile('(?:review: )?(http://url.com/(\\d+))\\s?', re.IGNORECASE)",2054,43,0,3,0,6,0,5,0
17734779,how do I sort a python list of dictionaries given a list of ids with the desired order?,sort a python list of dictionaries `users` by a given list `order` of ids 'id' with the desired order,users.sort(key=lambda x: order.index(x['id'])),2080,44,1,11,0,7,0,5,0
18886596,Replace all quotes in a string with escaped quotes?,double backslash escape all double quotes in string `s`,"print(s.encode('unicode-escape').replace('""', '\\""'))",2168,46,8,0,0,6,0,5,0
20504881,simple/efficient way to expand a pandas dataframe,merge pandas dataframe `x` with columns 'a' and 'b' and dataframe `y` with column 'y',"pd.merge(y, x, on='k')[['a', 'b', 'y']]",2267,49,3,39,0,52,0,5,0
20683167,What's the fastest way to locate a list element within a list in python?,find the index of a list with the first element equal to '332' within the list of lists `thelist`,"[index for index, item in enumerate(thelist) if item[0] == '332']",2276,49,7,28,1,59,0,5,0
22625616,listing files from a directory using glob python,List all the files that doesn't contain the name `hello`,glob.glob('[!hello]*.txt'),2358,51,9,60,1,3,0,5,0
27457970,Python regex alternative for join,separate each character in string `s` by '-',"re.sub('(.)(?=.)', '\\1-', s)",2463,54,8,0,0,36,0,5,0
